Route:- 0071,Date:- 10/20/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,1,10,8,1.53,54,0.81,6.9,2.27,0,0,0,0,0,0,0,0,1,5.88,8,0.82,54,0.43,7,1.35
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,0,0,0,0,0,0,0,0,1,14.29,10,2.21,124,2.08,30.4,14.29,1,5.88,10,1.03,124,0.98,30,5.8
07:00:01-08:00:00,1,10,0,0,0,0,30.4,10,0,0,54,11.95,688,11.55,0,0,1,5.88,54,5.54,688,5.46,30,5.8
08:00:01-09:00:00,0,0,15,2.87,198,2.98,0,0,0,0,0,0,0,0,0,0,0,0,15,1.54,198,1.57,0,0
09:00:01-10:00:00,1,10,66,12.62,815,12.28,11,3.62,0,0,0,0,0,0,0,0,1,5.88,66,6.77,815,6.47,11,2.13
10:00:01-11:00:00,0,0,47,8.99,552,8.32,0,0,0,0,0,0,0,0,0,0,0,0,47,4.82,552,4.38,0,0
11:00:01-12:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
12:00:01-13:00:00,1,10,11,2.1,182,2.74,30.4,10,0,0,0,0,0,0,0,0,1,5.88,11,1.13,182,1.45,30,5.8
13:00:01-14:00:00,1,10,56,10.71,804,12.12,27.9,9.18,1,14.29,32,7.08,430,7.22,30.4,14.29,2,11.76,88,9.03,1234,9.8,58,11.22
14:00:01-15:00:00,1,10,101,19.31,1189,17.92,5.9,1.94,1,14.29,32,7.08,377,6.33,30.4,14.29,2,11.76,133,13.64,1566,12.44,36,6.96
15:00:01-16:00:00,0,0,77,14.72,978,14.74,0,0,1,14.29,119,26.33,1902,31.93,24.9,11.7,1,5.88,196,20.1,2880,22.87,25,4.84
16:00:01-17:00:00,1,10,47,8.99,582,8.77,30.4,10,0,0,25,5.53,224,3.76,0,0,1,5.88,72,7.38,806,6.4,30,5.8
17:00:01-18:00:00,0,0,7,1.34,66,0.99,0,0,1,14.29,34,7.52,474,7.96,3.4,1.6,1,5.88,41,4.21,540,4.29,3,0.58
18:00:01-19:00:00,1,10,18,3.44,250,3.77,30.4,10,0,0,5,1.11,54,0.91,0,0,1,5.88,23,2.36,304,2.41,30,5.8
19:00:01-20:00:00,0,0,37,7.07,460,6.93,0,0,1,14.29,40,8.85,476,7.99,30.4,14.29,1,5.88,77,7.9,936,7.43,30,5.8
20:00:01-21:00:00,0,0,0,0,0,0,0,0,0,0,28,6.19,344,5.77,0,0,0,0,28,2.87,344,2.73,0,0
21:00:01-22:00:00,1,10,9,1.72,82,1.24,30.4,10,1,14.29,15,3.32,116,1.95,30.4,14.29,2,11.76,24,2.46,198,1.57,61,11.8
22:00:01-23:00:00,0,0,1,0.19,26,0.39,0,0,0,0,48,10.62,610,10.24,0,0,0,0,49,5.03,636,5.05,0,0
23:00:01-24:00:00,1,10,23,4.4,398,6,30.4,10,0,0,10,2.21,138,2.32,0,0,1,5.88,33,3.38,536,4.26,30,5.8
,10,,523,,6636,,304,,7,,452,,5957,,212.8,,17,,975,,12593,,517,
