Route:- 6034,Date:- 10/20/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,2,10,25,2.47,234,2.25,40.4,10,0,0,0,0,0,0,0,0,2,10,25,2.47,234,2.25,40,9.9
07:00:01-08:00:00,0,0,44,4.34,344,3.31,0,0,0,0,0,0,0,0,0,0,0,0,44,4.34,344,3.31,0,0
08:00:01-09:00:00,0,0,53,5.23,674,6.49,0,0,0,0,0,0,0,0,0,0,0,0,53,5.23,674,6.49,0,0
09:00:01-10:00:00,1,5,38,3.75,326,3.14,4.6,1.14,0,0,0,0,0,0,0,0,1,5,38,3.75,326,3.14,5,1.24
10:00:01-11:00:00,1,5,75,7.4,867,8.34,2.7,0.67,0,0,0,0,0,0,0,0,1,5,75,7.4,867,8.34,3,0.74
11:00:01-12:00:00,3,15,99,9.77,1001,9.63,13.2,3.27,0,0,0,0,0,0,0,0,3,15,99,9.77,1001,9.63,13,3.22
12:00:01-13:00:00,0,0,73,7.21,829,7.98,0,0,0,0,0,0,0,0,0,0,0,0,73,7.21,829,7.98,0,0
13:00:01-14:00:00,3,15,66,6.52,647,6.23,12,2.97,0,0,0,0,0,0,0,0,3,15,66,6.52,647,6.23,12,2.97
14:00:01-15:00:00,1,5,45,4.44,462,4.45,2.7,0.67,0,0,0,0,0,0,0,0,1,5,45,4.44,462,4.45,3,0.74
15:00:01-16:00:00,3,15,38,3.75,403,3.88,27,6.68,0,0,0,0,0,0,0,0,3,15,38,3.75,403,3.88,27,6.68
16:00:01-17:00:00,0,0,85,8.39,876,8.43,0,0,0,0,0,0,0,0,0,0,0,0,85,8.39,876,8.43,0,0
17:00:01-18:00:00,1,5,89,8.79,975,9.38,4.4,1.09,0,0,0,0,0,0,0,0,1,5,89,8.79,975,9.38,4,0.99
18:00:01-19:00:00,2,10,78,7.7,761,7.32,14.4,3.56,0,0,0,0,0,0,0,0,2,10,78,7.7,761,7.32,14,3.47
19:00:01-20:00:00,0,0,96,9.48,940,9.05,0,0,0,0,0,0,0,0,0,0,0,0,96,9.48,940,9.05,0,0
20:00:01-21:00:00,3,15,47,4.64,434,4.18,8.1,2,0,0,0,0,0,0,0,0,3,15,47,4.64,434,4.18,8,1.98
21:00:01-22:00:00,0,0,35,3.46,306,2.95,0,0,0,0,0,0,0,0,0,0,0,0,35,3.46,306,2.95,0,0
22:00:01-23:00:00,0,0,27,2.67,311,2.99,0,0,0,0,0,0,0,0,0,0,0,0,27,2.67,311,2.99,0,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,20,,1013,,10390,,404,,0,,0,,0,,0,,20,,1013,,10390,,404,
