Route:- 6080,Date:- 10/20/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,0,0,0,0,0,0,0,0,1,1.47,0,0,0,0,2.2,1.47,1,0.73,0,0,0,0,2,0.66
06:00:01-07:00:00,4,5.8,6,0.52,40,0.42,8.8,5.8,5,7.35,57,6.23,392,5.03,11,7.35,9,6.57,63,3.06,432,2.49,20,6.64
07:00:01-08:00:00,5,7.25,12,1.05,72,0.76,11,7.25,6,8.82,71,7.76,840,10.77,12,8.02,11,8.03,83,4.03,912,5.26,23,7.64
08:00:01-09:00:00,6,8.7,24,2.09,214,2.24,13.2,8.7,5,7.35,37,4.04,294,3.77,11,7.35,11,8.03,61,2.96,508,2.93,24,7.97
09:00:01-10:00:00,3,4.35,11,0.96,88,0.92,6.6,4.35,4,5.88,82,8.96,672,8.62,8.8,5.88,7,5.11,93,4.51,760,4.38,15,4.98
10:00:01-11:00:00,3,4.35,20,1.75,156,1.64,6.6,4.35,3,4.41,60,6.56,529,6.78,6.6,4.41,6,4.38,80,3.88,685,3.95,13,4.32
11:00:01-12:00:00,3,4.35,33,2.88,264,2.77,6.6,4.35,4,5.88,131,14.32,1122,14.39,8,5.35,7,5.11,164,7.96,1386,8,15,4.98
12:00:01-13:00:00,6,8.7,51,4.45,368,3.86,13.2,8.7,4,5.88,62,6.78,492,6.31,8.8,5.88,10,7.3,113,5.48,860,4.96,22,7.31
13:00:01-14:00:00,2,2.9,64,5.58,503,5.28,4.4,2.9,3,4.41,33,3.61,266,3.41,6.6,4.41,5,3.65,97,4.71,769,4.44,11,3.65
14:00:01-15:00:00,4,5.8,67,5.85,584,6.12,8.8,5.8,4,5.88,61,6.67,578,7.41,8.8,5.88,8,5.84,128,6.21,1162,6.7,18,5.98
15:00:01-16:00:00,7,10.14,61,5.32,492,5.16,15.4,10.14,5,7.35,62,6.78,576,7.39,11,7.35,12,8.76,123,5.97,1068,6.16,26,8.64
16:00:01-17:00:00,3,4.35,101,8.81,833,8.74,6,3.95,5,7.35,53,5.79,404,5.18,11,7.35,8,5.84,154,7.47,1237,7.14,17,5.65
17:00:01-18:00:00,3,4.35,29,2.53,237,2.49,6.6,4.35,3,4.41,24,2.62,196,2.51,6,4.01,6,4.38,53,2.57,433,2.5,13,4.32
18:00:01-19:00:00,3,4.35,177,15.45,1531,16.06,6,3.95,1,1.47,24,2.62,187,2.4,2.2,1.47,4,2.92,201,9.75,1718,9.91,8,2.66
19:00:01-20:00:00,3,4.35,112,9.77,945,9.91,6.6,4.35,3,4.41,51,5.57,419,5.37,6.6,4.41,6,4.38,163,7.91,1364,7.87,13,4.32
20:00:01-21:00:00,3,4.35,119,10.38,1017,10.67,6.6,4.35,4,5.88,53,5.79,408,5.23,8.8,5.88,7,5.11,172,8.35,1425,8.22,15,4.98
21:00:01-22:00:00,4,5.8,100,8.73,828,8.68,8.8,5.8,3,4.41,25,2.73,204,2.62,6,4.01,7,5.11,125,6.07,1032,5.95,15,4.98
22:00:01-23:00:00,4,5.8,74,6.46,630,6.61,8.8,5.8,4,5.88,27,2.95,208,2.67,8.8,5.88,8,5.84,101,4.9,838,4.83,18,5.98
23:00:01-24:00:00,3,4.35,85,7.42,733,7.69,6.6,4.35,1,1.47,2,0.22,12,0.15,2.2,1.47,4,2.92,87,4.22,745,4.3,9,2.99
,69,,1146,,9535,,151.8,,68,,915,,7799,,149.6,,137,,2061,,17334,,301,
