,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,1
1,05:00:01-06:00:00,2,7
2,06:00:01-07:00:00,3,35
3,07:00:01-08:00:00,3,62
4,08:00:01-09:00:00,2,129
5,09:00:01-10:00:00,2,112
6,10:00:01-11:00:00,2,99
7,11:00:01-12:00:00,3,141
8,12:00:01-13:00:00,3,106
9,13:00:01-14:00:00,2,53
10,14:00:01-15:00:00,2,74
11,15:00:01-16:00:00,1,102
12,16:00:01-17:00:00,1,66
13,17:00:01-18:00:00,2,64
14,18:00:01-19:00:00,0,82
15,19:00:01-20:00:00,2,139
16,20:00:01-21:00:00,0,101
17,21:00:01-22:00:00,2,40
18,22:00:01-23:00:00,0,32
19,23:00:01-24:00:00,,
