,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,1
1,05:00:01-06:00:00,2,3
2,06:00:01-07:00:00,3,82
3,07:00:01-08:00:00,3,43
4,08:00:01-09:00:00,2,159
5,09:00:01-10:00:00,0,137
6,10:00:01-11:00:00,1,35
7,11:00:01-12:00:00,1,50
8,12:00:01-13:00:00,2,110
9,13:00:01-14:00:00,1,97
10,14:00:01-15:00:00,2,94
11,15:00:01-16:00:00,2,49
12,16:00:01-17:00:00,0,32
13,17:00:01-18:00:00,2,23
14,18:00:01-19:00:00,2,87
15,19:00:01-20:00:00,0,86
16,20:00:01-21:00:00,2,86
17,21:00:01-22:00:00,3,66
18,22:00:01-23:00:00,1,33
19,23:00:01-24:00:00,,
