Route:- 4100,Date:- 10/11/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,0,0,0,0,0,0,0,0,0,0,8,0.37,44,0.19,0,0,0,0,8,0.18,44,0.1,0,0
05:00:01-06:00:00,3,8.33,16,0.73,152,0.67,43.5,8.33,0,0,0,0,0,0,0,0,3,3.9,16,0.37,152,0.33,44,3.94
06:00:01-07:00:00,2,5.56,141,6.46,1295,5.67,8,1.53,3,7.32,38,1.74,338,1.49,43.5,7.32,5,6.49,179,4.1,1633,3.58,52,4.66
07:00:01-08:00:00,4,11.11,171,7.83,1904,8.34,58,11.11,2,4.88,130,5.96,1305,5.73,11.4,1.92,6,7.79,301,6.89,3209,7.04,69,6.18
08:00:01-09:00:00,2,5.56,306,14.01,3666,16.06,23.4,4.48,3,7.32,254,11.64,2627,11.54,43.5,7.32,5,6.49,560,12.82,6293,13.81,67,6
09:00:01-10:00:00,1,2.78,279,12.77,3338,14.63,3.7,0.71,3,7.32,293,13.42,3099,13.62,18.6,3.13,4,5.19,572,13.1,6437,14.12,22,1.97
10:00:01-11:00:00,2,5.56,132,6.04,1543,6.76,7.6,1.46,3,7.32,126,5.77,1485,6.52,43.5,7.32,5,6.49,258,5.91,3028,6.64,51,4.57
11:00:01-12:00:00,3,8.33,115,5.27,1629,7.14,43.5,8.33,2,4.88,131,6,1399,6.15,14.4,2.42,5,6.49,246,5.63,3028,6.64,58,5.2
12:00:01-13:00:00,2,5.56,85,3.89,1034,4.53,22.4,4.29,3,7.32,157,7.19,1823,8.01,11.1,1.87,5,6.49,242,5.54,2857,6.27,34,3.05
13:00:01-14:00:00,3,8.33,110,5.04,1082,4.74,43.5,8.33,3,7.32,125,5.73,1361,5.98,16.8,2.83,6,7.79,235,5.38,2443,5.36,60,5.38
14:00:01-15:00:00,3,8.33,87,3.98,840,3.68,43.5,8.33,2,4.88,93,4.26,1034,4.54,7.4,1.24,5,6.49,180,4.12,1874,4.11,51,4.57
15:00:01-16:00:00,1,2.78,88,4.03,819,3.59,2.7,0.52,4,9.76,138,6.32,1358,5.97,58,9.76,5,6.49,226,5.18,2177,4.78,61,5.47
16:00:01-17:00:00,3,8.33,29,1.33,296,1.3,12,2.3,1,2.44,103,4.72,1024,4.5,4.4,0.74,4,5.19,132,3.02,1320,2.9,16,1.43
17:00:01-18:00:00,1,2.78,128,5.86,401,1.76,4.2,0.8,2,4.88,85,3.89,914,4.02,29,4.88,3,3.9,213,4.88,1315,2.88,33,2.96
18:00:01-19:00:00,2,5.56,115,5.27,1248,5.47,29,5.56,0,0,56,2.57,524,2.3,0,0,2,2.6,171,3.92,1772,3.89,29,2.6
19:00:01-20:00:00,1,2.78,126,5.77,1234,5.41,2.9,0.56,3,7.32,108,4.95,1070,4.7,7.8,1.31,4,5.19,234,5.36,2304,5.05,11,0.99
20:00:01-21:00:00,3,8.33,108,4.95,877,3.84,15,2.87,2,4.88,87,3.99,904,3.97,29,4.88,5,6.49,195,4.47,1781,3.91,44,3.94
21:00:01-22:00:00,0,0,136,6.23,1374,6.02,0,0,4,9.76,165,7.56,1578,6.93,26,4.37,4,5.19,301,6.89,2952,6.48,26,2.33
22:00:01-23:00:00,0,0,12,0.55,90,0.39,0,0,0,0,79,3.62,832,3.66,0,0,0,0,91,2.08,922,2.02,0,0
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,2.44,7,0.32,40,0.18,2.6,0.44,1,1.3,7,0.16,40,0.09,3,0.27
,36,,2184,,22822,,522,,41,,2183,,22759,,594.5,,77,,4367,,45581,,1116,
