Route:- 4781,Date:- 10/11/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,1,2.86,0,0,0,0,26.8,2.86,0,0,13,0.78,180,1.08,0,0,1,1.37,13,0.35,180,0.48,27,1.38
05:00:01-06:00:00,2,5.71,6,0.3,50,0.24,23.4,2.49,0,0,0,0,0,0,0,0,2,2.74,6,0.16,50,0.13,23,1.18
06:00:01-07:00:00,2,5.71,72,3.6,439,2.11,35.6,3.8,1,2.63,29,1.74,303,1.83,26.8,2.63,3,4.11,101,2.75,742,1.99,62,3.17
07:00:01-08:00:00,3,8.57,178,8.9,1520,7.32,4.2,0.45,4,10.53,107,6.42,941,5.67,53.6,5.26,7,9.59,285,7.77,2461,6.59,58,2.97
08:00:01-09:00:00,0,0,138,6.9,1671,8.05,0,0,2,5.26,200,12,1894,11.42,7,0.69,2,2.74,338,9.22,3565,9.54,7,0.36
09:00:01-10:00:00,2,5.71,62,3.1,412,1.98,53.6,5.71,0,0,204,12.24,2466,14.86,0,0,2,2.74,266,7.25,2878,7.7,54,2.76
10:00:01-11:00:00,0,0,93,4.65,850,4.09,0,0,2,5.26,107,6.42,973,5.86,53.6,5.26,2,2.74,200,5.45,1823,4.88,54,2.76
11:00:01-12:00:00,3,8.57,90,4.5,1008,4.86,56.7,6.04,5,13.16,77,4.62,683,4.12,134,13.16,8,10.96,167,4.55,1691,4.53,191,9.76
12:00:01-13:00:00,4,11.43,136,6.8,1211,5.83,14,1.49,3,7.89,59,3.54,648,3.91,16.2,1.59,7,9.59,195,5.32,1859,4.98,30,1.53
13:00:01-14:00:00,1,2.86,70,3.5,667,3.21,4,0.43,2,5.26,83,4.98,984,5.93,12.4,1.22,3,4.11,153,4.17,1651,4.42,16,0.82
14:00:01-15:00:00,3,8.57,137,6.85,1267,6.1,56.7,6.04,1,2.63,59,3.54,447,2.69,4.8,0.47,4,5.48,196,5.34,1714,4.59,61,3.12
15:00:01-16:00:00,3,8.57,123,6.15,1346,6.48,80.4,8.57,3,7.89,61,3.66,648,3.91,8.7,0.85,6,8.22,184,5.02,1994,5.34,89,4.55
16:00:01-17:00:00,2,5.71,83,4.15,882,4.25,53.6,5.71,2,5.26,117,7.02,1106,6.67,5.8,0.57,4,5.48,200,5.45,1988,5.32,59,3.02
17:00:01-18:00:00,1,2.86,99,4.95,1076,5.18,26.8,2.86,1,2.63,116,6.96,1003,6.05,2.8,0.27,2,2.74,215,5.86,2079,5.57,30,1.53
18:00:01-19:00:00,3,8.57,114,5.7,1473,7.1,23.7,2.53,1,2.63,112,6.72,1138,6.86,26.8,2.63,4,5.48,226,6.16,2611,6.99,50,2.56
19:00:01-20:00:00,1,2.86,261,13.05,3249,15.65,4.8,0.51,1,2.63,20,1.2,250,1.51,26.8,2.63,2,2.74,281,7.66,3499,9.37,32,1.64
20:00:01-21:00:00,2,5.71,218,10.9,2376,11.44,8.8,0.94,3,7.89,60,3.6,672,4.05,80.4,7.89,5,6.85,278,7.58,3048,8.16,89,4.55
21:00:01-22:00:00,1,2.86,99,4.95,1002,4.83,6.4,0.68,2,5.26,140,8.4,1522,9.17,8,0.79,3,4.11,239,6.52,2524,6.76,14,0.72
22:00:01-23:00:00,1,2.86,18,0.9,220,1.06,6.4,0.68,3,7.89,88,5.28,520,3.13,10.5,1.03,4,5.48,106,2.89,740,1.98,17,0.87
23:00:01-24:00:00,0,0,3,0.15,42,0.2,0,0,2,5.26,15,0.9,214,1.29,7,0.69,2,2.74,18,0.49,256,0.69,7,0.36
,35,,2000,,20761,,938,,38,,1667,,16592,,1018.4,,73,,3667,,37353,,1956,
