Route:- 6020,Date:- 10/11/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,3,2.05,0,0,0,0,15.6,2.05,0,0,0,0,0,0,0,0,3,1.05,0,0,0,0,16,1.07
06:00:01-07:00:00,5,3.42,297,5.56,3001,5.53,26,3.42,6,4.26,73,1.65,548,1.3,31.2,4.26,11,3.83,370,3.79,3549,3.68,57,3.82
07:00:01-08:00:00,11,7.53,422,7.9,4288,7.9,57.2,7.53,7,4.96,122,2.76,1058,2.52,36.4,4.96,18,6.27,544,5.57,5346,5.55,94,6.3
08:00:01-09:00:00,14,9.59,595,11.13,6246,11.5,42,5.53,10,7.09,182,4.11,1528,3.63,52,7.09,24,8.36,777,7.95,7774,8.07,94,6.3
09:00:01-10:00:00,10,6.85,569,10.65,6390,11.77,52,6.85,10,7.09,113,2.55,1085,2.58,52,7.09,20,6.97,682,6.98,7475,7.76,104,6.97
10:00:01-11:00:00,10,6.85,412,7.71,4584,8.44,52,6.85,9,6.38,121,2.73,1133,2.69,46.8,6.38,19,6.62,533,5.46,5717,5.93,99,6.64
11:00:01-12:00:00,5,3.42,400,7.49,4150,7.64,26,3.42,7,4.96,133,3.01,1357,3.23,36.4,4.96,12,4.18,533,5.46,5507,5.72,62,4.16
12:00:01-13:00:00,11,7.53,349,6.53,3902,7.19,57.2,7.53,7,4.96,106,2.4,903,2.15,21,2.86,18,6.27,455,4.66,4805,4.99,78,5.23
13:00:01-14:00:00,7,4.79,322,6.03,3198,5.89,21,2.77,10,7.09,162,3.66,1621,3.86,30,4.09,17,5.92,484,4.95,4819,5,51,3.42
14:00:01-15:00:00,7,4.79,315,5.89,3074,5.66,29.4,3.87,8,5.67,135,3.05,1200,2.85,41.6,5.67,15,5.23,450,4.61,4274,4.44,71,4.76
15:00:01-16:00:00,10,6.85,239,4.47,2169,3.99,52,6.85,9,6.38,287,6.49,2623,6.24,37.8,5.16,19,6.62,526,5.38,4792,4.97,90,6.03
16:00:01-17:00:00,9,6.16,187,3.5,1760,3.24,46.8,6.16,9,6.38,315,7.12,2967,7.06,46.8,6.38,18,6.27,502,5.14,4727,4.91,94,6.3
17:00:01-18:00:00,12,8.22,216,4.04,2036,3.75,62.4,8.22,10,7.09,533,12.05,4988,11.86,42,5.73,22,7.67,749,7.67,7024,7.29,104,6.97
18:00:01-19:00:00,8,5.48,246,4.6,2308,4.25,41.6,5.48,9,6.38,592,13.38,6024,14.33,37.8,5.16,17,5.92,838,8.58,8332,8.65,79,5.29
19:00:01-20:00:00,9,6.16,299,5.6,2732,5.03,46.8,6.16,10,7.09,455,10.28,4510,10.73,42,5.73,19,6.62,754,7.72,7242,7.52,89,5.97
20:00:01-21:00:00,8,5.48,219,4.1,2040,3.76,41.6,5.48,10,7.09,535,12.09,5118,12.17,42,5.73,18,6.27,754,7.72,7158,7.43,84,5.63
21:00:01-22:00:00,5,3.42,189,3.54,1772,3.26,21,2.77,6,4.26,351,7.93,3342,7.95,25.8,3.52,11,3.83,540,5.53,5114,5.31,47,3.15
22:00:01-23:00:00,2,1.37,68,1.27,654,1.2,6,0.79,4,2.84,149,3.37,1452,3.45,20.8,2.84,6,2.09,217,2.22,2106,2.19,27,1.81
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,61,1.38,588,1.4,0,0,0,0,61,0.62,588,0.61,0,0
,146,,5344,,54304,,759.2,,141,,4425,,42045,,733.2,,287,,9769,,96349,,1492,
