Route:- 6074,Date:- 10/11/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,5,6.76,191,4.3,1804,4.58,27.5,6.76,0,0,0,0,0,0,0,0,5,6.41,191,4.27,1804,4.54,28,6.53
05:00:01-06:00:00,5,6.76,76,1.71,630,1.6,27.5,6.76,0,0,0,0,0,0,0,0,5,6.41,76,1.7,630,1.58,28,6.53
06:00:01-07:00:00,5,6.76,241,5.43,1486,3.77,19.5,4.79,0,0,0,0,0,0,0,0,5,6.41,241,5.38,1486,3.74,20,4.66
07:00:01-08:00:00,7,9.46,367,8.27,3146,7.99,38.5,9.46,0,0,0,0,0,0,0,0,7,8.97,367,8.2,3146,7.91,38,8.86
08:00:01-09:00:00,4,5.41,408,9.19,3948,10.02,22,5.41,0,0,0,0,0,0,0,0,4,5.13,408,9.12,3948,9.93,22,5.13
09:00:01-10:00:00,6,8.11,459,10.34,3883,9.86,18.6,4.57,0,0,0,0,0,0,0,0,6,7.69,459,10.25,3883,9.77,19,4.43
10:00:01-11:00:00,4,5.41,293,6.6,2604,6.61,22,5.41,0,0,0,0,0,0,0,0,4,5.13,293,6.55,2604,6.55,22,5.13
11:00:01-12:00:00,3,4.05,181,4.08,1697,4.31,16.5,4.05,0,0,0,0,0,0,0,0,3,3.85,181,4.04,1697,4.27,16,3.73
12:00:01-13:00:00,4,5.41,276,6.22,2381,6.04,17.2,4.23,0,0,0,0,0,0,0,0,4,5.13,276,6.17,2381,5.99,17,3.96
13:00:01-14:00:00,1,1.35,265,5.97,2242,5.69,4.3,1.06,0,0,0,0,0,0,0,0,1,1.28,265,5.92,2242,5.64,4,0.93
14:00:01-15:00:00,3,4.05,82,1.85,751,1.91,16.5,4.05,0,0,0,0,0,0,0,0,3,3.85,82,1.83,751,1.89,16,3.73
15:00:01-16:00:00,3,4.05,161,3.63,1433,3.64,16.5,4.05,0,0,0,0,0,0,0,0,3,3.85,161,3.6,1433,3.6,16,3.73
16:00:01-17:00:00,5,6.76,150,3.38,1294,3.28,14,3.44,1,25,10,26.32,96,26.97,5.5,25,6,7.69,160,3.57,1390,3.5,20,4.66
17:00:01-18:00:00,2,2.7,115,2.59,1048,2.66,8.6,2.11,1,25,16,42.11,152,42.7,2.7,12.27,3,3.85,131,2.93,1200,3.02,11,2.56
18:00:01-19:00:00,2,2.7,190,4.28,1701,4.32,11,2.7,0,0,4,10.53,32,8.99,0,0,2,2.56,194,4.33,1733,4.36,11,2.56
19:00:01-20:00:00,4,5.41,270,6.08,2619,6.65,10.8,2.65,0,0,0,0,0,0,0,0,4,5.13,270,6.03,2619,6.59,11,2.56
20:00:01-21:00:00,3,4.05,267,6.02,2578,6.54,8.1,1.99,0,0,0,0,0,0,0,0,3,3.85,267,5.97,2578,6.49,8,1.86
21:00:01-22:00:00,4,5.41,167,3.76,1611,4.09,17.2,4.23,1,25,5,13.16,46,12.92,5.5,25,5,6.41,172,3.84,1657,4.17,23,5.36
22:00:01-23:00:00,3,4.05,227,5.11,2109,5.35,8.1,1.99,1,25,3,7.89,30,8.43,5.5,25,4,5.13,230,5.14,2139,5.38,14,3.26
23:00:01-24:00:00,1,1.35,52,1.17,432,1.1,4.3,1.06,0,0,0,0,0,0,0,0,1,1.28,52,1.16,432,1.09,4,0.93
,74,,4438,,39397,,407,,4,,38,,356,,22,,78,,4476,,39753,,429,
