Route:- 6080,Date:- 10/11/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,0,0,0,0,0,0,0,0,1,1.75,6,0.62,34,0.38,2.2,1.75,1,0.88,6,0.25,34,0.17,2,0.8
06:00:01-07:00:00,4,7.02,7,0.49,50,0.44,8.8,7.02,7,12.28,99,10.21,730,8.19,14,11.16,11,9.65,106,4.43,780,3.85,23,9.16
07:00:01-08:00:00,5,8.77,22,1.54,84,0.74,11,8.77,5,8.77,223,22.99,2308,25.89,11,8.77,10,8.77,245,10.23,2392,11.8,22,8.76
08:00:01-09:00:00,3,5.26,22,1.54,80,0.7,6.6,5.26,2,3.51,148,15.26,1580,17.73,4.4,3.51,5,4.39,170,7.1,1660,8.19,11,4.38
09:00:01-10:00:00,2,3.51,22,1.54,118,1.04,4.4,3.51,3,5.26,88,9.07,898,10.08,6.6,5.26,5,4.39,110,4.59,1016,5.01,11,4.38
10:00:01-11:00:00,2,3.51,12,0.84,112,0.99,4.4,3.51,1,1.75,137,14.12,1203,13.5,2.2,1.75,3,2.63,149,6.22,1315,6.49,7,2.79
11:00:01-12:00:00,2,3.51,31,2.18,232,2.04,4,3.19,4,7.02,80,8.25,694,7.79,8.8,7.02,6,5.26,111,4.64,926,4.57,13,5.18
12:00:01-13:00:00,0,0,0,0,0,0,0,0,0,0,30,3.09,216,2.42,0,0,0,0,30,1.25,216,1.07,0,0
13:00:01-14:00:00,1,1.75,22,1.54,190,1.67,2.2,1.75,0,0,0,0,0,0,0,0,1,0.88,22,0.92,190,0.94,2,0.8
14:00:01-15:00:00,4,7.02,35,2.46,216,1.9,8.8,7.02,4,7.02,12,1.24,72,0.81,8.8,7.02,8,7.02,47,1.96,288,1.42,18,7.17
15:00:01-16:00:00,3,5.26,65,4.56,472,4.16,6.6,5.26,2,3.51,9,0.93,72,0.81,4.4,3.51,5,4.39,74,3.09,544,2.68,11,4.38
16:00:01-17:00:00,3,5.26,70,4.92,540,4.76,6.6,5.26,3,5.26,10,1.03,74,0.83,6.6,5.26,6,5.26,80,3.34,614,3.03,13,5.18
17:00:01-18:00:00,5,8.77,132,9.27,1016,8.95,11,8.77,3,5.26,21,2.16,152,1.71,6.6,5.26,8,7.02,153,6.39,1168,5.76,18,7.17
18:00:01-19:00:00,3,5.26,118,8.29,946,8.33,6.6,5.26,3,5.26,10,1.03,76,0.85,6,4.78,6,5.26,128,5.35,1022,5.04,13,5.18
19:00:01-20:00:00,4,7.02,151,10.6,1218,10.73,8.8,7.02,4,7.02,27,2.78,222,2.49,8.8,7.02,8,7.02,178,7.44,1440,7.1,18,7.17
20:00:01-21:00:00,4,7.02,230,16.15,1876,16.52,8.8,7.02,4,7.02,16,1.65,132,1.48,8.8,7.02,8,7.02,246,10.28,2008,9.91,18,7.17
21:00:01-22:00:00,5,8.77,275,19.31,2350,20.69,11,8.77,4,7.02,29,2.99,240,2.69,8.8,7.02,9,7.89,304,12.7,2590,12.78,20,7.97
22:00:01-23:00:00,3,5.26,150,10.53,1324,11.66,6,4.78,5,8.77,21,2.16,172,1.93,11,8.77,8,7.02,171,7.14,1496,7.38,17,6.77
23:00:01-24:00:00,4,7.02,60,4.21,532,4.68,8.8,7.02,2,3.51,4,0.41,38,0.43,4.4,3.51,6,5.26,64,2.67,570,2.81,13,5.18
,57,,1424,,11356,,125.4,,57,,970,,8913,,125.4,,114,,2394,,20269,,251,
