Route:- 3870,Date:- 10/11/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,2,2.78,2,0.1,0,0,7.2,2.78,1,1.43,1,0.06,0,0,3.6,1.43,3,2.11,3,0.08,0,0,11,2.15
05:00:01-06:00:00,1,1.39,5,0.24,28,0.16,3.6,1.39,4,5.71,28,1.55,258,1.52,14.4,5.71,5,3.52,33,0.85,286,0.84,18,3.52
06:00:01-07:00:00,2,2.78,7,0.34,46,0.27,7.2,2.78,3,4.29,74,4.09,633,3.73,10.8,4.29,5,3.52,81,2.09,679,1.99,18,3.52
07:00:01-08:00:00,5,6.94,29,1.4,218,1.27,18,6.94,8,11.43,193,10.66,1722,10.15,28.8,11.43,13,9.15,222,5.72,1940,5.68,47,9.2
08:00:01-09:00:00,6,8.33,79,3.81,556,3.23,15,5.79,6,8.57,230,12.71,2214,13.06,21.6,8.57,12,8.45,309,7.96,2770,8.11,37,7.24
09:00:01-10:00:00,5,6.94,149,7.19,1090,6.33,18,6.94,7,10,269,14.86,2808,16.56,25.2,10,12,8.45,418,10.76,3898,11.41,43,8.41
10:00:01-11:00:00,6,8.33,204,9.84,1799,10.45,21.6,8.33,3,4.29,229,12.65,2322,13.69,10.8,4.29,9,6.34,433,11.15,4121,12.06,32,6.26
11:00:01-12:00:00,5,6.94,258,12.45,1734,10.07,18,6.94,3,4.29,69,3.81,942,5.55,10.8,4.29,8,5.63,327,8.42,2676,7.83,29,5.68
12:00:01-13:00:00,4,5.56,124,5.98,1149,6.67,14.4,5.56,2,2.86,117,6.46,1268,7.48,7.2,2.86,6,4.23,241,6.21,2417,7.07,22,4.31
13:00:01-14:00:00,3,4.17,95,4.58,903,5.25,10.8,4.17,7,10,88,4.86,916,5.4,25.2,10,10,7.04,183,4.71,1819,5.32,36,7.05
14:00:01-15:00:00,2,2.78,72,3.47,700,4.07,7.2,2.78,3,4.29,92,5.08,609,3.59,7.2,2.86,5,3.52,164,4.22,1309,3.83,14,2.74
15:00:01-16:00:00,2,2.78,82,3.96,663,3.85,7.2,2.78,2,2.86,42,2.32,258,1.52,2.2,0.87,4,2.82,124,3.19,921,2.7,9,1.76
16:00:01-17:00:00,2,2.78,96,4.63,809,4.7,7.2,2.78,2,2.86,24,1.33,226,1.33,7.2,2.86,4,2.82,120,3.09,1035,3.03,14,2.74
17:00:01-18:00:00,2,2.78,73,3.52,622,3.61,7.2,2.78,1,1.43,74,4.09,530,3.13,3.6,1.43,3,2.11,147,3.79,1152,3.37,11,2.15
18:00:01-19:00:00,1,1.39,115,5.55,1018,5.91,3.6,1.39,4,5.71,91,5.03,753,4.44,14.4,5.71,5,3.52,206,5.31,1771,5.18,18,3.52
19:00:01-20:00:00,5,6.94,254,12.25,2236,12.99,18,6.94,3,4.29,50,2.76,458,2.7,7.2,2.86,8,5.63,304,7.83,2694,7.88,25,4.89
20:00:01-21:00:00,2,2.78,87,4.2,812,4.72,5,1.93,3,4.29,60,3.31,476,2.81,10.8,4.29,5,3.52,147,3.79,1288,3.77,16,3.13
21:00:01-22:00:00,6,8.33,232,11.19,2049,11.9,21.6,8.33,2,2.86,37,2.04,249,1.47,7.2,2.86,8,5.63,269,6.93,2298,6.72,29,5.68
22:00:01-23:00:00,6,8.33,62,2.99,446,2.59,21.6,8.33,4,5.71,37,2.04,290,1.71,14.4,5.71,10,7.04,99,2.55,736,2.15,36,7.05
23:00:01-24:00:00,5,6.94,48,2.32,338,1.96,18,6.94,2,2.86,5,0.28,26,0.15,7.2,2.86,7,4.93,53,1.36,364,1.07,25,4.89
,72,,2073,,17216,,259.2,,70,,1810,,16958,,252,,142,,3883,,34174,,511,
