Route:- 3310,Date:- 10/11/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,3.57,15,1.12,128,0.94,9,3.57,0,0,0,0,0,0,0,0,1,1.82,15,0.55,128,0.48,9,1.82
06:00:01-07:00:00,4,14.29,75,5.58,698,5.15,36,14.29,3,11.11,52,3.71,576,4.3,27,11.11,7,12.73,127,4.63,1274,4.73,63,12.73
07:00:01-08:00:00,3,10.71,64,4.77,792,5.85,15,5.95,3,11.11,131,9.36,1228,9.18,27,11.11,6,10.91,195,7.11,2020,7.5,42,8.48
08:00:01-09:00:00,2,7.14,141,10.5,1682,12.42,8,3.17,2,7.41,100,7.14,1314,9.82,18,7.41,4,7.27,241,8.79,2996,11.13,26,5.25
09:00:01-10:00:00,3,10.71,244,18.17,2562,18.91,27,10.71,1,3.7,67,4.79,712,5.32,6.3,2.59,4,7.27,311,11.34,3274,12.16,33,6.67
10:00:01-11:00:00,1,3.57,147,10.95,1414,10.44,4,1.59,3,11.11,157,11.21,1500,11.21,27,11.11,4,7.27,304,11.08,2914,10.82,31,6.26
11:00:01-12:00:00,0,0,11,0.82,81,0.6,0,0,1,3.7,156,11.14,891,6.66,3.6,1.48,1,1.82,167,6.09,972,3.61,4,0.81
12:00:01-13:00:00,1,3.57,54,4.02,602,4.44,4,1.59,0,0,20,1.43,260,1.94,0,0,1,1.82,74,2.7,862,3.2,4,0.81
13:00:01-14:00:00,2,7.14,66,4.91,828,6.11,15.8,6.27,2,7.41,61,4.36,581,4.34,18,7.41,4,7.27,127,4.63,1409,5.23,34,6.87
14:00:01-15:00:00,3,10.71,93,6.92,832,6.14,27,10.71,4,14.81,88,6.29,1022,7.64,18.4,7.57,7,12.73,181,6.6,1854,6.89,45,9.09
15:00:01-16:00:00,1,3.57,58,4.32,656,4.84,9,3.57,0,0,62,4.43,530,3.96,0,0,1,1.82,120,4.37,1186,4.4,9,1.82
16:00:01-17:00:00,3,10.71,39,2.9,414,3.06,27,10.71,2,7.41,67,4.79,924,6.9,18,7.41,5,9.09,106,3.86,1338,4.97,45,9.09
17:00:01-18:00:00,1,3.57,88,6.55,680,5.02,9,3.57,2,7.41,52,3.71,538,4.02,9,3.7,3,5.45,140,5.1,1218,4.52,18,3.64
18:00:01-19:00:00,0,0,50,3.72,517,3.82,0,0,0,0,180,12.86,1356,10.13,0,0,0,0,230,8.38,1873,6.96,0,0
19:00:01-20:00:00,1,3.57,35,2.61,260,1.92,9,3.57,1,3.7,61,4.36,778,5.81,9,3.7,2,3.64,96,3.5,1038,3.85,18,3.64
20:00:01-21:00:00,0,0,40,2.98,220,1.62,0,0,1,3.7,23,1.64,244,1.82,2.2,0.91,1,1.82,63,2.3,464,1.72,2,0.4
21:00:01-22:00:00,2,7.14,41,3.05,392,2.89,18,7.14,0,0,60,4.29,474,3.54,0,0,2,3.64,101,3.68,866,3.22,18,3.64
22:00:01-23:00:00,0,0,82,6.11,788,5.82,0,0,2,7.41,53,3.79,360,2.69,18,7.41,2,3.64,135,4.92,1148,4.26,18,3.64
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,10,0.71,94,0.7,0,0,0,0,10,0.36,94,0.35,0,0
,28,,1343,,13546,,252,,27,,1400,,13382,,243,,55,,2743,,26928,,495,
