Route:- 6050,Date:- 10/02/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,10,7.19,104,2.49,845,2.4,26,7.19,8,5.84,18,0.51,126,0.42,20.8,5.84,18,6.52,122,1.58,971,1.48,47,6.55
05:00:01-06:00:00,7,5.04,46,1.1,328,0.93,14,3.87,7,5.11,60,1.7,398,1.32,18.2,5.11,14,5.07,106,1.38,726,1.11,32,4.46
06:00:01-07:00:00,10,7.19,34,0.81,228,0.65,26,7.19,11,8.03,146,4.15,1220,4.05,22,6.18,21,7.61,180,2.34,1448,2.21,48,6.69
07:00:01-08:00:00,10,7.19,105,2.51,643,1.82,26,7.19,11,8.03,258,7.33,1849,6.14,28.6,8.03,21,7.61,363,4.71,2492,3.81,55,7.66
08:00:01-09:00:00,7,5.04,99,2.37,618,1.75,18.2,5.04,7,5.11,293,8.32,2624,8.71,18.2,5.11,14,5.07,392,5.09,3242,4.96,36,5.01
09:00:01-10:00:00,9,6.47,179,4.28,1350,3.83,23.4,6.47,9,6.57,339,9.63,3035,10.08,23.4,6.57,18,6.52,518,6.72,4385,6.71,47,6.55
10:00:01-11:00:00,7,5.04,169,4.04,1363,3.86,18.2,5.04,6,4.38,222,6.3,2320,7.7,12,3.37,13,4.71,391,5.07,3683,5.63,30,4.18
11:00:01-12:00:00,5,3.6,156,3.73,1261,3.57,13,3.6,6,4.38,199,5.65,1858,6.17,15.6,4.38,11,3.99,355,4.61,3119,4.77,29,4.04
12:00:01-13:00:00,7,5.04,279,6.67,2320,6.58,18.2,5.04,8,5.84,252,7.16,2192,7.28,20.8,5.84,15,5.43,531,6.89,4512,6.9,39,5.43
13:00:01-14:00:00,4,2.88,230,5.5,1814,5.14,10.4,2.88,6,4.38,257,7.3,2067,6.86,15.6,4.38,10,3.62,487,6.32,3881,5.93,26,3.62
14:00:01-15:00:00,7,5.04,231,5.52,1960,5.56,18.2,5.04,5,3.65,139,3.95,1212,4.02,13,3.65,12,4.35,370,4.8,3172,4.85,31,4.32
15:00:01-16:00:00,6,4.32,229,5.47,1922,5.45,15.6,4.32,6,4.38,166,4.71,1354,4.5,15.6,4.38,12,4.35,395,5.13,3276,5.01,31,4.32
16:00:01-17:00:00,9,6.47,299,7.15,2614,7.41,23.4,6.47,7,5.11,215,6.1,1958,6.5,18.2,5.11,16,5.8,514,6.67,4572,6.99,42,5.85
17:00:01-18:00:00,7,5.04,253,6.05,2170,6.15,18.2,5.04,6,4.38,191,5.42,1529,5.08,15.6,4.38,13,4.71,444,5.76,3699,5.66,34,4.74
18:00:01-19:00:00,4,2.88,331,7.91,2904,8.23,10.4,2.88,7,5.11,210,5.96,1850,6.14,18.2,5.11,11,3.99,541,7.02,4754,7.27,29,4.04
19:00:01-20:00:00,6,4.32,330,7.89,2929,8.3,15.6,4.32,5,3.65,190,5.39,1610,5.35,13,3.65,11,3.99,520,6.75,4539,6.94,29,4.04
20:00:01-21:00:00,5,3.6,338,8.08,3057,8.67,13,3.6,6,4.38,170,4.83,1343,4.46,15.6,4.38,11,3.99,508,6.59,4400,6.73,29,4.04
21:00:01-22:00:00,6,4.32,249,5.95,2327,6.6,15.6,4.32,6,4.38,110,3.12,893,2.97,15.6,4.38,12,4.35,359,4.66,3220,4.92,31,4.32
22:00:01-23:00:00,6,4.32,246,5.88,2276,6.45,15.6,4.32,6,4.38,70,1.99,534,1.77,15.6,4.38,12,4.35,316,4.1,2810,4.3,31,4.32
23:00:01-24:00:00,7,5.04,276,6.6,2349,6.66,18.2,5.04,4,2.92,17,0.48,142,0.47,10.4,2.92,11,3.99,293,3.8,2491,3.81,29,4.04
,139,,4183,,35278,,361.4,,137,,3522,,30114,,356.2,,276,,7705,,65392,,718,
