Route:- 3860,Date:- 10/02/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,2,5.41,0,0,0,0,8,5.41,1,2.5,1,0.27,0,0,4,2.5,3,3.9,1,0.12,0,0,12,3.9
06:00:01-07:00:00,3,8.11,12,2.68,68,1.73,17.7,11.96,4,10,24,6.47,262,7.7,16,10,7,9.09,36,4.4,330,4.5,34,11.04
07:00:01-08:00:00,3,8.11,10,2.24,98,2.49,10.8,7.3,4,10,34,9.16,266,7.81,16,10,7,9.09,44,5.38,364,4.96,27,8.77
08:00:01-09:00:00,4,10.81,19,4.25,158,4.02,16,10.81,4,10,49,13.21,498,14.63,16,10,8,10.39,68,8.31,656,8.94,32,10.39
09:00:01-10:00:00,2,5.41,28,6.26,236,6.01,8,5.41,3,7.5,55,14.82,490,14.39,12,7.5,5,6.49,83,10.15,726,9.9,20,6.49
10:00:01-11:00:00,2,5.41,29,6.49,231,5.88,8,5.41,3,7.5,21,5.66,194,5.7,12,7.5,5,6.49,50,6.11,425,5.79,20,6.49
11:00:01-12:00:00,4,10.81,51,11.41,486,12.37,16,10.81,3,7.5,33,8.89,361,10.61,12,7.5,7,9.09,84,10.27,847,11.55,28,9.09
12:00:01-13:00:00,2,5.41,32,7.16,288,7.33,4.8,3.24,3,7.5,17,4.58,138,4.05,12,7.5,5,6.49,49,5.99,426,5.81,17,5.52
13:00:01-14:00:00,3,8.11,25,5.59,182,4.63,12,8.11,2,5,20,5.39,156,4.58,8,5,5,6.49,45,5.5,338,4.61,20,6.49
14:00:01-15:00:00,3,8.11,42,9.4,372,9.47,12,8.11,2,5,24,6.47,232,6.82,8,5,5,6.49,66,8.07,604,8.24,20,6.49
15:00:01-16:00:00,0,0,16,3.58,150,3.82,0,0,2,5,13,3.5,98,2.88,8,5,2,2.6,29,3.55,248,3.38,8,2.6
16:00:01-17:00:00,2,5.41,19,4.25,177,4.5,8,5.41,1,2.5,6,1.62,58,1.7,4,2.5,3,3.9,25,3.06,235,3.2,12,3.9
17:00:01-18:00:00,0,0,4,0.89,28,0.71,0,0,1,2.5,21,5.66,184,5.41,4,2.5,1,1.3,25,3.06,212,2.89,4,1.3
18:00:01-19:00:00,1,2.7,32,7.16,291,7.4,4,2.7,1,2.5,7,1.89,60,1.76,4,2.5,2,2.6,39,4.77,351,4.79,8,2.6
19:00:01-20:00:00,2,5.41,55,12.3,495,12.6,8,5.41,2,5,25,6.74,233,6.84,8,5,4,5.19,80,9.78,728,9.93,16,5.19
20:00:01-21:00:00,2,5.41,42,9.4,381,9.69,8,5.41,2,5,15,4.04,138,4.05,8,5,4,5.19,57,6.97,519,7.08,16,5.19
21:00:01-22:00:00,2,5.41,27,6.04,249,6.34,7.2,4.86,1,2.5,5,1.35,28,0.82,4,2.5,3,3.9,32,3.91,277,3.78,11,3.57
22:00:01-23:00:00,0,0,4,0.89,40,1.02,0,0,1,2.5,1,0.27,8,0.24,4,2.5,1,1.3,5,0.61,48,0.65,4,1.3
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,37,,447,,3930,,148,,40,,371,,3404,,160,,77,,818,,7334,,308,
