Route:- 0071,Date:- 10/02/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,0,0,17,1.42,206,1.36,0,0,1,4.76,4,0.35,0,0,30.4,4.76,1,2.33,21,0.9,206,0.68,30,2.3
05:00:01-06:00:00,0,0,0,0,0,0,0,0,1,4.76,1,0.09,0,0,30.4,4.76,1,2.33,1,0.04,0,0,30,2.3
06:00:01-07:00:00,0,0,0,0,0,0,0,0,1,4.76,28,2.44,442,2.87,30.4,4.76,1,2.33,28,1.19,442,1.45,30,2.3
07:00:01-08:00:00,2,9.09,7,0.58,76,0.5,60.8,9.09,3,14.29,71,6.2,1114,7.24,16.8,2.63,5,11.63,78,3.32,1190,3.9,78,5.97
08:00:01-09:00:00,1,4.55,58,4.83,748,4.95,4.1,0.61,2,9.52,80,6.98,1114,7.24,60.8,9.52,3,6.98,138,5.88,1862,6.11,65,4.97
09:00:01-10:00:00,2,9.09,137,11.42,1844,12.2,9.2,1.38,3,14.29,163,14.22,2212,14.38,87.6,13.72,5,11.63,300,12.79,4056,13.3,97,7.42
10:00:01-11:00:00,3,13.64,113,9.42,1414,9.36,91.2,13.64,1,4.76,83,7.24,994,6.46,10.3,1.61,4,9.3,196,8.35,2408,7.9,101,7.73
11:00:01-12:00:00,1,4.55,93,7.75,1185,7.84,3.7,0.55,1,4.76,175,15.27,2982,19.38,30.4,4.76,2,4.65,268,11.42,4167,13.66,34,2.6
12:00:01-13:00:00,1,4.55,154,12.83,1457,9.64,9,1.35,1,4.76,115,10.03,1606,10.44,18,2.82,2,4.65,269,11.47,3063,10.04,27,2.07
13:00:01-14:00:00,3,13.64,100,8.33,1303,8.62,91.2,13.64,1,4.76,19,1.66,232,1.51,8.2,1.28,4,9.3,119,5.07,1535,5.03,99,7.57
14:00:01-15:00:00,0,0,69,5.75,808,5.35,0,0,1,4.76,57,4.97,694,4.51,5.3,0.83,1,2.33,126,5.37,1502,4.92,5,0.38
15:00:01-16:00:00,1,4.55,41,3.42,485,3.21,5.3,0.79,2,9.52,44,3.84,346,2.25,5.4,0.85,3,6.98,85,3.62,831,2.72,11,0.84
16:00:01-17:00:00,2,9.09,46,3.83,745,4.93,49.6,7.42,1,4.76,119,10.38,1573,10.22,7.8,1.22,3,6.98,165,7.03,2318,7.6,57,4.36
17:00:01-18:00:00,0,0,81,6.75,905,5.99,0,0,0,0,67,5.85,666,4.33,0,0,0,0,148,6.31,1571,5.15,0,0
18:00:01-19:00:00,3,13.64,100,8.33,1289,8.53,11.7,1.75,1,4.76,19,1.66,186,1.21,3.4,0.53,4,9.3,119,5.07,1475,4.84,15,1.15
19:00:01-20:00:00,0,0,53,4.42,749,4.96,0,0,0,0,59,5.15,654,4.25,0,0,0,0,112,4.77,1403,4.6,0,0
20:00:01-21:00:00,1,4.55,33,2.75,368,2.44,3.4,0.51,0,0,16,1.4,200,1.3,0,0,1,2.33,49,2.09,568,1.86,3,0.23
21:00:01-22:00:00,0,0,49,4.08,954,6.31,0,0,1,4.76,0,0,0,0,30.4,4.76,1,2.33,49,2.09,954,3.13,30,2.3
22:00:01-23:00:00,1,4.55,26,2.17,256,1.69,30.4,4.55,0,0,23,2.01,347,2.26,0,0,1,2.33,49,2.09,603,1.98,30,2.3
23:00:01-24:00:00,1,4.55,23,1.92,320,2.12,30.4,4.55,0,0,3,0.26,24,0.16,0,0,1,2.33,26,1.11,344,1.13,30,2.3
,22,,1200,,15112,,668.8,,21,,1146,,15386,,638.4,,43,,2346,,30498,,1307,
