Route:- 6120,Date:- 10/01/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,2,6.06,4,0.81,32,0.8,5.6,6.06,4,11.76,22,3.94,136,2.9,11.2,11.76,6,8.96,26,2.47,168,1.93,17,9.04
07:00:01-08:00:00,3,9.09,8,1.62,52,1.3,8.4,9.09,2,5.88,37,6.62,330,7.03,2.6,2.73,5,7.46,45,4.27,382,4.39,11,5.85
08:00:01-09:00:00,4,12.12,13,2.63,92,2.3,11.2,12.12,4,11.76,35,6.26,294,6.26,11.2,11.76,8,11.94,48,4.56,386,4.44,22,11.7
09:00:01-10:00:00,3,9.09,17,3.44,118,2.95,8.4,9.09,3,8.82,59,10.55,504,10.73,8.4,8.82,6,8.96,76,7.22,622,7.16,17,9.04
10:00:01-11:00:00,2,6.06,27,5.47,243,6.08,5.6,6.06,2,5.88,77,13.77,733,15.61,2.6,2.73,4,5.97,104,9.88,976,11.23,8,4.26
11:00:01-12:00:00,4,12.12,30,6.07,276,6.9,11.2,12.12,2,5.88,48,8.59,419,8.92,5.6,5.88,6,8.96,78,7.41,695,7.99,17,9.04
12:00:01-13:00:00,1,3.03,32,6.48,284,7.1,2.8,3.03,3,8.82,38,6.8,309,6.58,8.4,8.82,4,5.97,70,6.65,593,6.82,11,5.85
13:00:01-14:00:00,2,6.06,61,12.35,533,13.33,3.6,3.9,2,5.88,22,3.94,179,3.81,5.2,5.46,4,5.97,83,7.88,712,8.19,9,4.79
14:00:01-15:00:00,1,3.03,48,9.72,428,10.71,2.8,3.03,1,2.94,14,2.5,84,1.79,2.8,2.94,2,2.99,62,5.89,512,5.89,6,3.19
15:00:01-16:00:00,4,12.12,35,7.09,280,7,11.2,12.12,2,5.88,30,5.37,306,6.52,5.6,5.88,6,8.96,65,6.17,586,6.74,17,9.04
16:00:01-17:00:00,2,6.06,50,10.12,437,10.93,5.6,6.06,3,8.82,50,8.94,439,9.35,8.4,8.82,5,7.46,100,9.5,876,10.08,14,7.45
17:00:01-18:00:00,1,3.03,31,6.28,250,6.25,2.8,3.03,2,5.88,41,7.33,304,6.47,3.6,3.78,3,4.48,72,6.84,554,6.37,6,3.19
18:00:01-19:00:00,2,6.06,53,10.73,379,9.48,3.6,3.9,2,5.88,67,11.99,526,11.2,5.6,5.88,4,5.97,120,11.4,905,10.41,9,4.79
19:00:01-20:00:00,0,0,36,7.29,274,6.85,0,0,1,2.94,7,1.25,52,1.11,2.8,2.94,1,1.49,43,4.08,326,3.75,3,1.6
20:00:01-21:00:00,0,0,0,0,0,0,0,0,0,0,7,1.25,56,1.19,0,0,0,0,7,0.66,56,0.64,0,0
21:00:01-22:00:00,1,3.03,27,5.47,152,3.8,2.8,3.03,0,0,0,0,0,0,0,0,1,1.49,27,2.56,152,1.75,3,1.6
22:00:01-23:00:00,1,3.03,22,4.45,168,4.2,2.8,3.03,1,2.94,5,0.89,24,0.51,2.8,2.94,2,2.99,27,2.56,192,2.21,6,3.19
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,33,,494,,3998,,92.4,,34,,559,,4695,,95.2,,67,,1053,,8693,,188,
