Route:- 4781,Date:- 10/01/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,0,0,0,0,0,0,0,0,0,0,12,0.87,158,0.9,0,0,0,0,12,0.42,158,0.42,0,0
05:00:01-06:00:00,3,7.89,1,0.07,0,0,80.4,7.89,0,0,0,0,0,0,0,0,3,3.95,1,0.04,0,0,80,3.93
06:00:01-07:00:00,1,2.63,54,3.68,542,2.74,26.8,2.63,0,0,0,0,0,0,0,0,1,1.32,54,1.89,542,1.45,27,1.33
07:00:01-08:00:00,4,10.53,88,6,1215,6.15,38.8,3.81,3,7.89,40,2.89,430,2.45,80.4,7.89,7,9.21,128,4.49,1645,4.4,119,5.84
08:00:01-09:00:00,2,5.26,117,7.98,1238,6.26,9.6,0.94,3,7.89,55,3.97,665,3.78,27,2.65,5,6.58,172,6.03,1903,5.1,37,1.82
09:00:01-10:00:00,2,5.26,106,7.23,1484,7.51,53.6,5.26,2,5.26,79,5.7,940,5.35,5.8,0.57,4,5.26,185,6.49,2424,6.49,59,2.9
10:00:01-11:00:00,3,7.89,93,6.34,1586,8.03,80.4,7.89,2,5.26,86,6.21,1125,6.4,17.6,1.73,5,6.58,179,6.28,2711,7.26,98,4.81
11:00:01-12:00:00,2,5.26,99,6.75,1311,6.63,9.6,0.94,3,7.89,63,4.55,818,4.65,80.4,7.89,5,6.58,162,5.68,2129,5.7,90,4.42
12:00:01-13:00:00,2,5.26,107,7.29,1336,6.76,13,1.28,3,7.89,114,8.23,1406,8,21,2.06,5,6.58,221,7.75,2742,7.34,34,1.67
13:00:01-14:00:00,2,5.26,58,3.95,963,4.87,35.6,3.5,2,5.26,131,9.46,1625,9.24,5.6,0.55,4,5.26,189,6.63,2588,6.93,41,2.01
14:00:01-15:00:00,4,10.53,42,2.86,482,2.44,14.8,1.45,2,5.26,57,4.12,656,3.73,14,1.37,6,7.89,99,3.47,1138,3.05,29,1.42
15:00:01-16:00:00,1,2.63,82,5.59,1100,5.57,7,0.69,2,5.26,43,3.1,611,3.47,18,1.77,3,3.95,125,4.38,1711,4.58,25,1.23
16:00:01-17:00:00,2,5.26,74,5.04,969,4.9,53.6,5.26,2,5.26,40,2.89,656,3.73,15.8,1.55,4,5.26,114,4,1625,4.35,69,3.39
17:00:01-18:00:00,1,2.63,133,9.07,1585,8.02,3.5,0.34,2,5.26,136,9.82,1723,9.8,4.8,0.47,3,3.95,269,9.43,3308,8.86,8,0.39
18:00:01-19:00:00,2,5.26,71,4.84,843,4.27,53.6,5.26,3,7.89,181,13.07,2533,14.41,80.4,7.89,5,6.58,252,8.84,3376,9.04,134,6.58
19:00:01-20:00:00,2,5.26,93,6.34,1436,7.27,18.4,1.81,1,2.63,106,7.65,966,5.49,2.6,0.26,3,3.95,199,6.98,2402,6.43,21,1.03
20:00:01-21:00:00,3,7.89,65,4.43,874,4.42,19.5,1.91,2,5.26,51,3.68,809,4.6,26,2.55,5,6.58,116,4.07,1683,4.51,46,2.26
21:00:01-22:00:00,1,2.63,116,7.91,1733,8.77,4.4,0.43,2,5.26,46,3.32,530,3.01,53.6,5.26,3,3.95,162,5.68,2263,6.06,58,2.85
22:00:01-23:00:00,1,2.63,68,4.64,1064,5.38,15.2,1.49,2,5.26,63,4.55,841,4.78,21,2.06,3,3.95,131,4.59,1905,5.1,36,1.77
23:00:01-24:00:00,0,0,0,0,0,0,0,0,2,5.26,82,5.92,1091,6.2,53.6,5.26,2,2.63,82,2.88,1091,2.92,54,2.65
,38,,1467,,19761,,1018.4,,38,,1385,,17583,,1018.4,,76,,2852,,37344,,2037,
