Route:- 6040,Date:- 10/01/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,2.22,0,0,0,0,3.5,2.22,0,0,0,0,0,0,0,0,1,1.09,0,0,0,0,4,1.24
06:00:01-07:00:00,2,4.44,13,2.06,60,1.29,7,4.44,2,4.26,7,0.65,8,0.1,7,4.26,4,4.35,20,1.17,68,0.52,14,4.35
07:00:01-08:00:00,3,6.67,22,3.49,126,2.7,10.5,6.67,3,6.38,46,4.25,366,4.35,7.5,4.56,6,6.52,68,3.97,492,3.76,18,5.59
08:00:01-09:00:00,3,6.67,12,1.9,92,1.97,10.5,6.67,3,6.38,40,3.69,280,3.33,10.5,6.38,6,6.52,52,3.04,372,2.84,21,6.52
09:00:01-10:00:00,1,2.22,5,0.79,34,0.73,3.5,2.22,3,6.38,29,2.68,348,4.13,10.5,6.38,4,4.35,34,1.98,382,2.92,14,4.35
10:00:01-11:00:00,2,4.44,13,2.06,82,1.76,7,4.44,2,4.26,22,2.03,134,1.59,7,4.26,4,4.35,35,2.04,216,1.65,14,4.35
11:00:01-12:00:00,3,6.67,44,6.98,332,7.11,10.5,6.67,2,4.26,47,4.34,353,4.19,3.4,2.07,5,5.43,91,5.31,685,5.23,14,4.35
12:00:01-13:00:00,2,4.44,26,4.13,208,4.46,5,3.17,2,4.26,47,4.34,329,3.91,7,4.26,4,4.35,73,4.26,537,4.1,12,3.73
13:00:01-14:00:00,1,2.22,14,2.22,80,1.71,3.5,2.22,1,2.13,29,2.68,185,2.2,3.5,2.13,2,2.17,43,2.51,265,2.03,7,2.17
14:00:01-15:00:00,3,6.67,21,3.33,120,2.57,10.5,6.67,2,4.26,30,2.77,283,3.36,7,4.26,5,5.43,51,2.98,403,3.08,18,5.59
15:00:01-16:00:00,2,4.44,34,5.4,263,5.63,5,3.17,3,6.38,36,3.32,294,3.49,10.5,6.38,5,5.43,70,4.09,557,4.26,16,4.97
16:00:01-17:00:00,2,4.44,16,2.54,134,2.87,7,4.44,2,4.26,38,3.51,328,3.9,5,3.04,4,4.35,54,3.15,462,3.53,12,3.73
17:00:01-18:00:00,3,6.67,38,6.03,280,6,10.5,6.67,2,4.26,48,4.43,406,4.82,7,4.26,5,5.43,86,5.02,686,5.24,18,5.59
18:00:01-19:00:00,4,8.89,93,14.76,714,15.3,14,8.89,3,6.38,86,7.94,598,7.1,10.5,6.38,7,7.61,179,10.45,1312,10.03,24,7.45
19:00:01-20:00:00,3,6.67,83,13.17,646,13.84,10.5,6.67,5,10.64,150,13.85,1183,14.05,12.5,7.6,8,8.7,233,13.6,1829,13.98,23,7.14
20:00:01-21:00:00,6,13.33,74,11.75,561,12.02,21,13.33,2,4.26,128,11.82,1002,11.9,5,3.04,8,8.7,202,11.79,1563,11.94,26,8.07
21:00:01-22:00:00,2,4.44,97,15.4,748,16.02,7,4.44,6,12.77,143,13.2,1115,13.25,21,12.77,8,8.7,240,14.01,1863,14.24,28,8.7
22:00:01-23:00:00,2,4.44,25,3.97,188,4.03,7,4.44,4,8.51,63,5.82,470,5.58,10,6.08,6,6.52,88,5.14,658,5.03,17,5.28
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,94,8.68,736,8.74,0,0,0,0,94,5.49,736,5.62,0,0
,45,,630,,4668,,157.5,,47,,1083,,8418,,164.5,,92,,1713,,13086,,322,
