Route:- 6064,Date:- 10/01/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,6,4.17,143,1.79,1132,1.72,26.4,4.17,1,33.33,2,15.38,16,16,4.4,33.33,7,4.76,145,1.82,1148,1.74,31,4.79
05:00:01-06:00:00,2,1.39,54,0.68,434,0.66,6.2,0.98,0,0,0,0,0,0,0,0,2,1.36,54,0.68,434,0.66,6,0.93
06:00:01-07:00:00,9,6.25,111,1.39,686,1.04,39.6,6.25,0,0,0,0,0,0,0,0,9,6.12,111,1.39,686,1.04,40,6.18
07:00:01-08:00:00,11,7.64,230,2.89,1719,2.61,26.4,4.17,0,0,0,0,0,0,0,0,11,7.48,230,2.88,1719,2.61,26,4.02
08:00:01-09:00:00,10,6.94,384,4.82,3379,5.13,44,6.94,0,0,0,0,0,0,0,0,10,6.8,384,4.81,3379,5.13,44,6.8
09:00:01-10:00:00,12,8.33,531,6.66,4420,6.72,52.8,8.33,0,0,0,0,0,0,0,0,12,8.16,531,6.65,4420,6.71,53,8.19
10:00:01-11:00:00,8,5.56,404,5.07,3644,5.54,35.2,5.56,0,0,0,0,0,0,0,0,8,5.44,404,5.06,3644,5.53,35,5.41
11:00:01-12:00:00,6,4.17,487,6.11,4731,7.19,26.4,4.17,0,0,0,0,0,0,0,0,6,4.08,487,6.1,4731,7.18,26,4.02
12:00:01-13:00:00,4,2.78,343,4.3,2948,4.48,17.6,2.78,0,0,0,0,0,0,0,0,4,2.72,343,4.3,2948,4.47,18,2.78
13:00:01-14:00:00,5,3.47,370,4.64,2930,4.45,10,1.58,0,0,0,0,0,0,0,0,5,3.4,370,4.63,2930,4.44,10,1.55
14:00:01-15:00:00,5,3.47,407,5.11,3385,5.14,12,1.89,0,0,0,0,0,0,0,0,5,3.4,407,5.1,3385,5.14,12,1.85
15:00:01-16:00:00,5,3.47,449,5.63,4096,6.22,22,3.47,0,0,0,0,0,0,0,0,5,3.4,449,5.62,4096,6.21,22,3.4
16:00:01-17:00:00,10,6.94,497,6.24,4028,6.12,20,3.16,0,0,0,0,0,0,0,0,10,6.8,497,6.22,4028,6.11,20,3.09
17:00:01-18:00:00,9,6.25,515,6.46,4147,6.3,39.6,6.25,0,0,0,0,0,0,0,0,9,6.12,515,6.45,4147,6.29,40,6.18
18:00:01-19:00:00,6,4.17,701,8.79,5732,8.71,18.6,2.94,0,0,0,0,0,0,0,0,6,4.08,701,8.78,5732,8.7,19,2.94
19:00:01-20:00:00,9,6.25,729,9.15,5903,8.97,21.6,3.41,0,0,0,0,0,0,0,0,9,6.12,729,9.13,5903,8.96,22,3.4
20:00:01-21:00:00,7,4.86,528,6.62,4088,6.21,16.8,2.65,0,0,0,0,0,0,0,0,7,4.76,528,6.61,4088,6.2,17,2.63
21:00:01-22:00:00,6,4.17,343,4.3,2664,4.05,14.4,2.27,0,0,0,0,0,0,0,0,6,4.08,343,4.3,2664,4.04,14,2.16
22:00:01-23:00:00,7,4.86,384,4.82,2920,4.44,14,2.21,0,0,0,0,0,0,0,0,7,4.76,384,4.81,2920,4.43,14,2.16
23:00:01-24:00:00,7,4.86,361,4.53,2832,4.3,30.8,4.86,2,66.67,11,84.62,84,84,8.8,66.67,9,6.12,372,4.66,2916,4.42,40,6.18
,144,,7971,,65818,,633.6,,3,,13,,100,,13.2,,147,,7984,,65918,,647,
