Route:- 3310,Date:- 10/01/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,4,0,0,0,0,9,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,9,2
06:00:01-07:00:00,2,8,36,4.25,342,4,15.2,6.76,2,8,51,6.96,360,4.69,18,8,4,8,87,5.51,702,4.33,33,7.33
07:00:01-08:00:00,2,8,110,12.99,1076,12.6,8,3.56,2,8,46,6.28,470,6.13,18,8,4,8,156,9.87,1546,9.54,26,5.78
08:00:01-09:00:00,1,4,29,3.42,326,3.82,9,4,1,4,63,8.59,726,9.47,4,1.78,2,4,92,5.82,1052,6.49,13,2.89
09:00:01-10:00:00,2,8,90,10.63,1042,12.2,18,8,2,8,52,7.09,656,8.56,18,8,4,8,142,8.99,1698,10.48,36,8
10:00:01-11:00:00,2,8,35,4.13,390,4.57,18,8,2,8,40,5.46,339,4.42,18,8,4,8,75,4.75,729,4.5,36,8
11:00:01-12:00:00,1,4,10,1.18,64,0.75,9,4,2,8,85,11.6,732,9.55,18,8,3,6,95,6.01,796,4.91,27,6
12:00:01-13:00:00,1,4,18,2.13,173,2.03,9,4,0,0,8,1.09,101,1.32,0,0,1,2,26,1.65,274,1.69,9,2
13:00:01-14:00:00,1,4,35,4.13,380,4.45,4,1.78,1,4,18,2.46,195,2.54,9,4,2,4,53,3.35,575,3.55,13,2.89
14:00:01-15:00:00,1,4,43,5.08,322,3.77,9,4,1,4,36,4.91,436,5.69,9,4,2,4,79,5,758,4.68,18,4
15:00:01-16:00:00,3,12,7,0.83,82,0.96,27,12,1,4,57,7.78,676,8.82,9,4,4,8,64,4.05,758,4.68,36,8
16:00:01-17:00:00,1,4,75,8.85,704,8.24,1.1,0.49,3,12,36,4.91,452,5.89,27,12,4,8,111,7.03,1156,7.13,28,6.22
17:00:01-18:00:00,1,4,11,1.3,124,1.45,9,4,1,4,33,4.5,396,5.16,7.6,3.38,2,4,44,2.78,520,3.21,17,3.78
18:00:01-19:00:00,1,4,47,5.55,477,5.58,9,4,1,4,20,2.73,198,2.58,9,4,2,4,67,4.24,675,4.16,18,4
19:00:01-20:00:00,1,4,87,10.27,887,10.38,9,4,1,4,56,7.64,599,7.81,3.9,1.73,2,4,143,9.05,1486,9.17,13,2.89
20:00:01-21:00:00,3,12,112,13.22,1024,11.99,27,12,2,8,42,5.73,498,6.49,3.6,1.6,5,10,154,9.75,1522,9.39,31,6.89
21:00:01-22:00:00,1,4,59,6.97,699,8.18,5,2.22,2,8,39,5.32,294,3.83,18,8,3,6,98,6.2,993,6.13,23,5.11
22:00:01-23:00:00,0,0,43,5.08,430,5.03,0,0,1,4,51,6.96,540,7.04,7.9,3.51,1,2,94,5.95,970,5.98,8,1.78
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,25,,847,,8542,,225,,25,,733,,7668,,225,,50,,1580,,16210,,450,
