Route:- 6040,Date:- 01/01/2018,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,1,1.82,1,0.19,8,0.19,3.5,1.82,1,1.75,11,1.06,40,0.5,3.5,1.75,2,1.79,12,0.76,48,0.39,7,1.79
05:00:01-06:00:00,1,1.82,0,0,0,0,3.5,1.82,0,0,0,0,0,0,0,0,1,0.89,0,0,0,0,4,1.02
06:00:01-07:00:00,4,7.27,22,4.09,218,5.2,10,5.19,3,5.26,7,0.67,34,0.43,10.5,5.26,7,6.25,29,1.84,252,2.07,20,5.1
07:00:01-08:00:00,4,7.27,18,3.35,106,2.53,14,7.27,4,7.02,15,1.44,120,1.5,6.8,3.41,8,7.14,33,2.09,226,1.86,21,5.36
08:00:01-09:00:00,3,5.45,10,1.86,82,1.96,6.6,3.43,3,5.26,41,3.93,370,4.64,10.5,5.26,6,5.36,51,3.23,452,3.71,17,4.34
09:00:01-10:00:00,5,9.09,18,3.35,232,5.54,17.5,9.09,5,8.77,23,2.21,140,1.75,17.5,8.77,10,8.93,41,2.59,372,3.06,35,8.93
10:00:01-11:00:00,2,3.64,32,5.95,194,4.63,5,2.6,4,7.02,37,3.55,340,4.26,14,7.02,6,5.36,69,4.37,534,4.39,19,4.85
11:00:01-12:00:00,2,3.64,22,4.09,170,4.06,7,3.64,2,3.51,25,2.4,205,2.57,5,2.51,4,3.57,47,2.97,375,3.08,12,3.06
12:00:01-13:00:00,2,3.64,31,5.76,223,5.32,4.4,2.29,4,7.02,58,5.57,440,5.52,14,7.02,6,5.36,89,5.63,663,5.45,18,4.59
13:00:01-14:00:00,2,3.64,23,4.28,168,4.01,7,3.64,2,3.51,40,3.84,289,3.62,3.4,1.7,4,3.57,63,3.99,457,3.76,10,2.55
14:00:01-15:00:00,1,1.82,8,1.49,60,1.43,3.5,1.82,1,1.75,3,0.29,26,0.33,3.5,1.75,2,1.79,11,0.7,86,0.71,7,1.79
15:00:01-16:00:00,3,5.45,19,3.53,150,3.58,10.5,5.45,2,3.51,37,3.55,284,3.56,3.4,1.7,5,4.46,56,3.54,434,3.57,14,3.57
16:00:01-17:00:00,6,10.91,44,8.18,362,8.64,21,10.91,4,7.02,94,9.02,700,8.77,14,7.02,10,8.93,138,8.73,1062,8.73,35,8.93
17:00:01-18:00:00,5,9.09,92,17.1,606,14.47,17.5,9.09,7,12.28,119,11.42,858,10.75,24.5,12.28,12,10.71,211,13.35,1464,12.03,42,10.71
18:00:01-19:00:00,4,7.27,94,17.47,768,18.33,14,7.27,3,5.26,157,15.07,1212,15.19,10.5,5.26,7,6.25,251,15.89,1980,16.27,24,6.12
19:00:01-20:00:00,2,3.64,36,6.69,304,7.26,7,3.64,2,3.51,99,9.5,770,9.65,7,3.51,4,3.57,135,8.54,1074,8.83,14,3.57
20:00:01-21:00:00,2,3.64,25,4.65,180,4.3,7,3.64,2,3.51,85,8.16,658,8.25,7,3.51,4,3.57,110,6.96,838,6.89,14,3.57
21:00:01-22:00:00,3,5.45,31,5.76,260,6.21,7.5,3.9,2,3.51,47,4.51,356,4.46,5,2.51,5,4.46,78,4.94,616,5.06,12,3.06
22:00:01-23:00:00,2,3.64,11,2.04,90,2.15,7,3.64,5,8.77,121,11.61,952,11.93,17.5,8.77,7,6.25,132,8.35,1042,8.56,24,6.12
23:00:01-24:00:00,1,1.82,1,0.19,8,0.19,3.5,1.82,1,1.75,23,2.21,184,2.31,2.5,1.25,2,1.79,24,1.52,192,1.58,6,1.53
,55,,538,,4189,,192.5,,57,,1042,,7978,,199.5,,112,,1580,,12167,,392,
