Route:- 6120,Date:- 10/03/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,0,0,0,0,0,0,0,0,1,2.78,0,0,0,0,2.8,2.78,1,1.45,0,0,0,0,3,1.55
06:00:01-07:00:00,2,6.06,4,0.49,24,0.38,5.6,6.06,3,8.33,91,10.09,694,8.98,8.4,8.33,5,7.25,95,5.5,718,5.11,14,7.25
07:00:01-08:00:00,2,6.06,15,1.82,90,1.42,5.6,6.06,3,8.33,98,10.86,816,10.56,8.4,8.33,5,7.25,113,6.55,906,6.44,14,7.25
08:00:01-09:00:00,3,9.09,14,1.7,112,1.77,8.4,9.09,3,8.33,128,14.19,1141,14.76,8.4,8.33,6,8.7,142,8.23,1253,8.91,17,8.81
09:00:01-10:00:00,3,9.09,47,5.7,327,5.17,8.4,9.09,3,8.33,134,14.86,1261,16.31,8.4,8.33,6,8.7,181,10.49,1588,11.3,17,8.81
10:00:01-11:00:00,5,15.15,59,7.16,460,7.27,14,15.15,4,11.11,89,9.87,773,10,11.2,11.11,9,13.04,148,8.57,1233,8.77,25,12.95
11:00:01-12:00:00,2,6.06,38,4.61,290,4.58,5.6,6.06,3,8.33,91,10.09,909,11.76,8.4,8.33,5,7.25,129,7.47,1199,8.53,14,7.25
12:00:01-13:00:00,1,3.03,50,6.07,408,6.45,2.8,3.03,2,5.56,63,6.98,548,7.09,5.6,5.56,3,4.35,113,6.55,956,6.8,8,4.15
13:00:01-14:00:00,2,6.06,69,8.37,534,8.44,5.6,6.06,2,5.56,35,3.88,274,3.54,3.6,3.57,4,5.8,104,6.03,808,5.75,9,4.66
14:00:01-15:00:00,2,6.06,48,5.83,392,6.19,5.6,6.06,2,5.56,31,3.44,281,3.64,5.6,5.56,4,5.8,79,4.58,673,4.79,11,5.7
15:00:01-16:00:00,3,9.09,36,4.37,266,4.2,8.4,9.09,2,5.56,24,2.66,216,2.79,5.6,5.56,5,7.25,60,3.48,482,3.43,14,7.25
16:00:01-17:00:00,0,0,37,4.49,266,4.2,0,0,1,2.78,23,2.55,151,1.95,2.8,2.78,1,1.45,60,3.48,417,2.97,3,1.55
17:00:01-18:00:00,1,3.03,42,5.1,336,5.31,2.8,3.03,1,2.78,28,3.1,170,2.2,2.8,2.78,2,2.9,70,4.06,506,3.6,6,3.11
18:00:01-19:00:00,2,6.06,109,13.23,781,12.34,5.6,6.06,2,5.56,15,1.66,106,1.37,5.6,5.56,4,5.8,124,7.18,887,6.31,11,5.7
19:00:01-20:00:00,1,3.03,58,7.04,484,7.65,2.8,3.03,0,0,14,1.55,102,1.32,0,0,1,1.45,72,4.17,586,4.17,3,1.55
20:00:01-21:00:00,1,3.03,65,7.89,490,7.74,1.5,1.62,2,5.56,11,1.22,76,0.98,5.6,5.56,3,4.35,76,4.4,566,4.03,7,3.63
21:00:01-22:00:00,2,6.06,97,11.77,768,12.14,5.6,6.06,1,2.78,22,2.44,188,2.43,2.8,2.78,3,4.35,119,6.89,956,6.8,8,4.15
22:00:01-23:00:00,1,3.03,36,4.37,300,4.74,2.8,3.03,1,2.78,5,0.55,24,0.31,1.8,1.79,2,2.9,41,2.38,324,2.3,5,2.59
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,33,,824,,6328,,92.4,,36,,902,,7730,,100.8,,69,,1726,,14058,,193,
