Route:- 6020,Date:- 10/03/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,2,1.46,9,0.18,44,0.08,10.4,1.46,0,0,0,0,0,0,0,0,2,0.75,9,0.1,44,0.05,10,0.72
06:00:01-07:00:00,6,4.38,304,5.92,3085,5.87,31.2,4.38,5,3.85,71,1.88,576,1.59,26,3.85,11,4.12,375,4.21,3661,4.12,57,4.11
07:00:01-08:00:00,14,10.22,490,9.55,4964,9.44,72.8,10.22,10,7.69,139,3.68,1196,3.31,52,7.69,24,8.99,629,7.06,6160,6.94,125,9.01
08:00:01-09:00:00,9,6.57,592,11.54,5996,11.4,46.8,6.57,9,6.92,197,5.22,1734,4.79,29.7,4.39,18,6.74,789,8.86,7730,8.71,76,5.48
09:00:01-10:00:00,12,8.76,583,11.36,6550,12.45,62.4,8.76,9,6.92,78,2.07,568,1.57,46.8,6.92,21,7.87,661,7.42,7118,8.02,109,7.85
10:00:01-11:00:00,9,6.57,514,10.02,5674,10.79,46.8,6.57,11,8.46,138,3.65,1359,3.76,57.2,8.46,20,7.49,652,7.32,7033,7.92,104,7.49
11:00:01-12:00:00,6,4.38,399,7.77,4132,7.86,25.8,3.62,6,4.62,129,3.42,1198,3.31,31.2,4.62,12,4.49,528,5.93,5330,6.01,57,4.11
12:00:01-13:00:00,7,5.11,355,6.92,3900,7.42,29.4,4.13,6,4.62,136,3.6,1374,3.8,31.2,4.62,13,4.87,491,5.51,5274,5.94,61,4.39
13:00:01-14:00:00,7,5.11,229,4.46,2326,4.42,36.4,5.11,8,6.15,139,3.68,1361,3.76,41.6,6.15,15,5.62,368,4.13,3687,4.15,78,5.62
14:00:01-15:00:00,8,5.84,227,4.42,2148,4.08,33.6,4.72,9,6.92,160,4.24,1591,4.4,37.8,5.59,17,6.37,387,4.34,3739,4.21,71,5.12
15:00:01-16:00:00,11,8.03,266,5.18,2730,5.19,57.2,8.03,9,6.92,259,6.86,2298,6.35,46.8,6.92,20,7.49,525,5.89,5028,5.66,104,7.49
16:00:01-17:00:00,8,5.84,230,4.48,2077,3.95,41.6,5.84,12,9.23,404,10.7,3826,10.58,62.4,9.23,20,7.49,634,7.12,5903,6.65,104,7.49
17:00:01-18:00:00,13,9.49,184,3.59,1834,3.49,67.6,9.49,8,6.15,338,8.95,3264,9.03,41.6,6.15,21,7.87,522,5.86,5098,5.74,109,7.85
18:00:01-19:00:00,5,3.65,194,3.78,1856,3.53,15,2.11,6,4.62,450,11.91,4565,12.62,31.2,4.62,11,4.12,644,7.23,6421,7.23,46,3.31
19:00:01-20:00:00,6,4.38,155,3.02,1482,2.82,31.2,4.38,6,4.62,332,8.79,3429,9.48,9.6,1.42,12,4.49,487,5.47,4911,5.53,41,2.95
20:00:01-21:00:00,5,3.65,141,2.75,1320,2.51,26,3.65,5,3.85,327,8.66,3310,9.15,21,3.11,10,3.75,468,5.25,4630,5.22,47,3.39
21:00:01-22:00:00,7,5.11,210,4.09,1974,3.75,36.4,5.11,7,5.38,255,6.75,2428,6.71,36.4,5.38,14,5.24,465,5.22,4402,4.96,73,5.26
22:00:01-23:00:00,2,1.46,50,0.97,502,0.95,10.4,1.46,4,3.08,193,5.11,1808,5,16.8,2.49,6,2.25,243,2.73,2310,2.6,27,1.95
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,32,0.85,280,0.77,0,0,0,0,32,0.36,280,0.32,0,0
,137,,5132,,52594,,712.4,,130,,3777,,36165,,676,,267,,8909,,88759,,1388,
