Route:- 6050,Date:- 10/03/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,10,6.37,172,3.6,1383,3.38,26,6.37,9,5.88,52,1.19,440,1.18,23.4,5.88,19,6.13,224,2.45,1823,2.33,49,6.08
05:00:01-06:00:00,8,5.1,45,0.94,355,0.87,20.8,5.1,8,5.23,183,4.18,1536,4.12,20.8,5.23,16,5.16,228,2.49,1891,2.42,42,5.21
06:00:01-07:00:00,10,6.37,70,1.47,524,1.28,26,6.37,13,8.5,430,9.81,3287,8.81,33.8,8.5,23,7.42,500,5.46,3811,4.87,60,7.44
07:00:01-08:00:00,12,7.64,151,3.16,1216,2.97,31.2,7.64,10,6.54,605,13.81,5219,13.98,20,5.03,22,7.1,756,8.26,6435,8.22,51,6.33
08:00:01-09:00:00,7,4.46,163,3.42,1176,2.87,18.2,4.46,9,5.88,447,10.2,3860,10.34,23.4,5.88,16,5.16,610,6.66,5036,6.43,42,5.21
09:00:01-10:00:00,9,5.73,177,3.71,1383,3.38,23.4,5.73,6,3.92,355,8.1,3447,9.24,15.6,3.92,15,4.84,532,5.81,4830,6.17,39,4.84
10:00:01-11:00:00,6,3.82,154,3.23,1129,2.76,12,2.94,8,5.23,292,6.66,2613,7,20.8,5.23,14,4.52,446,4.87,3742,4.78,33,4.09
11:00:01-12:00:00,7,4.46,186,3.9,1618,3.95,18.2,4.46,8,5.23,333,7.6,2927,7.84,20.8,5.23,15,4.84,519,5.67,4545,5.81,39,4.84
12:00:01-13:00:00,4,2.55,233,4.88,2076,5.07,10.4,2.55,4,2.61,212,4.84,1904,5.1,10.4,2.61,8,2.58,445,4.86,3980,5.08,21,2.61
13:00:01-14:00:00,6,3.82,227,4.76,1955,4.77,15.6,3.82,6,3.92,160,3.65,1472,3.94,7.8,1.96,12,3.87,387,4.23,3427,4.38,23,2.85
14:00:01-15:00:00,8,5.1,260,5.45,2191,5.35,20.8,5.1,8,5.23,198,4.52,1626,4.36,20.8,5.23,16,5.16,458,5,3817,4.88,42,5.21
15:00:01-16:00:00,8,5.1,274,5.74,2430,5.93,20.8,5.1,6,3.92,103,2.35,851,2.28,15.6,3.92,14,4.52,377,4.12,3281,4.19,36,4.47
16:00:01-17:00:00,9,5.73,256,5.36,2072,5.06,23.4,5.73,9,5.88,166,3.79,1401,3.75,23.4,5.88,18,5.81,422,4.61,3473,4.44,47,5.83
17:00:01-18:00:00,10,6.37,394,8.25,3428,8.37,26,6.37,7,4.58,197,4.5,1505,4.03,18.2,4.58,17,5.48,591,6.46,4933,6.3,44,5.46
18:00:01-19:00:00,2,1.27,283,5.93,2486,6.07,5.2,1.27,8,5.23,172,3.93,1340,3.59,16,4.02,10,3.23,455,4.97,3826,4.89,21,2.61
19:00:01-20:00:00,11,7.01,420,8.8,3847,9.39,28.6,7.01,5,3.27,128,2.92,940,2.52,10,2.51,16,5.16,548,5.99,4787,6.11,39,4.84
20:00:01-21:00:00,8,5.1,341,7.14,3239,7.91,16,3.92,8,5.23,122,2.78,990,2.65,20.8,5.23,16,5.16,463,5.06,4229,5.4,37,4.59
21:00:01-22:00:00,7,4.46,419,8.78,3622,8.84,18.2,4.46,8,5.23,134,3.06,1166,3.12,20.8,5.23,15,4.84,553,6.04,4788,6.12,39,4.84
22:00:01-23:00:00,8,5.1,378,7.92,3346,8.17,20.8,5.1,8,5.23,75,1.71,643,1.72,20.8,5.23,16,5.16,453,4.95,3989,5.1,42,5.21
23:00:01-24:00:00,7,4.46,170,3.56,1492,3.64,18.2,4.46,5,3.27,18,0.41,156,0.42,13,3.27,12,3.87,188,2.05,1648,2.1,31,3.85
,157,,4773,,40968,,408.2,,153,,4382,,37323,,397.8,,310,,9155,,78291,,806,
