Route:- 4781,Date:- 10/03/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,1,2.38,0,0,0,0,26.8,2.38,0,0,19,1.11,254,1.29,0,0,1,1.23,19,0.46,254,0.55,27,1.24
05:00:01-06:00:00,2,4.76,64,2.61,685,2.56,53.6,4.76,0,0,0,0,0,0,0,0,2,2.47,64,1.54,685,1.48,54,2.49
06:00:01-07:00:00,5,11.9,135,5.51,846,3.16,46,4.09,3,7.69,48,2.8,680,3.45,80.4,7.69,8,9.88,183,4.4,1526,3.29,126,5.8
07:00:01-08:00:00,2,4.76,275,11.22,2591,9.69,32.6,2.9,2,5.13,168,9.81,1563,7.93,51.8,4.96,4,4.94,443,10.64,4154,8.95,84,3.87
08:00:01-09:00:00,2,4.76,357,14.57,3490,13.05,53.6,4.76,3,7.69,113,6.6,1224,6.21,15.3,1.46,5,6.17,470,11.29,4714,10.15,69,3.18
09:00:01-10:00:00,2,4.76,219,8.94,2386,8.92,37.8,3.36,2,5.13,210,12.27,2515,12.77,45.8,4.38,4,4.94,429,10.31,4901,10.55,84,3.87
10:00:01-11:00:00,0,0,125,5.1,1338,5,0,0,0,0,114,6.66,1472,7.47,0,0,0,0,239,5.74,2810,6.05,0,0
11:00:01-12:00:00,1,2.38,123,5.02,1542,5.77,14.5,1.29,5,12.82,91,5.32,1020,5.18,39.5,3.78,6,7.41,214,5.14,2562,5.52,54,2.49
12:00:01-13:00:00,1,2.38,64,2.61,936,3.5,6.1,0.54,4,10.26,161,9.4,1795,9.11,107.2,10.26,5,6.17,225,5.4,2731,5.88,113,5.2
13:00:01-14:00:00,4,9.52,49,2,628,2.35,107.2,9.52,2,5.13,76,4.44,894,4.54,22,2.1,6,7.41,125,3,1522,3.28,129,5.94
14:00:01-15:00:00,3,7.14,82,3.35,1139,4.26,11.7,1.04,2,5.13,74,4.32,934,4.74,18,1.72,5,6.17,156,3.75,2073,4.46,30,1.38
15:00:01-16:00:00,1,2.38,112,4.57,1145,4.28,7.3,0.65,2,5.13,15,0.88,158,0.8,13,1.24,3,3.7,127,3.05,1303,2.81,20,0.92
16:00:01-17:00:00,2,4.76,79,3.22,1151,4.31,53.6,4.76,2,5.13,83,4.85,1233,6.26,39.6,3.79,4,4.94,162,3.89,2384,5.13,93,4.28
17:00:01-18:00:00,6,14.29,106,4.32,1129,4.22,160.8,14.29,0,0,118,6.89,1426,7.24,0,0,6,7.41,224,5.38,2555,5.5,161,7.42
18:00:01-19:00:00,2,4.76,217,8.85,2432,9.1,53.6,4.76,1,2.56,84,4.91,912,4.63,10.5,1,3,3.7,301,7.23,3344,7.2,64,2.95
19:00:01-20:00:00,2,4.76,165,6.73,1776,6.64,4.2,0.37,1,2.56,75,4.38,858,4.35,2.8,0.27,3,3.7,240,5.77,2634,5.67,7,0.32
20:00:01-21:00:00,3,7.14,167,6.81,2226,8.33,11.4,1.01,3,7.69,46,2.69,462,2.34,80.4,7.69,6,7.41,213,5.12,2688,5.79,92,4.24
21:00:01-22:00:00,1,2.38,72,2.94,782,2.92,3.7,0.33,4,10.26,124,7.24,1474,7.48,24.8,2.37,5,6.17,196,4.71,2256,4.86,28,1.29
22:00:01-23:00:00,2,4.76,34,1.39,418,1.56,18.4,1.63,2,5.13,69,4.03,646,3.28,7,0.67,4,4.94,103,2.47,1064,2.29,25,1.15
23:00:01-24:00:00,0,0,6,0.24,96,0.36,0,0,1,2.56,24,1.4,182,0.92,4.4,0.42,1,1.23,30,0.72,278,0.6,4,0.18
,42,,2451,,26736,,1125.6,,39,,1712,,19702,,1045.2,,81,,4163,,46438,,2171,
