Route:- 6080,Date:- 10/03/2017,,,,,,,,Day:- Tuesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,1,1.33,12,0.88,112,1.03,2.2,1.33,1,1.61,21,1.8,166,1.65,2.2,1.61,2,1.46,33,1.3,278,1.33,4,1.33
05:00:01-06:00:00,0,0,0,0,0,0,0,0,1,1.61,9,0.77,32,0.32,2.2,1.61,1,0.73,9,0.36,32,0.15,2,0.66
06:00:01-07:00:00,5,6.67,10,0.73,74,0.68,11,6.67,6,9.68,101,8.65,635,6.33,12,8.8,11,8.03,111,4.39,709,3.38,23,7.64
07:00:01-08:00:00,7,9.33,43,3.15,212,1.94,15.4,9.33,7,11.29,204,17.48,1568,15.62,15.4,11.29,14,10.22,247,9.76,1780,8.49,31,10.3
08:00:01-09:00:00,4,5.33,23,1.69,124,1.14,8.8,5.33,5,8.06,192,16.45,2066,20.58,11,8.06,9,6.57,215,8.5,2190,10.45,20,6.64
09:00:01-10:00:00,4,5.33,17,1.25,89,0.81,8.8,5.33,4,6.45,168,14.4,1588,15.82,8.8,6.45,8,5.84,185,7.31,1677,8,18,5.98
10:00:01-11:00:00,4,5.33,40,2.93,244,2.23,8.8,5.33,3,4.84,111,9.51,942,9.38,6.6,4.84,7,5.11,151,5.97,1186,5.66,15,4.98
11:00:01-12:00:00,3,4,44,3.23,341,3.12,6.6,4,4,6.45,78,6.68,708,7.05,8.8,6.45,7,5.11,122,4.82,1049,5,15,4.98
12:00:01-13:00:00,2,2.67,27,1.98,166,1.52,4.4,2.67,3,4.84,59,5.06,483,4.81,6.6,4.84,5,3.65,86,3.4,649,3.1,11,3.65
13:00:01-14:00:00,3,4,45,3.3,288,2.64,6.6,4,3,4.84,33,2.83,312,3.11,6.6,4.84,6,4.38,78,3.08,600,2.86,13,4.32
14:00:01-15:00:00,1,1.33,17,1.25,100,0.92,2.2,1.33,2,3.23,14,1.2,104,1.04,4.4,3.23,3,2.19,31,1.23,204,0.97,7,2.33
15:00:01-16:00:00,3,4,27,1.98,204,1.87,6.6,4,2,3.23,23,1.97,170,1.69,4,2.93,5,3.65,50,1.98,374,1.78,11,3.65
16:00:01-17:00:00,4,5.33,72,5.28,542,4.96,8.8,5.33,3,4.84,28,2.4,229,2.28,6,4.4,7,5.11,100,3.95,771,3.68,15,4.98
17:00:01-18:00:00,7,9.33,142,10.42,1186,10.86,15.4,9.33,3,4.84,27,2.31,216,2.15,3,2.2,10,7.3,169,6.68,1402,6.69,18,5.98
18:00:01-19:00:00,6,8,179,13.13,1552,14.21,13.2,8,3,4.84,14,1.2,114,1.14,6.6,4.84,9,6.57,193,7.63,1666,7.95,20,6.64
19:00:01-20:00:00,5,6.67,160,11.74,1344,12.3,11,6.67,1,1.61,31,2.66,254,2.53,2,1.47,6,4.38,191,7.55,1598,7.62,13,4.32
20:00:01-21:00:00,4,5.33,150,11.01,1266,11.59,8.8,5.33,3,4.84,9,0.77,76,0.76,6.6,4.84,7,5.11,159,6.28,1342,6.4,15,4.98
21:00:01-22:00:00,4,5.33,149,10.93,1287,11.78,8.8,5.33,3,4.84,29,2.49,244,2.43,6,4.4,7,5.11,178,7.04,1531,7.3,15,4.98
22:00:01-23:00:00,6,8,173,12.69,1530,14,13.2,8,4,6.45,11,0.94,90,0.9,8.8,6.45,10,7.3,184,7.27,1620,7.73,22,7.31
23:00:01-24:00:00,2,2.67,33,2.42,264,2.42,4,2.42,1,1.61,5,0.43,42,0.42,2.2,1.61,3,2.19,38,1.5,306,1.46,6,1.99
,75,,1363,,10925,,165,,62,,1167,,10039,,136.4,,137,,2530,,20964,,301,
