Route:- 6040,Date:- 10/13/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,4,7.55,53,5.06,137,1.76,14,7.55,2,3.92,16,1.13,92,0.86,7,3.92,6,5.77,69,2.8,229,1.24,21,5.77
07:00:01-08:00:00,3,5.66,43,4.11,279,3.59,5.4,2.91,5,9.8,38,2.69,330,3.07,17.5,9.8,8,7.69,81,3.29,609,3.29,23,6.32
08:00:01-09:00:00,5,9.43,34,3.25,271,3.48,17.5,9.43,3,5.88,53,3.75,426,3.96,10.5,5.88,8,7.69,87,3.53,697,3.76,28,7.69
09:00:01-10:00:00,2,3.77,30,2.87,185,2.38,7,3.77,1,1.96,19,1.34,137,1.27,3.5,1.96,3,2.88,49,1.99,322,1.74,10,2.75
10:00:01-11:00:00,1,1.89,46,4.39,362,4.65,2.5,1.35,2,3.92,46,3.25,446,4.15,7,3.92,3,2.88,92,3.74,808,4.36,10,2.75
11:00:01-12:00:00,2,3.77,49,4.68,412,5.29,5,2.7,2,3.92,69,4.88,400,3.72,7,3.92,4,3.85,118,4.79,812,4.38,12,3.3
12:00:01-13:00:00,3,5.66,22,2.1,134,1.72,10.5,5.66,3,5.88,67,4.73,396,3.68,10.5,5.88,6,5.77,89,3.61,530,2.86,21,5.77
13:00:01-14:00:00,2,3.77,26,2.48,246,3.16,7,3.77,1,1.96,24,1.7,144,1.34,1,0.56,3,2.88,50,2.03,390,2.1,8,2.2
14:00:01-15:00:00,4,7.55,13,1.24,102,1.31,6.8,3.67,5,9.8,42,2.97,304,2.83,17.5,9.8,9,8.65,55,2.23,406,2.19,24,6.59
15:00:01-16:00:00,1,1.89,48,4.58,378,4.86,2.5,1.35,2,3.92,33,2.33,252,2.34,4.4,2.46,3,2.88,81,3.29,630,3.4,7,1.92
16:00:01-17:00:00,4,7.55,29,2.77,184,2.36,14,7.55,2,3.92,25,1.77,184,1.71,7,3.92,6,5.77,54,2.19,368,1.99,21,5.77
17:00:01-18:00:00,2,3.77,88,8.4,736,9.46,7,3.77,4,7.84,94,6.64,729,6.78,14,7.84,6,5.77,182,7.39,1465,7.91,21,5.77
18:00:01-19:00:00,3,5.66,114,10.89,888,11.41,10.5,5.66,2,3.92,108,7.63,816,7.59,7,3.92,5,4.81,222,9.02,1704,9.19,18,4.95
19:00:01-20:00:00,5,9.43,112,10.7,878,11.28,17.5,9.43,5,9.8,315,22.26,2484,23.11,17.5,9.8,10,9.62,427,17.34,3362,18.14,35,9.62
20:00:01-21:00:00,4,7.55,164,15.66,1282,16.47,6.8,3.67,5,9.8,168,11.87,1300,12.09,17.5,9.8,9,8.65,332,13.48,2582,13.93,24,6.59
21:00:01-22:00:00,5,9.43,81,7.74,616,7.92,17.5,9.43,3,5.88,114,8.06,906,8.43,10.5,5.88,8,7.69,195,7.92,1522,8.21,28,7.69
22:00:01-23:00:00,3,5.66,92,8.79,676,8.69,10.5,5.66,3,5.88,103,7.28,754,7.01,10.5,5.88,6,5.77,195,7.92,1430,7.72,21,5.77
23:00:01-24:00:00,0,0,3,0.29,16,0.21,0,0,1,1.96,81,5.72,650,6.05,3.5,1.96,1,0.96,84,3.41,666,3.59,4,1.1
,53,,1047,,7782,,185.5,,51,,1415,,10750,,178.5,,104,,2462,,18532,,364,
