Route:- 4100,Date:- 10/13/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,1,2.78,101,4.81,0,0,14.5,2.78,1,2.56,9,0.42,78,0.33,14.5,2.56,2,2.67,110,2.58,78,0.17,29,2.67
05:00:01-06:00:00,3,8.33,27,1.29,356,1.58,43.5,8.33,0,0,0,0,0,0,0,0,3,4,27,0.63,356,0.78,44,4.04
06:00:01-07:00:00,3,8.33,126,6,1130,5.03,12,2.3,2,5.13,42,1.95,490,2.09,29,5.13,5,6.67,168,3.95,1620,3.53,41,3.77
07:00:01-08:00:00,3,8.33,159,7.58,1909,8.49,43.5,8.33,3,7.69,132,6.11,1198,5.12,11.1,1.96,6,8,291,6.83,3107,6.77,55,5.06
08:00:01-09:00:00,2,5.56,298,14.2,3538,15.74,23.4,4.48,3,7.69,206,9.54,2576,11.01,43.5,7.69,5,6.67,504,11.84,6114,13.33,67,6.16
09:00:01-10:00:00,1,2.78,258,12.29,3288,14.63,12.7,2.43,4,10.26,267,12.37,2830,12.09,14.4,2.55,5,6.67,525,12.33,6118,13.33,27,2.48
10:00:01-11:00:00,3,8.33,120,5.72,1593,7.09,15,2.87,2,5.13,177,8.2,2046,8.74,29,5.13,5,6.67,297,6.98,3639,7.93,44,4.04
11:00:01-12:00:00,2,5.56,155,7.38,1610,7.16,29,5.56,3,7.69,81,3.75,1186,5.07,30.9,5.46,5,6.67,236,5.54,2796,6.09,60,5.51
12:00:01-13:00:00,3,8.33,124,5.91,1384,6.16,11.4,2.18,1,2.56,142,6.58,1409,6.02,14.5,2.56,4,5.33,266,6.25,2793,6.09,26,2.39
13:00:01-14:00:00,2,5.56,97,4.62,1123,5,29,5.56,1,2.56,158,7.32,1790,7.65,4,0.71,3,4,255,5.99,2913,6.35,33,3.03
14:00:01-15:00:00,2,5.56,82,3.91,1051,4.68,29,5.56,4,10.26,110,5.09,1345,5.75,35.6,6.3,6,8,192,4.51,2396,5.22,65,5.97
15:00:01-16:00:00,1,2.78,68,3.24,740,3.29,2.8,0.54,1,2.56,53,2.45,682,2.91,2.5,0.44,2,2.67,121,2.84,1422,3.1,5,0.46
16:00:01-17:00:00,2,5.56,94,4.48,899,4,29,5.56,1,2.56,63,2.92,862,3.68,2.2,0.39,3,4,157,3.69,1761,3.84,31,2.85
17:00:01-18:00:00,1,2.78,47,2.24,504,2.24,11.2,2.15,2,5.13,133,6.16,1158,4.95,29,5.13,3,4,180,4.23,1662,3.62,40,3.68
18:00:01-19:00:00,1,2.78,127,6.05,1378,6.13,14.5,2.78,1,2.56,110,5.09,1008,4.31,14.5,2.56,2,2.67,237,5.57,2386,5.2,29,2.67
19:00:01-20:00:00,1,2.78,22,1.05,160,0.71,14.5,2.78,3,7.69,89,4.12,918,3.92,43.5,7.69,4,5.33,111,2.61,1078,2.35,58,5.33
20:00:01-21:00:00,3,8.33,120,5.72,1092,4.86,43.5,8.33,2,5.13,126,5.84,1318,5.63,29,5.13,5,6.67,246,5.78,2410,5.25,72,6.62
21:00:01-22:00:00,1,2.78,71,3.38,696,3.1,2.4,0.46,2,5.13,99,4.59,928,3.96,7.4,1.31,3,4,170,3.99,1624,3.54,10,0.92
22:00:01-23:00:00,1,2.78,3,0.14,24,0.11,2.8,0.54,3,7.69,142,6.58,1390,5.94,43.5,7.69,4,5.33,145,3.41,1414,3.08,46,4.23
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,20,0.93,194,0.83,0,0,0,0,20,0.47,194,0.42,0,0
,36,,2099,,22475,,522,,39,,2159,,23406,,565.5,,75,,4258,,45881,,1088,
