Route:- 4781,Date:- 10/13/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,2,5,0,0,0,0,53.6,5,0,0,0,0,0,0,0,0,2,2.56,0,0,0,0,54,2.58
05:00:01-06:00:00,1,2.5,15,0.73,166,0.83,26.8,2.5,0,0,0,0,0,0,0,0,1,1.28,15,0.37,166,0.41,27,1.29
06:00:01-07:00:00,2,5,161,7.8,890,4.47,26.8,2.5,2,5.26,61,3.09,404,1.95,53.6,5.26,4,5.13,222,5.5,1294,3.19,80,3.83
07:00:01-08:00:00,3,7.5,232,11.24,1902,9.56,48.9,4.56,2,5.26,153,7.75,1242,6.01,18,1.77,5,6.41,385,9.53,3144,7.75,67,3.21
08:00:01-09:00:00,2,5,173,8.38,1824,9.17,53.6,5,4,10.53,294,14.89,3261,15.77,39.6,3.89,6,7.69,467,11.56,5085,12.53,93,4.45
09:00:01-10:00:00,2,5,159,7.7,1434,7.21,7.4,0.69,1,2.63,185,9.37,2370,11.46,7.9,0.78,3,3.85,344,8.52,3804,9.38,15,0.72
10:00:01-11:00:00,0,0,161,7.8,1360,6.83,0,0,1,2.63,84,4.25,799,3.86,26.8,2.63,1,1.28,245,6.07,2159,5.32,27,1.29
11:00:01-12:00:00,4,10,107,5.18,872,4.38,107.2,10,7,18.42,78,3.95,794,3.84,187.6,18.42,11,14.1,185,4.58,1666,4.11,295,14.11
12:00:01-13:00:00,2,5,114,5.52,932,4.68,7.6,0.71,2,5.26,93,4.71,994,4.81,7,0.69,4,5.13,207,5.13,1926,4.75,15,0.72
13:00:01-14:00:00,2,5,42,2.03,476,2.39,53.6,5,3,7.89,119,6.03,983,4.75,80.4,7.89,5,6.41,161,3.99,1459,3.6,134,6.41
14:00:01-15:00:00,2,5,58,2.81,524,2.63,43.4,4.05,1,2.63,46,2.33,478,2.31,4.2,0.41,3,3.85,104,2.57,1002,2.47,48,2.3
15:00:01-16:00:00,3,7.5,72,3.49,634,3.19,6,0.56,2,5.26,73,3.7,848,4.1,26.8,2.63,5,6.41,145,3.59,1482,3.65,33,1.58
16:00:01-17:00:00,5,12.5,156,7.56,1730,8.69,134,12.5,1,2.63,76,3.85,747,3.61,4.2,0.41,6,7.69,232,5.74,2477,6.11,138,6.6
17:00:01-18:00:00,4,10,134,6.49,1545,7.76,11.2,1.04,3,7.89,187,9.47,1966,9.51,8.4,0.82,7,8.97,321,7.95,3511,8.65,20,0.96
18:00:01-19:00:00,0,0,155,7.51,1748,8.78,0,0,1,2.63,223,11.29,2470,11.95,26.8,2.63,1,1.28,378,9.36,4218,10.4,27,1.29
19:00:01-20:00:00,1,2.5,102,4.94,1240,6.23,26.8,2.5,2,5.26,147,7.44,1661,8.03,19.8,1.94,3,3.85,249,6.16,2901,7.15,47,2.25
20:00:01-21:00:00,2,5,85,4.12,1050,5.28,13,1.21,0,0,28,1.42,346,1.67,0,0,2,2.56,113,2.8,1396,3.44,13,0.62
21:00:01-22:00:00,1,2.5,86,4.17,1060,5.33,9.7,0.9,2,5.26,16,0.81,190,0.92,53.6,5.26,3,3.85,102,2.53,1250,3.08,63,3.01
22:00:01-23:00:00,2,5,44,2.13,440,2.21,8.8,0.82,2,5.26,64,3.24,592,2.86,14,1.37,4,5.13,108,2.67,1032,2.54,23,1.1
23:00:01-24:00:00,0,0,8,0.39,72,0.36,0,0,2,5.26,48,2.43,528,2.55,11.2,1.1,2,2.56,56,1.39,600,1.48,11,0.53
,40,,2064,,19899,,1072,,38,,1975,,20673,,1018.4,,78,,4039,,40572,,2090,
