Route:- 6020,Date:- 10/13/2017,,,,,,,,Day:- Friday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,0.76,6,0.12,52,0.1,5.2,0.76,0,0,0,0,0,0,0,0,1,0.39,6,0.07,52,0.06,5,0.37
06:00:01-07:00:00,7,5.34,309,6.2,3123,6.02,36.4,5.34,6,4.72,60,1.46,516,1.3,31.2,4.72,13,5.04,369,4.06,3639,3.97,68,5.07
07:00:01-08:00:00,10,7.63,417,8.36,4498,8.66,52,7.63,7,5.51,155,3.78,1218,3.06,28,4.24,17,6.59,572,6.29,5716,6.23,80,5.96
08:00:01-09:00:00,11,8.4,570,11.43,5940,11.44,57.2,8.4,9,7.09,166,4.04,1398,3.51,46.8,7.09,20,7.75,736,8.1,7338,8,104,7.75
09:00:01-10:00:00,12,9.16,660,13.23,6946,13.38,62.4,9.16,11,8.66,113,2.75,998,2.51,57.2,8.66,23,8.91,773,8.5,7944,8.66,120,8.94
10:00:01-11:00:00,9,6.87,504,10.11,5449,10.5,46.8,6.87,9,7.09,155,3.78,1507,3.78,46.8,7.09,18,6.98,659,7.25,6956,7.58,94,7
11:00:01-12:00:00,6,4.58,295,5.92,3371,6.49,9.6,1.41,6,4.72,122,2.97,1206,3.03,19.8,3,12,4.65,417,4.59,4577,4.99,29,2.16
12:00:01-13:00:00,5,3.82,296,5.94,3270,6.3,21,3.08,6,4.72,97,2.36,954,2.39,29.4,4.45,11,4.26,393,4.32,4224,4.6,50,3.73
13:00:01-14:00:00,6,4.58,165,3.31,1749,3.37,31.2,4.58,5,3.94,145,3.53,1514,3.8,9.5,1.44,11,4.26,310,3.41,3263,3.56,41,3.06
14:00:01-15:00:00,7,5.34,265,5.31,2712,5.22,30.1,4.42,6,4.72,132,3.22,1259,3.16,31.2,4.72,13,5.04,397,4.37,3971,4.33,61,4.55
15:00:01-16:00:00,12,9.16,204,4.09,2081,4.01,50.4,7.4,8,6.3,209,5.09,2054,5.16,41.6,6.3,20,7.75,413,4.54,4135,4.51,92,6.86
16:00:01-17:00:00,8,6.11,166,3.33,1728,3.33,12.8,1.88,9,7.09,339,8.26,3065,7.69,46.8,7.09,17,6.59,505,5.55,4793,5.22,60,4.47
17:00:01-18:00:00,7,5.34,188,3.77,1840,3.54,36.4,5.34,11,8.66,561,13.67,5581,14.01,46.2,7,18,6.98,749,8.24,7421,8.09,83,6.18
18:00:01-19:00:00,8,6.11,262,5.25,2547,4.91,41.6,6.11,5,3.94,464,11.31,4834,12.14,21,3.18,13,5.04,726,7.99,7381,8.04,63,4.69
19:00:01-20:00:00,8,6.11,184,3.69,1816,3.5,41.6,6.11,10,7.87,427,10.4,4316,10.83,52,7.87,18,6.98,611,6.72,6132,6.68,94,7
20:00:01-21:00:00,6,4.58,247,4.95,2350,4.53,31.2,4.58,7,5.51,392,9.55,3931,9.87,29.4,4.45,13,5.04,639,7.03,6281,6.85,61,4.55
21:00:01-22:00:00,4,3.05,158,3.17,1588,3.06,20.8,3.05,6,4.72,357,8.7,3426,8.6,18,2.73,10,3.88,515,5.66,5014,5.47,39,2.91
22:00:01-23:00:00,4,3.05,91,1.82,852,1.64,20.8,3.05,5,3.94,177,4.31,1718,4.31,21,3.18,9,3.49,268,2.95,2570,2.8,42,3.13
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,0.79,33,0.8,340,0.85,5.2,0.79,1,0.39,33,0.36,340,0.37,5,0.37
,131,,4987,,51912,,681.2,,127,,4104,,39835,,660.4,,258,,9091,,91747,,1342,
