Route:- 6050,Date:- 10/29/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,10,7.81,86,2.25,740,2.23,26,7.81,7,5.6,66,1.74,591,1.75,18.2,5.6,17,6.72,152,2,1331,1.99,44,6.69
05:00:01-06:00:00,6,4.69,24,0.63,156,0.47,15.6,4.69,7,5.6,126,3.32,1100,3.26,18.2,5.6,13,5.14,150,1.97,1256,1.87,34,5.17
06:00:01-07:00:00,12,9.38,55,1.44,426,1.28,31.2,9.38,10,8,208,5.48,1377,4.08,26,8,22,8.7,263,3.46,1803,2.69,57,8.66
07:00:01-08:00:00,11,8.59,88,2.31,561,1.69,28.6,8.59,12,9.6,182,4.8,1424,4.21,31.2,9.6,23,9.09,270,3.55,1985,2.96,60,9.12
08:00:01-09:00:00,7,5.47,123,3.22,1054,3.17,18.2,5.47,7,5.6,194,5.11,1725,5.11,18.2,5.6,14,5.53,317,4.16,2779,4.14,36,5.47
09:00:01-10:00:00,9,7.03,113,2.96,964,2.9,23.4,7.03,10,8,270,7.11,2707,8.01,26,8,19,7.51,383,5.03,3671,5.48,49,7.45
10:00:01-11:00:00,8,6.25,238,6.24,2075,6.24,20.8,6.25,6,4.8,254,6.69,2497,7.39,12,3.69,14,5.53,492,6.46,4572,6.82,33,5.02
11:00:01-12:00:00,6,4.69,282,7.39,2416,7.26,12,3.61,6,4.8,248,6.53,2449,7.25,15.6,4.8,12,4.74,530,6.96,4865,7.26,28,4.26
12:00:01-13:00:00,7,5.47,240,6.29,2009,6.04,14,4.21,7,5.6,215,5.67,2025,5.99,18.2,5.6,14,5.53,455,5.98,4034,6.02,32,4.86
13:00:01-14:00:00,6,4.69,166,4.35,1470,4.42,15.6,4.69,4,3.2,215,5.67,1818,5.38,10.4,3.2,10,3.95,381,5.01,3288,4.9,26,3.95
14:00:01-15:00:00,4,3.13,207,5.42,1794,5.39,10.4,3.13,5,4,175,4.61,1646,4.87,13,4,9,3.56,382,5.02,3440,5.13,23,3.5
15:00:01-16:00:00,3,2.34,129,3.38,1138,3.42,7.8,2.34,5,4,176,4.64,1834,5.43,13,4,8,3.16,305,4.01,2972,4.43,21,3.19
16:00:01-17:00:00,7,5.47,219,5.74,1944,5.85,18.2,5.47,5,4,258,6.8,2292,6.78,13,4,12,4.74,477,6.27,4236,6.32,31,4.71
17:00:01-18:00:00,3,2.34,266,6.97,2341,7.04,7.8,2.34,4,3.2,242,6.38,2168,6.42,10.4,3.2,7,2.77,508,6.67,4509,6.73,18,2.74
18:00:01-19:00:00,4,3.13,303,7.94,2688,8.08,10.4,3.13,6,4.8,293,7.72,2512,7.43,15.6,4.8,10,3.95,596,7.83,5200,7.76,26,3.95
19:00:01-20:00:00,5,3.91,313,8.2,2786,8.38,13,3.91,4,3.2,263,6.93,2232,6.61,5.2,1.6,9,3.56,576,7.57,5018,7.48,18,2.74
20:00:01-21:00:00,4,3.13,234,6.13,2078,6.25,10.4,3.13,5,4,165,4.35,1390,4.11,13,4,9,3.56,399,5.24,3468,5.17,23,3.5
21:00:01-22:00:00,6,4.69,272,7.13,2417,7.27,15.6,4.69,5,4,118,3.11,964,2.85,13,4,11,4.35,390,5.12,3381,5.04,29,4.41
22:00:01-23:00:00,5,3.91,266,6.97,2465,7.41,13,3.91,5,4,95,2.5,784,2.32,13,4,10,3.95,361,4.74,3249,4.85,26,3.95
23:00:01-24:00:00,5,3.91,193,5.06,1735,5.22,13,3.91,5,4,32,0.84,255,0.75,13,4,10,3.95,225,2.96,1990,2.97,26,3.95
,128,,3817,,33257,,332.8,,125,,3795,,33790,,325,,253,,7612,,67047,,658,
