Route:- 6120,Date:- 10/29/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,3.13,1,0.16,0,0,2.8,3.13,0,0,0,0,0,0,0,0,1,1.61,1,0.09,0,0,3,1.72
06:00:01-07:00:00,2,6.25,6,0.97,48,1.01,5.6,6.25,5,16.67,28,5.44,184,4.24,14,16.67,7,11.29,34,3.01,232,2.55,20,11.49
07:00:01-08:00:00,3,9.38,4,0.65,32,0.67,8.4,9.38,3,10,47,9.13,454,10.46,8.4,10,6,9.68,51,4.51,486,5.34,17,9.77
08:00:01-09:00:00,2,6.25,27,4.38,192,4.04,5.6,6.25,3,10,40,7.77,338,7.79,3.9,4.64,5,8.06,67,5.92,530,5.83,10,5.75
09:00:01-10:00:00,4,12.5,21,3.41,176,3.7,11.2,12.5,3,10,30,5.83,244,5.62,8.4,10,7,11.29,51,4.51,420,4.62,20,11.49
10:00:01-11:00:00,2,6.25,28,4.55,220,4.62,5.6,6.25,2,6.67,64,12.43,495,11.4,5.6,6.67,4,6.45,92,8.13,715,7.86,11,6.32
11:00:01-12:00:00,4,12.5,50,8.12,434,9.12,11.2,12.5,3,10,59,11.46,605,13.94,8.4,10,7,11.29,109,9.64,1039,11.42,20,11.49
12:00:01-13:00:00,2,6.25,35,5.68,278,5.84,3,3.35,2,6.67,44,8.54,394,9.08,5.6,6.67,4,6.45,79,6.98,672,7.39,9,5.17
13:00:01-14:00:00,2,6.25,37,6.01,282,5.93,5.6,6.25,2,6.67,23,4.47,188,4.33,5.6,6.67,4,6.45,60,5.31,470,5.17,11,6.32
14:00:01-15:00:00,2,6.25,36,5.84,230,4.83,3.6,4.02,1,3.33,25,4.85,217,5,1.8,2.14,3,4.84,61,5.39,447,4.91,5,2.87
15:00:01-16:00:00,0,0,11,1.79,44,0.92,0,0,1,3.33,12,2.33,104,2.4,2.8,3.33,1,1.61,23,2.03,148,1.63,3,1.72
16:00:01-17:00:00,1,3.13,33,5.36,243,5.11,1.5,1.67,2,6.67,15,2.91,115,2.65,5.6,6.67,3,4.84,48,4.24,358,3.93,7,4.02
17:00:01-18:00:00,1,3.13,41,6.66,344,7.23,2.8,3.13,0,0,18,3.5,126,2.9,0,0,1,1.61,59,5.22,470,5.17,3,1.72
18:00:01-19:00:00,1,3.13,58,9.42,456,9.59,2.8,3.13,1,3.33,55,10.68,448,10.32,2.8,3.33,2,3.23,113,9.99,904,9.94,6,3.45
19:00:01-20:00:00,2,6.25,65,10.55,524,11.02,3,3.35,1,3.33,35,6.8,271,6.24,2.8,3.33,3,4.84,100,8.84,795,8.74,6,3.45
20:00:01-21:00:00,1,3.13,84,13.64,663,13.94,2.8,3.13,1,3.33,20,3.88,158,3.64,2.8,3.33,2,3.23,104,9.2,821,9.02,6,3.45
21:00:01-22:00:00,1,3.13,0,0,0,0,2.8,3.13,0,0,0,0,0,0,0,0,1,1.61,0,0,0,0,3,1.72
22:00:01-23:00:00,1,3.13,79,12.82,591,12.42,1.8,2.01,0,0,0,0,0,0,0,0,1,1.61,79,6.98,591,6.5,2,1.15
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,32,,616,,4757,,89.6,,30,,515,,4341,,84,,62,,1131,,9098,,174,
