Route:- 3870,Date:- 10/29/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,1,1.33,1,0.09,0,0,3.6,1.33,0,0,0,0,0,0,0,0,1,0.68,1,0.06,0,0,4,0.76
05:00:01-06:00:00,1,1.33,2,0.19,0,0,3.6,1.33,3,4.23,16,2.4,66,1.16,10.8,4.23,4,2.74,18,1.04,66,0.45,14,2.66
06:00:01-07:00:00,4,5.33,9,0.85,48,0.53,14.4,5.33,4,5.63,19,2.85,136,2.39,14.4,5.63,8,5.48,28,1.62,184,1.25,29,5.51
07:00:01-08:00:00,3,4,12,1.13,54,0.6,10.8,4,3,4.23,18,2.7,96,1.69,10.8,4.23,6,4.11,30,1.74,150,1.02,22,4.18
08:00:01-09:00:00,4,5.33,29,2.73,196,2.18,14.4,5.33,4,5.63,22,3.3,320,5.62,14.4,5.63,8,5.48,51,2.95,516,3.52,29,5.51
09:00:01-10:00:00,5,6.67,31,2.92,272,3.03,18,6.67,6,8.45,31,4.65,294,5.16,21.6,8.45,11,7.53,62,3.59,566,3.86,40,7.6
10:00:01-11:00:00,4,5.33,46,4.33,422,4.7,14.4,5.33,6,8.45,32,4.8,238,4.18,21.6,8.45,10,6.85,78,4.51,660,4.5,36,6.84
11:00:01-12:00:00,5,6.67,52,4.9,466,5.19,18,6.67,4,5.63,34,5.11,316,5.55,14.4,5.63,9,6.16,86,4.98,782,5.33,32,6.08
12:00:01-13:00:00,4,5.33,50,4.71,454,5.06,14.4,5.33,6,8.45,27,4.05,165,2.9,14.4,5.63,10,6.85,77,4.46,619,4.22,29,5.51
13:00:01-14:00:00,2,2.67,10,0.94,64,0.71,5,1.85,1,1.41,17,2.55,104,1.83,2.4,0.94,3,2.05,27,1.56,168,1.15,7,1.33
14:00:01-15:00:00,4,5.33,52,4.9,424,4.72,14.4,5.33,6,8.45,27,4.05,249,4.37,6.6,2.58,10,6.85,79,4.57,673,4.59,21,3.99
15:00:01-16:00:00,5,6.67,60,5.65,455,5.07,18,6.67,2,2.82,28,4.2,236,4.14,7.2,2.82,7,4.79,88,5.09,691,4.71,25,4.75
16:00:01-17:00:00,5,6.67,106,9.98,869,9.68,18,6.67,5,7.04,53,7.96,442,7.76,18,7.04,10,6.85,159,9.2,1311,8.94,36,6.84
17:00:01-18:00:00,4,5.33,116,10.92,1032,11.5,14.4,5.33,4,5.63,62,9.31,493,8.66,14.4,5.63,8,5.48,178,10.3,1525,10.39,29,5.51
18:00:01-19:00:00,1,1.33,106,9.98,942,10.49,3.6,1.33,5,7.04,33,4.95,314,5.51,18,7.04,6,4.11,139,8.04,1256,8.56,22,4.18
19:00:01-20:00:00,3,4,110,10.36,1004,11.19,10.8,4,2,2.82,38,5.71,332,5.83,4.8,1.88,5,3.42,148,8.56,1336,9.11,16,3.04
20:00:01-21:00:00,5,6.67,81,7.63,720,8.02,18,6.67,3,4.23,60,9.01,534,9.38,10.8,4.23,8,5.48,141,8.16,1254,8.55,29,5.51
21:00:01-22:00:00,2,2.67,78,7.34,676,7.53,7.2,2.67,2,2.82,46,6.91,383,6.73,7.2,2.82,4,2.74,124,7.18,1059,7.22,14,2.66
22:00:01-23:00:00,9,12,80,7.53,602,6.71,32.4,12,5,7.04,101,15.17,967,16.98,18,7.04,14,9.59,181,10.47,1569,10.69,50,9.51
23:00:01-24:00:00,4,5.33,31,2.92,276,3.07,14.4,5.33,0,0,2,0.3,10,0.18,0,0,4,2.74,33,1.91,286,1.95,14,2.66
,75,,1062,,8976,,270,,71,,666,,5695,,255.6,,146,,1728,,14671,,526,
