Route:- 6020,Date:- 10/29/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,1.72,0,0,0,0,5.2,1.72,0,0,0,0,0,0,0,0,1,0.88,0,0,0,0,5,0.84
06:00:01-07:00:00,2,3.45,103,5.6,1050,5.52,6,1.99,3,5.36,8,0.7,76,0.67,15.6,5.36,5,4.39,111,3.73,1126,3.7,22,3.71
07:00:01-08:00:00,8,13.79,174,9.46,1928,10.13,41.6,13.79,2,3.57,55,4.83,558,4.91,8.4,2.88,10,8.77,229,7.69,2486,8.18,50,8.43
08:00:01-09:00:00,5,8.62,238,12.94,2548,13.39,15,4.97,8,14.29,95,8.34,1094,9.63,41.6,14.29,13,11.4,333,11.18,3642,11.98,57,9.61
09:00:01-10:00:00,4,6.9,234,12.72,2536,13.32,12,3.98,5,8.93,50,4.39,470,4.14,26,8.93,9,7.89,284,9.54,3006,9.89,38,6.41
10:00:01-11:00:00,4,6.9,194,10.55,2054,10.79,20.8,6.9,3,5.36,32,2.81,398,3.5,12.6,4.33,7,6.14,226,7.59,2452,8.07,33,5.56
11:00:01-12:00:00,3,5.17,100,5.44,1074,5.64,15.6,5.17,3,5.36,33,2.9,415,3.65,15.6,5.36,6,5.26,133,4.47,1489,4.9,31,5.23
12:00:01-13:00:00,3,5.17,92,5,898,4.72,15.6,5.17,2,3.57,46,4.04,499,4.39,10.4,3.57,5,4.39,138,4.63,1397,4.6,26,4.38
13:00:01-14:00:00,2,3.45,56,3.05,586,3.08,10.4,3.45,4,7.14,67,5.88,736,6.48,20.8,7.14,6,5.26,123,4.13,1322,4.35,31,5.23
14:00:01-15:00:00,5,8.62,65,3.53,610,3.2,26,8.62,3,5.36,45,3.95,387,3.41,9,3.09,8,7.02,110,3.69,997,3.28,35,5.9
15:00:01-16:00:00,4,6.9,60,3.26,563,2.96,16.8,5.57,3,5.36,63,5.53,552,4.86,15.6,5.36,7,6.14,123,4.13,1115,3.67,32,5.4
16:00:01-17:00:00,3,5.17,34,1.85,349,1.83,10.8,3.58,4,7.14,121,10.62,1218,10.72,20.8,7.14,7,6.14,155,5.2,1567,5.16,32,5.4
17:00:01-18:00:00,2,3.45,92,5,968,5.09,10.4,3.45,2,3.57,112,9.83,1068,9.4,10.4,3.57,4,3.51,204,6.85,2036,6.7,21,3.54
18:00:01-19:00:00,4,6.9,124,6.74,1153,6.06,20.8,6.9,3,5.36,132,11.59,1442,12.69,15.6,5.36,7,6.14,256,8.6,2595,8.54,36,6.07
19:00:01-20:00:00,4,6.9,108,5.87,1128,5.93,20.8,6.9,4,7.14,101,8.87,868,7.64,20.8,7.14,8,7.02,209,7.02,1996,6.57,42,7.08
20:00:01-21:00:00,4,6.9,104,5.66,1000,5.25,12,3.98,5,8.93,130,11.41,1136,10,26,8.93,9,7.89,234,7.86,2136,7.03,38,6.41
21:00:01-22:00:00,0,0,61,3.32,588,3.09,0,0,2,3.57,49,4.3,447,3.93,10.4,3.57,2,1.75,110,3.69,1035,3.4,10,1.69
22:00:01-23:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,58,,1839,,19033,,301.6,,56,,1139,,11364,,291.2,,114,,2978,,30397,,593,
