Route:- 6074,Date:- 10/29/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,4,7.27,16,0.92,166,1.02,22,7.27,0,0,0,0,0,0,0,0,4,7.27,16,0.92,166,1.02,22,7.28
06:00:01-07:00:00,5,9.09,61,3.5,520,3.19,21.5,7.11,0,0,0,0,0,0,0,0,5,9.09,61,3.5,520,3.19,22,7.28
07:00:01-08:00:00,5,9.09,88,5.04,731,4.48,14,4.63,0,0,0,0,0,0,0,0,5,9.09,88,5.04,731,4.48,14,4.64
08:00:01-09:00:00,5,9.09,62,3.55,545,3.34,27.5,9.09,0,0,0,0,0,0,0,0,5,9.09,62,3.55,545,3.34,28,9.27
09:00:01-10:00:00,6,10.91,129,7.39,1482,9.08,16.8,5.55,0,0,0,0,0,0,0,0,6,10.91,129,7.39,1482,9.08,17,5.63
10:00:01-11:00:00,3,5.45,122,6.99,1194,7.32,16.5,5.45,0,0,0,0,0,0,0,0,3,5.45,122,6.99,1194,7.32,16,5.3
11:00:01-12:00:00,2,3.64,31,1.78,251,1.54,5.6,1.85,0,0,0,0,0,0,0,0,2,3.64,31,1.78,251,1.54,6,1.99
12:00:01-13:00:00,3,5.45,74,4.24,681,4.17,8.1,2.68,0,0,0,0,0,0,0,0,3,5.45,74,4.24,681,4.17,8,2.65
13:00:01-14:00:00,3,5.45,65,3.72,678,4.16,4.8,1.59,0,0,0,0,0,0,0,0,3,5.45,65,3.72,678,4.16,5,1.66
14:00:01-15:00:00,3,5.45,105,6.02,1002,6.14,12.9,4.26,0,0,0,0,0,0,0,0,3,5.45,105,6.02,1002,6.14,13,4.3
15:00:01-16:00:00,3,5.45,60,3.44,505,3.1,16.5,5.45,0,0,0,0,0,0,0,0,3,5.45,60,3.44,505,3.1,16,5.3
16:00:01-17:00:00,2,3.64,77,4.41,709,4.35,5.4,1.79,0,0,0,0,0,0,0,0,2,3.64,77,4.41,709,4.35,5,1.66
17:00:01-18:00:00,0,0,108,6.19,920,5.64,0,0,0,0,0,0,0,0,0,0,0,0,108,6.19,920,5.64,0,0
18:00:01-19:00:00,2,3.64,220,12.61,1966,12.05,11,3.64,0,0,0,0,0,0,0,0,2,3.64,220,12.61,1966,12.05,11,3.64
19:00:01-20:00:00,1,1.82,124,7.11,1187,7.28,4.3,1.42,0,0,0,0,0,0,0,0,1,1.82,124,7.11,1187,7.28,4,1.32
20:00:01-21:00:00,3,5.45,147,8.42,1395,8.55,16.5,5.45,0,0,0,0,0,0,0,0,3,5.45,147,8.42,1395,8.55,16,5.3
21:00:01-22:00:00,3,5.45,120,6.88,1092,6.69,12.9,4.26,0,0,0,0,0,0,0,0,3,5.45,120,6.88,1092,6.69,13,4.3
22:00:01-23:00:00,2,3.64,91,5.21,860,5.27,11,3.64,0,0,0,0,0,0,0,0,2,3.64,91,5.21,860,5.27,11,3.64
23:00:01-24:00:00,0,0,45,2.58,430,2.64,0,0,0,0,0,0,0,0,0,0,0,0,45,2.58,430,2.64,0,0
,55,,1745,,16314,,302.5,,0,,0,,0,,0,,55,,1745,,16314,,302,
