Route:- 4781,Date:- 10/29/2017,,,,,,,,Day:- Sunday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,1,3.57,8,0.93,90,0.96,26.8,3.57,1,3.45,2,0.22,28,0.25,26.8,3.45,2,3.51,10,0.56,118,0.58,54,3.53
05:00:01-06:00:00,1,3.57,1,0.12,0,0,26.8,3.57,0,0,0,0,0,0,0,0,1,1.75,1,0.06,0,0,27,1.77
06:00:01-07:00:00,2,7.14,55,6.39,462,4.9,53.6,7.14,1,3.45,0,0,0,0,26.8,3.45,3,5.26,55,3.08,462,2.26,80,5.24
07:00:01-08:00:00,2,7.14,69,8.01,672,7.13,30.2,4.02,2,6.9,73,7.91,764,6.95,11.8,1.52,4,7.02,142,7.96,1436,7.04,42,2.75
08:00:01-09:00:00,0,0,52,6.04,552,5.86,0,0,1,3.45,89,9.64,866,7.88,9.9,1.27,1,1.75,141,7.9,1418,6.95,10,0.65
09:00:01-10:00:00,1,3.57,6,0.7,58,0.62,26.8,3.57,2,6.9,49,5.31,608,5.53,13,1.67,3,5.26,55,3.08,666,3.26,40,2.62
10:00:01-11:00:00,1,3.57,27,3.14,308,3.27,7,0.93,0,0,5,0.54,28,0.25,0,0,1,1.75,32,1.79,336,1.65,7,0.46
11:00:01-12:00:00,3,10.71,57,6.62,696,7.39,50.7,6.76,1,3.45,13,1.41,206,1.87,26.8,3.45,4,7.02,70,3.92,902,4.42,78,5.1
12:00:01-13:00:00,2,7.14,85,9.87,1136,12.06,10.6,1.41,4,13.79,46,4.98,645,5.87,19.2,2.47,6,10.53,131,7.34,1781,8.73,30,1.96
13:00:01-14:00:00,2,7.14,33,3.83,356,3.78,6.6,0.88,2,6.9,81,8.78,988,8.99,18,2.32,4,7.02,114,6.39,1344,6.59,25,1.64
14:00:01-15:00:00,2,7.14,37,4.3,442,4.69,12.8,1.71,1,3.45,42,4.55,487,4.43,4.8,0.62,3,5.26,79,4.43,929,4.55,18,1.18
15:00:01-16:00:00,1,3.57,42,4.88,566,6.01,8.2,1.09,2,6.9,50,5.42,815,7.42,5.6,0.72,3,5.26,92,5.16,1381,6.77,14,0.92
16:00:01-17:00:00,1,3.57,38,4.41,375,3.98,7.1,0.95,2,6.9,81,8.78,1038,9.45,5.8,0.75,3,5.26,119,6.67,1413,6.92,13,0.85
17:00:01-18:00:00,1,3.57,63,7.32,644,6.84,4.2,0.56,1,3.45,73,7.91,957,8.71,5.1,0.66,2,3.51,136,7.62,1601,7.84,9,0.59
18:00:01-19:00:00,3,10.71,110,12.78,1205,12.79,80.4,10.71,2,6.9,100,10.83,1191,10.84,10.2,1.31,5,8.77,210,11.77,2396,11.74,91,5.96
19:00:01-20:00:00,2,7.14,56,6.5,704,7.47,19.4,2.59,2,6.9,77,8.34,876,7.97,53.6,6.9,4,7.02,133,7.46,1580,7.74,73,4.78
20:00:01-21:00:00,1,3.57,78,9.06,651,6.91,3.5,0.47,2,6.9,69,7.48,736,6.7,21,2.7,3,5.26,147,8.24,1387,6.8,24,1.57
21:00:01-22:00:00,2,7.14,21,2.44,254,2.7,6,0.8,1,3.45,36,3.9,422,3.84,12.3,1.58,3,5.26,57,3.2,676,3.31,18,1.18
22:00:01-23:00:00,0,0,23,2.67,248,2.63,0,0,2,6.9,32,3.47,334,3.04,35.2,4.53,2,3.51,55,3.08,582,2.85,35,2.29
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,5,0.54,0,0,0,0,0,0,5,0.28,0,0,0,0
,28,,861,,9419,,750.4,,29,,923,,10989,,777.2,,57,,1784,,20408,,1528,
