,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,0,0
2,06:00:01-07:00:00,6,60
3,07:00:01-08:00:00,11,111
4,08:00:01-09:00:00,8,176
5,09:00:01-10:00:00,10,129
6,10:00:01-11:00:00,11,103
7,11:00:01-12:00:00,10,125
8,12:00:01-13:00:00,9,103
9,13:00:01-14:00:00,7,145
10,14:00:01-15:00:00,6,136
11,15:00:01-16:00:00,9,275
12,16:00:01-17:00:00,10,316
13,17:00:01-18:00:00,11,487
14,18:00:01-19:00:00,11,625
15,19:00:01-20:00:00,7,547
16,20:00:01-21:00:00,11,523
17,21:00:01-22:00:00,8,398
18,22:00:01-23:00:00,5,198
19,23:00:01-24:00:00,0,22
