,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,0,0
2,06:00:01-07:00:00,6,48
3,07:00:01-08:00:00,7,127
4,08:00:01-09:00:00,8,131
5,09:00:01-10:00:00,9,118
6,10:00:01-11:00:00,7,78
7,11:00:01-12:00:00,8,144
8,12:00:01-13:00:00,6,137
9,13:00:01-14:00:00,6,116
10,14:00:01-15:00:00,6,148
11,15:00:01-16:00:00,9,219
12,16:00:01-17:00:00,9,320
13,17:00:01-18:00:00,8,432
14,18:00:01-19:00:00,9,510
15,19:00:01-20:00:00,8,456
16,20:00:01-21:00:00,5,370
17,21:00:01-22:00:00,7,297
18,22:00:01-23:00:00,5,197
19,23:00:01-24:00:00,0,21
