,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,3,83
1,05:00:01-06:00:00,0,0
2,06:00:01-07:00:00,6,58
3,07:00:01-08:00:00,7,135
4,08:00:01-09:00:00,10,155
5,09:00:01-10:00:00,10,125
6,10:00:01-11:00:00,11,104
7,11:00:01-12:00:00,6,81
8,12:00:01-13:00:00,8,172
9,13:00:01-14:00:00,7,140
10,14:00:01-15:00:00,9,135
11,15:00:01-16:00:00,9,242
12,16:00:01-17:00:00,6,251
13,17:00:01-18:00:00,11,513
14,18:00:01-19:00:00,11,599
15,19:00:01-20:00:00,13,513
16,20:00:01-21:00:00,10,442
17,21:00:01-22:00:00,6,317
18,22:00:01-23:00:00,4,150
19,23:00:01-24:00:00,0,26
