,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,,
2,06:00:01-07:00:00,5,38
3,07:00:01-08:00:00,7,88
4,08:00:01-09:00:00,9,146
5,09:00:01-10:00:00,9,78
6,10:00:01-11:00:00,9,94
7,11:00:01-12:00:00,9,133
8,12:00:01-13:00:00,9,125
9,13:00:01-14:00:00,7,95
10,14:00:01-15:00:00,7,148
11,15:00:01-16:00:00,9,283
12,16:00:01-17:00:00,7,307
13,17:00:01-18:00:00,10,318
14,18:00:01-19:00:00,6,486
15,19:00:01-20:00:00,7,502
16,20:00:01-21:00:00,11,519
17,21:00:01-22:00:00,5,239
18,22:00:01-23:00:00,3,168
19,23:00:01-24:00:00,1,17
