,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,0,0
2,06:00:01-07:00:00,5,46
3,07:00:01-08:00:00,9,153
4,08:00:01-09:00:00,10,164
5,09:00:01-10:00:00,12,142
6,10:00:01-11:00:00,12,132
7,11:00:01-12:00:00,9,157
8,12:00:01-13:00:00,8,166
9,13:00:01-14:00:00,8,145
10,14:00:01-15:00:00,8,155
11,15:00:01-16:00:00,8,293
12,16:00:01-17:00:00,8,360
13,17:00:01-18:00:00,7,431
14,18:00:01-19:00:00,11,652
15,19:00:01-20:00:00,9,490
16,20:00:01-21:00:00,11,477
17,21:00:01-22:00:00,5,310
18,22:00:01-23:00:00,4,181
19,23:00:01-24:00:00,1,18
