,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,0,0
2,06:00:01-07:00:00,6,72
3,07:00:01-08:00:00,9,143
4,08:00:01-09:00:00,10,187
5,09:00:01-10:00:00,10,124
6,10:00:01-11:00:00,10,111
7,11:00:01-12:00:00,9,123
8,12:00:01-13:00:00,9,148
9,13:00:01-14:00:00,7,120
10,14:00:01-15:00:00,6,124
11,15:00:01-16:00:00,9,228
12,16:00:01-17:00:00,6,230
13,17:00:01-18:00:00,11,453
14,18:00:01-19:00:00,8,505
15,19:00:01-20:00:00,7,483
16,20:00:01-21:00:00,10,532
17,21:00:01-22:00:00,9,364
18,22:00:01-23:00:00,5,183
19,23:00:01-24:00:00,0,29
