,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,1,59
1,05:00:01-06:00:00,0,0
2,06:00:01-07:00:00,6,68
3,07:00:01-08:00:00,8,124
4,08:00:01-09:00:00,7,147
5,09:00:01-10:00:00,9,113
6,10:00:01-11:00:00,7,147
7,11:00:01-12:00:00,9,153
8,12:00:01-13:00:00,5,150
9,13:00:01-14:00:00,6,179
10,14:00:01-15:00:00,5,153
11,15:00:01-16:00:00,6,228
12,16:00:01-17:00:00,7,296
13,17:00:01-18:00:00,8,370
14,18:00:01-19:00:00,8,400
15,19:00:01-20:00:00,8,327
16,20:00:01-21:00:00,8,218
17,21:00:01-22:00:00,5,133
18,22:00:01-23:00:00,5,118
19,23:00:01-24:00:00,0,9
