,Time Slot,Trips,Passengers
0,00:00:01-05:00:00,,
1,05:00:01-06:00:00,,
2,06:00:01-07:00:00,1,12
3,07:00:01-08:00:00,5,363
4,08:00:01-09:00:00,0,49
5,09:00:01-10:00:00,3,230
6,10:00:01-11:00:00,1,135
7,11:00:01-12:00:00,1,103
8,12:00:01-13:00:00,2,20
9,13:00:01-14:00:00,1,56
10,14:00:01-15:00:00,4,138
11,15:00:01-16:00:00,1,81
12,16:00:01-17:00:00,1,132
13,17:00:01-18:00:00,3,68
14,18:00:01-19:00:00,2,158
15,19:00:01-20:00:00,1,227
16,20:00:01-21:00:00,0,175
17,21:00:01-22:00:00,1,31
18,22:00:01-23:00:00,0,10
19,23:00:01-24:00:00,0,0
