Route:- 6040,Date:- 10/14/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,1.64,0,0,0,0,3.5,1.64,0,0,0,0,0,0,0,0,1,0.83,0,0,0,0,4,0.94
06:00:01-07:00:00,4,6.56,41,4.25,168,2.31,14,6.56,3,5,23,1.47,132,1.14,10.5,5,7,5.79,64,2.53,300,1.59,24,5.66
07:00:01-08:00:00,6,9.84,50,5.18,337,4.64,21,9.84,5,8.33,31,1.98,144,1.24,17.5,8.33,11,9.09,81,3.2,481,2.55,38,8.96
08:00:01-09:00:00,3,4.92,30,3.11,222,3.06,10.5,4.92,4,6.67,50,3.19,292,2.52,14,6.67,7,5.79,80,3.16,514,2.73,24,5.66
09:00:01-10:00:00,5,8.2,39,4.04,290,3.99,17.5,8.2,4,6.67,78,4.98,476,4.11,14,6.67,9,7.44,117,4.62,766,4.07,32,7.55
10:00:01-11:00:00,3,4.92,75,7.77,535,7.37,5.1,2.39,3,5,41,2.62,252,2.18,10.5,5,6,4.96,116,4.58,787,4.18,16,3.77
11:00:01-12:00:00,4,6.56,63,6.53,484,6.67,14,6.56,5,8.33,50,3.19,337,2.91,17.5,8.33,9,7.44,113,4.47,821,4.36,32,7.55
12:00:01-13:00:00,1,1.64,33,3.42,262,3.61,2.2,1.03,3,5,79,5.05,545,4.71,10.5,5,4,3.31,112,4.43,807,4.28,13,3.07
13:00:01-14:00:00,2,3.28,32,3.32,248,3.42,7,3.28,3,5,57,3.64,456,3.94,6.6,3.14,5,4.13,89,3.52,704,3.74,14,3.3
14:00:01-15:00:00,2,3.28,35,3.63,296,4.08,7,3.28,1,1.67,36,2.3,289,2.5,2.2,1.05,3,2.48,71,2.81,585,3.11,9,2.12
15:00:01-16:00:00,6,9.84,33,3.42,247,3.4,21,9.84,4,6.67,79,5.05,592,5.11,14,6.67,10,8.26,112,4.43,839,4.45,35,8.25
16:00:01-17:00:00,4,6.56,108,11.19,862,11.87,6.8,3.19,4,6.67,133,8.5,1034,8.93,14,6.67,8,6.61,241,9.53,1896,10.06,21,4.95
17:00:01-18:00:00,4,6.56,89,9.22,646,8.9,14,6.56,6,10,239,15.27,1840,15.89,21,10,10,8.26,328,12.96,2486,13.2,35,8.25
18:00:01-19:00:00,6,9.84,119,12.33,972,13.39,21,9.84,3,5,188,12.01,1442,12.45,10.5,5,9,7.44,307,12.13,2414,12.81,32,7.55
19:00:01-20:00:00,3,4.92,96,9.95,770,10.6,10.5,4.92,3,5,151,9.65,1144,9.88,7.5,3.57,6,4.96,247,9.76,1914,10.16,18,4.25
20:00:01-21:00:00,2,3.28,64,6.63,524,7.22,5,2.34,2,3.33,106,6.77,832,7.19,7,3.33,4,3.31,170,6.72,1356,7.2,12,2.83
21:00:01-22:00:00,2,3.28,40,4.15,324,4.46,7,3.28,3,5,110,7.03,872,7.53,10.5,5,5,4.13,150,5.93,1196,6.35,18,4.25
22:00:01-23:00:00,3,4.92,17,1.76,66,0.91,10.5,4.92,1,1.67,48,3.07,380,3.28,3.5,1.67,4,3.31,65,2.57,446,2.37,14,3.3
23:00:01-24:00:00,0,0,1,0.1,8,0.11,0,0,3,5,66,4.22,520,4.49,10.5,5,3,2.48,67,2.65,528,2.8,10,2.36
,61,,965,,7261,,213.5,,60,,1565,,11579,,210,,121,,2530,,18840,,424,
