Route:- 4781,Date:- 10/14/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,1,2.78,0,0,0,0,26.8,2.78,0,0,0,0,0,0,0,0,1,1.33,0,0,0,0,27,1.34
05:00:01-06:00:00,2,5.56,21,1.3,142,0.84,11.2,1.16,0,0,0,0,0,0,0,0,2,2.67,21,0.6,142,0.4,11,0.55
06:00:01-07:00:00,2,5.56,75,4.63,409,2.42,29,3.01,2,5.13,49,2.64,320,1.69,53.6,5.13,4,5.33,124,3.57,729,2.04,83,4.13
07:00:01-08:00:00,5,13.89,179,11.04,1998,11.85,134,13.89,2,5.13,121,6.52,930,4.92,14.2,1.36,7,9.33,300,8.63,2928,8.19,148,7.36
08:00:01-09:00:00,1,2.78,187,11.54,1956,11.6,7.9,0.82,4,10.26,201,10.83,2323,12.29,107.2,10.26,5,6.67,388,11.16,4279,11.96,115,5.72
09:00:01-10:00:00,3,8.33,81,5,817,4.84,13.2,1.37,3,7.69,210,11.31,2434,12.88,80.4,7.69,6,8,291,8.37,3251,9.09,94,4.68
10:00:01-11:00:00,1,2.78,106,6.54,851,5.05,3.5,0.36,3,7.69,116,6.25,1067,5.65,80.4,7.69,4,5.33,222,6.38,1918,5.36,84,4.18
11:00:01-12:00:00,1,2.78,70,4.32,818,4.85,26.8,2.78,6,15.38,96,5.17,941,4.98,47.4,4.54,7,9.33,166,4.77,1759,4.92,74,3.68
12:00:01-13:00:00,3,8.33,85,5.24,846,5.02,24.6,2.55,2,5.13,88,4.74,883,4.67,2.8,0.27,5,6.67,173,4.98,1729,4.83,27,1.34
13:00:01-14:00:00,1,2.78,108,6.66,1159,6.87,26.8,2.78,2,5.13,103,5.55,1035,5.48,5.8,0.55,3,4,211,6.07,2194,6.13,33,1.64
14:00:01-15:00:00,1,2.78,29,1.79,361,2.14,4.2,0.44,2,5.13,122,6.57,1298,6.87,53.6,5.13,3,4,151,4.34,1659,4.64,58,2.89
15:00:01-16:00:00,4,11.11,83,5.12,782,4.64,107.2,11.11,1,2.56,97,5.23,655,3.47,1.4,0.13,5,6.67,180,5.18,1437,4.02,109,5.42
16:00:01-17:00:00,2,5.56,119,7.34,1402,8.31,53.6,5.56,2,5.13,80,4.31,1024,5.42,53.6,5.13,4,5.33,199,5.72,2426,6.78,107,5.32
17:00:01-18:00:00,3,8.33,61,3.76,564,3.34,24.6,2.55,1,2.56,169,9.11,1738,9.2,7.7,0.74,4,5.33,230,6.61,2302,6.44,32,1.59
18:00:01-19:00:00,1,2.78,73,4.5,986,5.85,5.1,0.53,1,2.56,133,7.17,1405,7.44,26.8,2.56,2,2.67,206,5.92,2391,6.69,32,1.59
19:00:01-20:00:00,1,2.78,136,8.39,1716,10.17,15.2,1.58,2,5.13,37,1.99,434,2.3,14,1.34,3,4,173,4.98,2150,6.01,29,1.44
20:00:01-21:00:00,2,5.56,147,9.07,1548,9.18,8.8,0.91,2,5.13,90,4.85,974,5.15,11.2,1.07,4,5.33,237,6.82,2522,7.05,20,1
21:00:01-22:00:00,0,0,26,1.6,152,0.9,0,0,2,5.13,64,3.45,642,3.4,5.4,0.52,2,2.67,90,2.59,794,2.22,5,0.25
22:00:01-23:00:00,2,5.56,31,1.91,322,1.91,53.6,5.56,1,2.56,39,2.1,330,1.75,6.2,0.59,3,4,70,2.01,652,1.82,60,2.99
23:00:01-24:00:00,0,0,4,0.25,38,0.23,0,0,1,2.56,41,2.21,464,2.46,6.4,0.61,1,1.33,45,1.29,502,1.4,6,0.3
,36,,1621,,16867,,964.8,,39,,1856,,18897,,1045.2,,75,,3477,,35764,,2010,
