Route:- 6020,Date:- 10/14/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,3,2.19,0,0,0,0,15.6,2.19,0,0,0,0,0,0,0,0,3,1.14,0,0,0,0,16,1.17
06:00:01-07:00:00,7,5.11,211,5.4,2076,5.18,21,2.95,6,4.72,56,1.89,476,1.66,31.2,4.72,13,4.92,267,3.89,2552,3.71,52,3.79
07:00:01-08:00:00,10,7.3,346,8.86,3598,8.98,33,4.63,7,5.51,130,4.39,1162,4.06,36.4,5.51,17,6.44,476,6.93,4760,6.93,69,5.03
08:00:01-09:00:00,14,10.22,470,12.03,4820,12.03,46.2,6.49,11,8.66,161,5.44,1302,4.55,57.2,8.66,25,9.47,631,9.19,6122,8.91,103,7.5
09:00:01-10:00:00,11,8.03,517,13.23,5856,14.61,33,4.63,10,7.87,132,4.46,1213,4.24,52,7.87,21,7.95,649,9.45,7069,10.29,85,6.19
10:00:01-11:00:00,11,8.03,420,10.75,4526,11.29,57.2,8.03,12,9.45,123,4.16,1158,4.05,62.4,9.45,23,8.71,543,7.91,5684,8.27,120,8.74
11:00:01-12:00:00,8,5.84,250,6.4,2582,6.44,41.6,5.84,9,7.09,141,4.77,1555,5.43,27,4.09,17,6.44,391,5.69,4137,6.02,69,5.03
12:00:01-13:00:00,4,2.92,182,4.66,1870,4.67,20.8,2.92,5,3.94,94,3.18,965,3.37,24.5,3.71,9,3.41,276,4.02,2835,4.13,45,3.28
13:00:01-14:00:00,10,7.3,245,6.27,2560,6.39,52,7.3,7,5.51,152,5.14,1469,5.13,36.4,5.51,17,6.44,397,5.78,4029,5.86,88,6.41
14:00:01-15:00:00,6,4.38,148,3.79,1556,3.88,25.2,3.54,6,4.72,184,6.22,1724,6.02,25.2,3.82,12,4.55,332,4.84,3280,4.77,50,3.64
15:00:01-16:00:00,5,3.65,111,2.84,1052,2.62,15,2.11,4,3.15,200,6.76,2065,7.22,20.8,3.15,9,3.41,311,4.53,3117,4.54,36,2.62
16:00:01-17:00:00,5,3.65,115,2.94,1140,2.84,26,3.65,7,5.51,232,7.84,2306,8.06,21,3.18,12,4.55,347,5.05,3446,5.02,47,3.42
17:00:01-18:00:00,11,8.03,174,4.45,1722,4.3,57.2,8.03,8,6.3,329,11.12,3086,10.78,33.6,5.09,19,7.2,503,7.33,4808,7,91,6.63
18:00:01-19:00:00,9,6.57,160,4.1,1534,3.83,46.8,6.57,9,7.09,418,14.13,4359,15.23,46.8,7.09,18,6.82,578,8.42,5893,8.58,94,6.85
19:00:01-20:00:00,11,8.03,256,6.55,2354,5.87,53.9,7.57,9,7.09,224,7.57,2218,7.75,37.8,5.72,20,7.58,480,6.99,4572,6.65,92,6.7
20:00:01-21:00:00,5,3.65,100,2.56,956,2.39,15,2.11,9,7.09,204,6.89,1952,6.82,37.8,5.72,14,5.3,304,4.43,2908,4.23,53,3.86
21:00:01-22:00:00,5,3.65,150,3.84,1384,3.45,26,3.65,5,3.94,111,3.75,1011,3.53,20,3.03,10,3.79,261,3.8,2395,3.49,46,3.35
22:00:01-23:00:00,2,1.46,52,1.33,497,1.24,10.4,1.46,3,2.36,68,2.3,598,2.09,8.1,1.23,5,1.89,120,1.75,1095,1.59,18,1.31
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,137,,3907,,40083,,712.4,,127,,2959,,28619,,660.4,,264,,6866,,68702,,1373,
