Route:- 6080,Date:- 10/14/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,0,0,0,0,0,0,0,0,1,1.43,7,0.67,44,0.47,2.2,1.43,1,0.74,7,0.29,44,0.21,2,0.67
06:00:01-07:00:00,4,6.15,6,0.43,52,0.44,8.8,6.15,7,10,77,7.32,644,6.81,15.4,10,11,8.15,83,3.4,696,3.28,24,8.08
07:00:01-08:00:00,4,6.15,21,1.51,112,0.95,8.8,6.15,7,10,169,16.06,1837,19.42,15.4,10,11,8.15,190,7.78,1949,9.19,24,8.08
08:00:01-09:00:00,6,9.23,31,2.23,246,2.1,13.2,9.23,5,7.14,138,13.12,1476,15.6,11,7.14,11,8.15,169,6.92,1722,8.12,24,8.08
09:00:01-10:00:00,5,7.69,35,2.52,247,2.1,10,6.99,5,7.14,135,12.83,1026,10.85,11,7.14,10,7.41,170,6.96,1273,6.01,21,7.07
10:00:01-11:00:00,4,6.15,25,1.8,201,1.71,8.8,6.15,4,5.71,112,10.65,1086,11.48,8.8,5.71,8,5.93,137,5.61,1287,6.07,18,6.06
11:00:01-12:00:00,3,4.62,36,2.59,287,2.44,6.6,4.62,4,5.71,90,8.56,767,8.11,8.8,5.71,7,5.19,126,5.16,1054,4.97,15,5.05
12:00:01-13:00:00,4,6.15,35,2.52,290,2.47,8.8,6.15,4,5.71,50,4.75,408,4.31,8.8,5.71,8,5.93,85,3.48,698,3.29,18,6.06
13:00:01-14:00:00,3,4.62,37,2.66,281,2.39,6.6,4.62,3,4.29,27,2.57,225,2.38,6,3.9,6,4.44,64,2.62,506,2.39,13,4.38
14:00:01-15:00:00,3,4.62,67,4.82,536,4.57,6.6,4.62,3,4.29,29,2.76,196,2.07,6.6,4.29,6,4.44,96,3.93,732,3.45,13,4.38
15:00:01-16:00:00,5,7.69,66,4.75,564,4.8,11,7.69,3,4.29,23,2.19,172,1.82,6,3.9,8,5.93,89,3.64,736,3.47,17,5.72
16:00:01-17:00:00,4,6.15,151,10.86,1269,10.81,8.8,6.15,3,4.29,15,1.43,130,1.37,6.6,4.29,7,5.19,166,6.8,1399,6.6,15,5.05
17:00:01-18:00:00,2,3.08,112,8.06,956,8.14,4.4,3.08,3,4.29,20,1.9,152,1.61,6.6,4.29,5,3.7,132,5.41,1108,5.23,11,3.7
18:00:01-19:00:00,3,4.62,153,11.01,1334,11.36,6.6,4.62,3,4.29,45,4.28,354,3.74,6,3.9,6,4.44,198,8.11,1688,7.96,13,4.38
19:00:01-20:00:00,3,4.62,149,10.72,1271,10.83,6.6,4.62,2,2.86,24,2.28,184,1.95,4,2.6,5,3.7,173,7.08,1455,6.86,11,3.7
20:00:01-21:00:00,3,4.62,94,6.76,820,6.98,6.6,4.62,3,4.29,33,3.14,250,2.64,6.6,4.29,6,4.44,127,5.2,1070,5.05,13,4.38
21:00:01-22:00:00,3,4.62,217,15.61,1908,16.25,6,4.2,4,5.71,30,2.85,252,2.66,8,5.19,7,5.19,247,10.11,2160,10.19,14,4.71
22:00:01-23:00:00,4,6.15,105,7.55,930,7.92,8.8,6.15,4,5.71,22,2.09,204,2.16,8.8,5.71,8,5.93,127,5.2,1134,5.35,18,6.06
23:00:01-24:00:00,2,3.08,50,3.6,436,3.71,4,2.8,2,2.86,6,0.57,52,0.55,4.4,2.86,4,2.96,56,2.29,488,2.3,8,2.69
,65,,1390,,11740,,143,,70,,1052,,9459,,154,,135,,2442,,21199,,297,
