Route:- 6120,Date:- 10/14/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,0,0,0,0,0,0,0,0,1,2.78,4,0.52,28,0.43,2.8,2.78,1,1.45,4,0.25,28,0.21,3,1.55
06:00:01-07:00:00,3,9.09,3,0.35,8,0.12,8.4,9.09,3,8.33,52,6.79,326,4.98,7.8,7.74,6,8.7,55,3.41,334,2.55,16,8.29
07:00:01-08:00:00,3,9.09,14,1.65,96,1.46,8.4,9.09,3,8.33,74,9.66,522,7.98,8.4,8.33,6,8.7,88,5.45,618,4.72,17,8.81
08:00:01-09:00:00,4,12.12,33,3.89,250,3.81,11.2,12.12,5,13.89,100,13.05,984,15.05,14,13.89,9,13.04,133,8.24,1234,9.42,25,12.95
09:00:01-10:00:00,2,6.06,32,3.77,226,3.45,3.6,3.9,3,8.33,56,7.31,516,7.89,8.4,8.33,5,7.25,88,5.45,742,5.67,12,6.22
10:00:01-11:00:00,3,9.09,65,7.67,448,6.83,8.4,9.09,2,5.56,107,13.97,860,13.15,5.6,5.56,5,7.25,172,10.66,1308,9.99,14,7.25
11:00:01-12:00:00,3,9.09,46,5.42,366,5.58,8.4,9.09,2,5.56,88,11.49,861,13.17,5.6,5.56,5,7.25,134,8.3,1227,9.37,14,7.25
12:00:01-13:00:00,2,6.06,23,2.71,184,2.81,5.6,6.06,3,8.33,69,9.01,628,9.6,8.4,8.33,5,7.25,92,5.7,812,6.2,14,7.25
13:00:01-14:00:00,1,3.03,52,6.13,410,6.25,1.8,1.95,2,5.56,43,5.61,342,5.23,3.6,3.57,3,4.35,95,5.89,752,5.74,5,2.59
14:00:01-15:00:00,2,6.06,52,6.13,432,6.59,5.6,6.06,2,5.56,53,6.92,523,8,5.6,5.56,4,5.8,105,6.51,955,7.29,11,5.7
15:00:01-16:00:00,2,6.06,49,5.78,372,5.67,5.6,6.06,1,2.78,14,1.83,116,1.77,1.8,1.79,3,4.35,63,3.9,488,3.73,7,3.63
16:00:01-17:00:00,1,3.03,110,12.97,857,13.07,2.8,3.03,2,5.56,19,2.48,158,2.42,5.6,5.56,3,4.35,129,7.99,1015,7.75,8,4.15
17:00:01-18:00:00,0,0,0,0,0,0,0,0,0,0,8,1.04,64,0.98,0,0,0,0,8,0.5,64,0.49,0,0
18:00:01-19:00:00,1,3.03,64,7.55,550,8.39,2.8,3.03,1,2.78,0,0,0,0,2.8,2.78,2,2.9,64,3.97,550,4.2,6,3.11
19:00:01-20:00:00,1,3.03,67,7.9,552,8.42,2.8,3.03,0,0,35,4.57,266,4.07,0,0,1,1.45,102,6.32,818,6.25,3,1.55
20:00:01-21:00:00,3,9.09,154,18.16,1218,18.58,8.4,9.09,3,8.33,17,2.22,148,2.26,8.4,8.33,6,8.7,171,10.59,1366,10.43,17,8.81
21:00:01-22:00:00,1,3.03,44,5.19,314,4.79,2.8,3.03,2,5.56,13,1.7,108,1.65,5.2,5.16,3,4.35,57,3.53,422,3.22,8,4.15
22:00:01-23:00:00,1,3.03,40,4.72,274,4.18,2.8,3.03,1,2.78,10,1.31,70,1.07,2.6,2.58,2,2.9,50,3.1,344,2.63,5,2.59
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,4,0.52,20,0.31,0,0,0,0,4,0.25,20,0.15,0,0
,33,,848,,6557,,92.4,,36,,766,,6540,,100.8,,69,,1614,,13097,,193,
