Route:- 6050,Date:- 10/14/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,12,8.45,218,4.71,1807,4.43,31.2,8.45,7,5.04,49,1.26,380,1.11,18.2,5.04,19,6.76,267,3.14,2187,2.92,49,6.7
05:00:01-06:00:00,7,4.93,29,0.63,202,0.5,18.2,4.93,9,6.47,135,3.48,1149,3.35,23.4,6.47,16,5.69,164,1.93,1351,1.8,42,5.75
06:00:01-07:00:00,11,7.75,41,0.89,299,0.73,28.6,7.75,12,8.63,292,7.52,2367,6.91,31.2,8.63,23,8.19,333,3.91,2666,3.55,60,8.21
07:00:01-08:00:00,12,8.45,117,2.53,888,2.18,31.2,8.45,11,7.91,383,9.86,3372,9.85,28.6,7.91,23,8.19,500,5.88,4260,5.68,60,8.21
08:00:01-09:00:00,8,5.63,182,3.94,1432,3.51,20.8,5.63,9,6.47,342,8.81,3133,9.15,23.4,6.47,17,6.05,524,6.16,4565,6.08,44,6.02
09:00:01-10:00:00,8,5.63,168,3.63,1304,3.2,20.8,5.63,8,5.76,406,10.45,4050,11.83,20.8,5.76,16,5.69,574,6.75,5354,7.14,42,5.75
10:00:01-11:00:00,7,4.93,196,4.24,1493,3.66,18.2,4.93,7,5.04,250,6.44,2366,6.91,18.2,5.04,14,4.98,446,5.24,3859,5.14,36,4.92
11:00:01-12:00:00,6,4.23,114,2.46,898,2.2,15.6,4.23,7,5.04,230,5.92,2208,6.45,14,3.87,13,4.63,344,4.04,3106,4.14,30,4.1
12:00:01-13:00:00,6,4.23,321,6.94,2866,7.03,15.6,4.23,6,4.32,267,6.87,2290,6.69,7.8,2.16,12,4.27,588,6.91,5156,6.87,23,3.15
13:00:01-14:00:00,6,4.23,205,4.43,1807,4.43,15.6,4.23,4,2.88,217,5.59,1963,5.73,10.4,2.88,10,3.56,422,4.96,3770,5.02,26,3.56
14:00:01-15:00:00,5,3.52,167,3.61,1476,3.62,13,3.52,4,2.88,135,3.48,1164,3.4,5.2,1.44,9,3.2,302,3.55,2640,3.52,18,2.46
15:00:01-16:00:00,2,1.41,189,4.09,1758,4.31,5.2,1.41,5,3.6,161,4.15,1402,4.09,10,2.77,7,2.49,350,4.11,3160,4.21,15,2.05
16:00:01-17:00:00,9,6.34,350,7.57,3275,8.03,23.4,6.34,5,3.6,65,1.67,619,1.81,13,3.6,14,4.98,415,4.88,3894,5.19,36,4.92
17:00:01-18:00:00,3,2.11,315,6.81,2933,7.19,7.8,2.11,5,3.6,147,3.78,1276,3.73,13,3.6,8,2.85,462,5.43,4209,5.61,21,2.87
18:00:01-19:00:00,7,4.93,304,6.57,2767,6.79,18.2,4.93,6,4.32,199,5.12,1717,5.01,15.6,4.32,13,4.63,503,5.91,4484,5.98,34,4.65
19:00:01-20:00:00,8,5.63,412,8.91,3798,9.31,20.8,5.63,6,4.32,174,4.48,1350,3.94,12,3.32,14,4.98,586,6.89,5148,6.86,33,4.51
20:00:01-21:00:00,8,5.63,424,9.17,3769,9.24,20.8,5.63,8,5.76,170,4.38,1312,3.83,16,4.43,16,5.69,594,6.98,5081,6.77,37,5.06
21:00:01-22:00:00,7,4.93,378,8.17,3466,8.5,18.2,4.93,7,5.04,156,4.02,1273,3.72,18.2,5.04,14,4.98,534,6.28,4739,6.32,36,4.92
22:00:01-23:00:00,6,4.23,254,5.49,2333,5.72,15.6,4.23,7,5.04,83,2.14,672,1.96,18.2,5.04,13,4.63,337,3.96,3005,4.01,34,4.65
23:00:01-24:00:00,4,2.82,241,5.21,2206,5.41,10.4,2.82,6,4.32,23,0.59,185,0.54,15.6,4.32,10,3.56,264,3.1,2391,3.19,26,3.56
,142,,4625,,40777,,369.2,,139,,3884,,34248,,361.4,,281,,8509,,75025,,731,
