Route:- 4100,Date:- 10/14/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,2,5.41,34,1.87,344,1.76,29,5.41,0,0,0,0,0,0,0,0,2,2.44,34,0.88,344,0.85,29,2.44
06:00:01-07:00:00,4,10.81,115,6.34,1062,5.42,18.4,3.43,2,4.44,38,1.86,352,1.7,29,4.44,6,7.32,153,3.96,1414,3.5,47,3.95
07:00:01-08:00:00,3,8.11,116,6.39,1280,6.53,43.5,8.11,4,8.89,115,5.62,1199,5.78,4.4,0.67,7,8.54,231,5.99,2479,6.14,48,4.04
08:00:01-09:00:00,2,5.41,212,11.69,2486,12.68,5.6,1.04,3,6.67,140,6.85,1425,6.87,43.5,6.67,5,6.1,352,9.12,3911,9.69,49,4.12
09:00:01-10:00:00,3,8.11,179,9.87,2096,10.69,35.1,6.54,4,8.89,224,10.95,2212,10.66,14.4,2.21,7,8.54,403,10.44,4308,10.68,49,4.12
10:00:01-11:00:00,2,5.41,100,5.51,1104,5.63,4.4,0.82,2,4.44,138,6.75,1367,6.59,29,4.44,4,4.88,238,6.17,2471,6.12,33,2.78
11:00:01-12:00:00,3,8.11,118,6.5,1413,7.21,43.5,8.11,2,4.44,172,8.41,1490,7.18,17.8,2.73,5,6.1,290,7.51,2903,7.2,61,5.13
12:00:01-13:00:00,2,5.41,102,5.62,1181,6.03,22.4,4.18,2,4.44,88,4.3,992,4.78,29,4.44,4,4.88,190,4.92,2173,5.39,51,4.29
13:00:01-14:00:00,2,5.41,112,6.17,1314,6.7,8.4,1.57,2,4.44,109,5.33,1201,5.79,29,4.44,4,4.88,221,5.73,2515,6.23,37,3.11
14:00:01-15:00:00,2,5.41,65,3.58,693,3.54,29,5.41,3,6.67,89,4.35,1052,5.07,26.7,4.09,5,6.1,154,3.99,1745,4.33,56,4.71
15:00:01-16:00:00,2,5.41,113,6.23,952,4.86,3.8,0.71,2,4.44,130,6.36,1417,6.83,4.4,0.67,4,4.88,243,6.3,2369,5.87,8,0.67
16:00:01-17:00:00,1,2.7,63,3.47,694,3.54,1.8,0.34,4,8.89,132,6.45,1298,6.26,58,8.89,5,6.1,195,5.05,1992,4.94,60,5.05
17:00:01-18:00:00,3,8.11,56,3.09,564,2.88,43.5,8.11,2,4.44,59,2.89,586,2.82,7.4,1.13,5,6.1,115,2.98,1150,2.85,51,4.29
18:00:01-19:00:00,2,5.41,76,4.19,789,4.03,29,5.41,3,6.67,95,4.65,1122,5.41,43.5,6.67,5,6.1,171,4.43,1911,4.74,72,6.06
19:00:01-20:00:00,0,0,167,9.21,1922,9.81,0,0,2,4.44,169,8.26,1630,7.86,29,4.44,2,2.44,336,8.71,3552,8.8,29,2.44
20:00:01-21:00:00,1,2.7,27,1.49,242,1.23,4.6,0.86,4,8.89,174,8.51,1641,7.91,14.8,2.27,5,6.1,201,5.21,1883,4.67,19,1.6
21:00:01-22:00:00,2,5.41,115,6.34,1145,5.84,29,5.41,2,4.44,132,6.45,1350,6.51,29,4.44,4,4.88,247,6.4,2495,6.18,58,4.88
22:00:01-23:00:00,1,2.7,44,2.43,318,1.62,14.5,2.7,2,4.44,40,1.96,402,1.94,29,4.44,3,3.66,84,2.18,720,1.78,44,3.7
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,1,0.05,10,0.05,0,0,0,0,1,0.03,10,0.02,0,0
,37,,1814,,19599,,536.5,,45,,2045,,20746,,652.5,,82,,3859,,40345,,1189,
