Route:- 6034,Date:- 10/14/2017,,,,,,,,Day:- Saturday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,2,6.9,5,0.35,14,0.1,40.4,6.9,0,0,0,0,0,0,0,0,2,6.9,5,0.35,14,0.1,40,6.83
06:00:01-07:00:00,4,13.79,62,4.31,405,2.97,18,3.07,0,0,0,0,0,0,0,0,4,13.79,62,4.31,405,2.97,18,3.07
07:00:01-08:00:00,2,6.9,90,6.26,838,6.14,5.4,0.92,0,0,0,0,0,0,0,0,2,6.9,90,6.26,838,6.14,5,0.85
08:00:01-09:00:00,1,3.45,118,8.21,1163,8.52,4.4,0.75,0,0,0,0,0,0,0,0,1,3.45,118,8.21,1163,8.52,4,0.68
09:00:01-10:00:00,2,6.9,112,7.79,1153,8.45,5.6,0.96,0,0,0,0,0,0,0,0,2,6.9,112,7.79,1153,8.45,6,1.02
10:00:01-11:00:00,3,10.34,60,4.17,554,4.06,11.7,2,0,0,0,0,0,0,0,0,3,10.34,60,4.17,554,4.06,12,2.05
11:00:01-12:00:00,3,10.34,152,10.57,1485,10.88,57.3,9.78,0,0,0,0,0,0,0,0,3,10.34,152,10.57,1485,10.88,57,9.73
12:00:01-13:00:00,0,0,110,7.65,1179,8.64,0,0,0,0,0,0,0,0,0,0,0,0,110,7.65,1179,8.64,0,0
13:00:01-14:00:00,1,3.45,64,4.45,610,4.47,3.1,0.53,0,0,0,0,0,0,0,0,1,3.45,64,4.45,610,4.47,3,0.51
14:00:01-15:00:00,3,10.34,85,5.91,830,6.08,8.7,1.49,0,0,0,0,0,0,0,0,3,10.34,85,5.91,830,6.08,9,1.54
15:00:01-16:00:00,1,3.45,81,5.63,744,5.45,4.4,0.75,0,0,0,0,0,0,0,0,1,3.45,81,5.63,744,5.45,4,0.68
16:00:01-17:00:00,2,6.9,102,7.09,880,6.45,18,3.07,0,0,0,0,0,0,0,0,2,6.9,102,7.09,880,6.45,18,3.07
17:00:01-18:00:00,0,0,86,5.98,726,5.32,0,0,0,0,0,0,0,0,0,0,0,0,86,5.98,726,5.32,0,0
18:00:01-19:00:00,2,6.9,90,6.26,955,7,5.4,0.92,0,0,0,0,0,0,0,0,2,6.9,90,6.26,955,7,5,0.85
19:00:01-20:00:00,1,3.45,97,6.75,941,6.89,4.9,0.84,0,0,0,0,0,0,0,0,1,3.45,97,6.75,941,6.89,5,0.85
20:00:01-21:00:00,0,0,74,5.15,707,5.18,0,0,0,0,0,0,0,0,0,0,0,0,74,5.15,707,5.18,0,0
21:00:01-22:00:00,2,6.9,27,1.88,224,1.64,15.8,2.7,0,0,0,0,0,0,0,0,2,6.9,27,1.88,224,1.64,16,2.73
22:00:01-23:00:00,0,0,23,1.6,242,1.77,0,0,0,0,0,0,0,0,0,0,0,0,23,1.6,242,1.77,0,0
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,29,,1438,,13650,,585.8,,0,,0,,0,,0,,29,,1438,,13650,,586,
