Route:- 6020,Date:- 10/25/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,4,3.13,10,0.22,96,0.2,20.8,3.13,0,0,0,0,0,0,0,0,4,1.59,10,0.13,96,0.12,21,1.61
06:00:01-07:00:00,6,4.69,246,5.34,2402,5.01,25.2,3.79,6,4.88,57,1.77,460,1.49,31.2,4.88,12,4.78,303,3.87,2862,3.63,56,4.29
07:00:01-08:00:00,12,9.38,432,9.37,4454,9.29,62.4,9.38,9,7.32,133,4.13,964,3.13,44.1,6.89,21,8.37,565,7.22,5418,6.88,106,8.12
08:00:01-09:00:00,11,8.59,528,11.46,5558,11.59,42.9,6.45,8,6.5,154,4.78,1310,4.25,33.6,5.25,19,7.57,682,8.71,6868,8.72,76,5.82
09:00:01-10:00:00,9,7.03,534,11.59,5774,12.04,46.8,7.03,12,9.76,102,3.17,974,3.16,62.4,9.76,21,8.37,636,8.12,6748,8.57,109,8.35
10:00:01-11:00:00,9,7.03,495,10.74,5533,11.54,46.8,7.03,8,6.5,106,3.29,1044,3.39,33.6,5.25,17,6.77,601,7.68,6577,8.35,80,6.13
11:00:01-12:00:00,8,6.25,346,7.51,3694,7.7,41.6,6.25,8,6.5,106,3.29,1017,3.3,24,3.75,16,6.37,452,5.77,4711,5.98,66,5.06
12:00:01-13:00:00,6,4.69,323,7.01,3603,7.51,31.2,4.69,10,8.13,73,2.27,736,2.39,30,4.69,16,6.37,396,5.06,4339,5.51,61,4.67
13:00:01-14:00:00,11,8.59,266,5.77,2643,5.51,57.2,8.59,7,5.69,150,4.66,1318,4.28,21,3.28,18,7.17,416,5.31,3961,5.03,78,5.98
14:00:01-15:00:00,6,4.69,196,4.25,2072,4.32,31.2,4.69,8,6.5,127,3.95,1140,3.7,41.6,6.5,14,5.58,323,4.13,3212,4.08,73,5.59
15:00:01-16:00:00,8,6.25,161,3.49,1713,3.57,33.6,5.05,5,4.07,144,4.47,1325,4.3,26,4.07,13,5.18,305,3.9,3038,3.86,60,4.6
16:00:01-17:00:00,7,5.47,140,3.04,1301,2.71,36.4,5.47,5,4.07,240,7.46,2211,7.18,26,4.07,12,4.78,380,4.85,3512,4.46,62,4.75
17:00:01-18:00:00,4,3.13,164,3.56,1581,3.3,20.8,3.13,8,6.5,306,9.51,2964,9.62,41.6,6.5,12,4.78,470,6,4545,5.77,62,4.75
18:00:01-19:00:00,7,5.47,179,3.88,1724,3.59,36.4,5.47,6,4.88,382,11.87,3927,12.75,31.2,4.88,13,5.18,561,7.17,5651,7.18,68,5.21
19:00:01-20:00:00,9,7.03,228,4.95,2187,4.56,46.8,7.03,6,4.88,304,9.44,2990,9.71,31.2,4.88,15,5.98,532,6.8,5177,6.57,78,5.98
20:00:01-21:00:00,6,4.69,166,3.6,1630,3.4,23.4,3.52,7,5.69,433,13.45,4348,14.12,36.4,5.69,13,5.18,599,7.65,5978,7.59,60,4.6
21:00:01-22:00:00,4,3.13,182,3.95,1866,3.89,19.6,2.94,6,4.88,232,7.21,2372,7.7,31.2,4.88,10,3.98,414,5.29,4238,5.38,51,3.91
22:00:01-23:00:00,1,0.78,13,0.28,126,0.26,3.3,0.5,3,2.44,134,4.16,1330,4.32,15.6,2.44,4,1.59,147,1.88,1456,1.85,19,1.46
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,0.81,36,1.12,366,1.19,4.2,0.66,1,0.4,36,0.46,366,0.46,4,0.31
,128,,4609,,47957,,665.6,,123,,3219,,30796,,639.6,,251,,7828,,78753,,1305,
