Route:- 6120,Date:- 10/25/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,0,0,0,0,0,0,0,0,1,3.33,2,0.32,0,0,2.8,3.33,1,1.64,2,0.16,0,0,3,1.75
06:00:01-07:00:00,3,9.68,5,0.79,28,0.56,8.4,9.68,2,6.67,28,4.47,285,5.02,3.6,4.29,5,8.2,33,2.62,313,2.94,12,7.02
07:00:01-08:00:00,3,9.68,8,1.27,56,1.13,8.4,9.68,6,20,100,15.95,878,15.46,16.8,20,9,14.75,108,8.59,934,8.78,25,14.62
08:00:01-09:00:00,3,9.68,19,3.01,156,3.15,8.4,9.68,2,6.67,91,14.51,721,12.69,2.6,3.1,5,8.2,110,8.74,877,8.24,11,6.43
09:00:01-10:00:00,3,9.68,32,5.07,232,4.68,8.4,9.68,2,6.67,87,13.88,965,16.99,5.6,6.67,5,8.2,119,9.46,1197,11.25,14,8.19
10:00:01-11:00:00,3,9.68,60,9.51,480,9.69,8.4,9.68,3,10,97,15.47,837,14.73,8.4,10,6,9.84,157,12.48,1317,12.38,17,9.94
11:00:01-12:00:00,2,6.45,40,6.34,333,6.72,5.6,6.45,3,10,99,15.79,935,16.46,8.4,10,5,8.2,139,11.05,1268,11.92,14,8.19
12:00:01-13:00:00,2,6.45,38,6.02,300,6.05,5.6,6.45,2,6.67,30,4.78,279,4.91,3.6,4.29,4,6.56,68,5.41,579,5.44,9,5.26
13:00:01-14:00:00,1,3.23,42,6.66,279,5.63,2.8,3.23,2,6.67,15,2.39,143,2.52,3.6,4.29,3,4.92,57,4.53,422,3.97,6,3.51
14:00:01-15:00:00,2,6.45,35,5.55,272,5.49,5.6,6.45,2,6.67,24,3.83,192,3.38,5.6,6.67,4,6.56,59,4.69,464,4.36,11,6.43
15:00:01-16:00:00,2,6.45,15,2.38,84,1.69,5.6,6.45,2,6.67,17,2.71,132,2.32,5.6,6.67,4,6.56,32,2.54,216,2.03,11,6.43
16:00:01-17:00:00,1,3.23,37,5.86,310,6.26,2.8,3.23,1,3.33,1,0.16,10,0.18,2.8,3.33,2,3.28,38,3.02,320,3.01,6,3.51
17:00:01-18:00:00,1,3.23,1,0.16,10,0.2,2.8,3.23,0,0,15,2.39,124,2.18,0,0,1,1.64,16,1.27,134,1.26,3,1.75
18:00:01-19:00:00,1,3.23,98,15.53,812,16.38,2.8,3.23,1,3.33,2,0.32,16,0.28,2.8,3.33,2,3.28,100,7.95,828,7.78,6,3.51
19:00:01-20:00:00,1,3.23,64,10.14,524,10.57,2.8,3.23,0,0,16,2.55,138,2.43,0,0,1,1.64,80,6.36,662,6.22,3,1.75
20:00:01-21:00:00,1,3.23,60,9.51,492,9.93,2.8,3.23,0,0,0,0,0,0,0,0,1,1.64,60,4.77,492,4.63,3,1.75
21:00:01-22:00:00,1,3.23,39,6.18,324,6.54,2.8,3.23,1,3.33,3,0.48,26,0.46,2.8,3.33,2,3.28,42,3.34,350,3.29,6,3.51
22:00:01-23:00:00,1,3.23,38,6.02,264,5.33,2.8,3.23,0,0,0,0,0,0,0,0,1,1.64,38,3.02,264,2.48,3,1.75
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,31,,631,,4956,,86.8,,30,,627,,5681,,84,,61,,1258,,10637,,171,
