Route:- 3870,Date:- 10/25/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,1,1.54,1,0.06,0,0,3.6,1.54,0,0,0,0,0,0,0,0,1,0.78,1,0.04,0,0,4,0.87
05:00:01-06:00:00,1,1.54,2,0.12,0,0,3.6,1.54,3,4.76,11,1.2,120,1.54,10.8,4.76,4,3.13,13,0.51,120,0.54,14,3.04
06:00:01-07:00:00,3,4.62,15,0.93,68,0.48,10.8,4.62,6,9.52,30,3.26,174,2.23,21.6,9.52,9,7.03,45,1.78,242,1.09,32,6.94
07:00:01-08:00:00,7,10.77,36,2.23,304,2.12,25.2,10.77,8,12.7,49,5.33,366,4.69,28.8,12.7,15,11.72,85,3.36,670,3.03,54,11.71
08:00:01-09:00:00,6,9.23,55,3.41,476,3.33,21.6,9.23,6,9.52,70,7.61,656,8.41,21.6,9.52,12,9.38,125,4.94,1132,5.12,43,9.33
09:00:01-10:00:00,4,6.15,141,8.75,1374,9.6,14.4,6.15,5,7.94,79,8.59,738,9.46,18,7.94,9,7.03,220,8.69,2112,9.55,32,6.94
10:00:01-11:00:00,4,6.15,185,11.48,1710,11.95,14.4,6.15,4,6.35,30,3.26,320,4.1,14.4,6.35,8,6.25,215,8.49,2030,9.18,29,6.29
11:00:01-12:00:00,4,6.15,91,5.65,926,6.47,14.4,6.15,2,3.17,42,4.57,348,4.46,7.2,3.17,6,4.69,133,5.25,1274,5.76,22,4.77
12:00:01-13:00:00,3,4.62,88,5.46,801,5.6,10.8,4.62,2,3.17,57,6.2,479,6.14,7.2,3.17,5,3.91,145,5.73,1280,5.79,18,3.9
13:00:01-14:00:00,2,3.08,75,4.66,722,5.04,4,1.71,5,7.94,46,5,345,4.42,18,7.94,7,5.47,121,4.78,1067,4.82,22,4.77
14:00:01-15:00:00,3,4.62,87,5.4,765,5.35,7.5,3.21,3,4.76,49,5.33,390,5,3.3,1.46,6,4.69,136,5.37,1155,5.22,11,2.39
15:00:01-16:00:00,2,3.08,70,4.35,663,4.63,7.2,3.08,1,1.59,30,3.26,244,3.13,1.1,0.49,3,2.34,100,3.95,907,4.1,8,1.74
16:00:01-17:00:00,2,3.08,57,3.54,535,3.74,7.2,3.08,3,4.76,47,5.11,384,4.92,3.3,1.46,5,3.91,104,4.11,919,4.16,10,2.17
17:00:01-18:00:00,3,4.62,95,5.9,718,5.02,10.8,4.62,4,6.35,83,9.02,736,9.43,14.4,6.35,7,5.47,178,7.03,1454,6.57,25,5.42
18:00:01-19:00:00,2,3.08,80,4.97,665,4.65,6.4,2.74,1,1.59,119,12.93,1057,13.54,3.6,1.59,3,2.34,199,7.86,1722,7.79,10,2.17
19:00:01-20:00:00,2,3.08,128,7.95,1247,8.71,7.2,3.08,2,3.17,78,8.48,669,8.57,2.2,0.97,4,3.13,206,8.14,1916,8.66,9,1.95
20:00:01-21:00:00,4,6.15,156,9.68,1348,9.42,14.4,6.15,4,6.35,49,5.33,414,5.3,9.6,4.23,8,6.25,205,8.1,1762,7.97,24,5.21
21:00:01-22:00:00,4,6.15,183,11.36,1554,10.86,14.4,6.15,2,3.17,39,4.24,298,3.82,4.8,2.12,6,4.69,222,8.77,1852,8.37,19,4.12
22:00:01-23:00:00,5,7.69,32,1.99,232,1.62,18,7.69,2,3.17,7,0.76,38,0.49,7.2,3.17,7,5.47,39,1.54,270,1.22,25,5.42
23:00:01-24:00:00,3,4.62,34,2.11,204,1.43,6,2.56,0,0,5,0.54,28,0.36,0,0,3,2.34,39,1.54,232,1.05,6,1.3
,65,,1611,,14312,,234,,63,,920,,7804,,226.8,,128,,2531,,22116,,461,
