Route:- 3860,Date:- 10/25/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,0,0,0,0,0,0,0,0,3,5.88,2,0.19,0,0,21,5.88,3,3.19,2,0.08,0,0,21,3.19
06:00:01-07:00:00,5,11.63,11,0.84,104,0.87,35,11.63,7,13.73,58,5.5,426,4.3,28,7.84,12,12.77,69,2.93,530,2.43,63,9.57
07:00:01-08:00:00,5,11.63,58,4.45,442,3.71,12,3.99,5,9.8,79,7.5,674,6.81,35,9.8,10,10.64,137,5.81,1116,5.11,47,7.14
08:00:01-09:00:00,6,13.95,124,9.51,1000,8.39,42,13.95,7,13.73,156,14.8,1541,15.56,49,13.73,13,13.83,280,11.87,2541,11.64,91,13.83
09:00:01-10:00:00,3,6.98,163,12.5,1486,12.46,7.2,2.39,3,5.88,134,12.71,1317,13.3,21,5.88,6,6.38,297,12.6,2803,12.84,28,4.26
10:00:01-11:00:00,3,6.98,260,19.94,2535,21.26,10.8,3.59,4,7.84,45,4.27,572,5.78,28,7.84,7,7.45,305,12.93,3107,14.24,39,5.93
11:00:01-12:00:00,3,6.98,83,6.37,707,5.93,21,6.98,2,3.92,98,9.3,972,9.82,4.8,1.34,5,5.32,181,7.68,1679,7.69,26,3.95
12:00:01-13:00:00,2,4.65,99,7.59,867,7.27,8,2.66,1,1.96,8,0.76,56,0.57,7,1.96,3,3.19,107,4.54,923,4.23,15,2.28
13:00:01-14:00:00,2,4.65,29,2.22,261,2.19,14,4.65,4,7.84,103,9.77,859,8.68,24,6.72,6,6.38,132,5.6,1120,5.13,38,5.78
14:00:01-15:00:00,4,9.3,64,4.91,638,5.35,16,5.32,2,3.92,11,1.04,99,1,4.8,1.34,6,6.38,75,3.18,737,3.38,21,3.19
15:00:01-16:00:00,1,2.33,43,3.3,415,3.48,7,2.33,3,5.88,90,8.54,825,8.33,21,5.88,4,4.26,133,5.64,1240,5.68,28,4.26
16:00:01-17:00:00,1,2.33,41,3.14,402,3.37,7,2.33,1,1.96,0,0,0,0,7,1.96,2,2.13,41,1.74,402,1.84,14,2.13
17:00:01-18:00:00,2,4.65,26,1.99,248,2.08,14,4.65,2,3.92,65,6.17,632,6.38,14,3.92,4,4.26,91,3.86,880,4.03,28,4.26
18:00:01-19:00:00,1,2.33,82,6.29,746,6.26,7,2.33,2,3.92,67,6.36,637,6.43,14,3.92,3,3.19,149,6.32,1383,6.34,21,3.19
19:00:01-20:00:00,1,2.33,62,4.75,591,4.96,3.6,1.2,2,3.92,77,7.31,723,7.3,14,3.92,3,3.19,139,5.89,1314,6.02,18,2.74
20:00:01-21:00:00,3,6.98,99,7.59,960,8.05,21,6.98,1,1.96,57,5.41,552,5.58,7,1.96,4,4.26,156,6.62,1512,6.93,28,4.26
21:00:01-22:00:00,1,2.33,53,4.06,482,4.04,4,1.33,1,1.96,2,0.19,8,0.08,2.4,0.67,2,2.13,55,2.33,490,2.25,6,0.91
22:00:01-23:00:00,0,0,7,0.54,39,0.33,0,0,1,1.96,2,0.19,8,0.08,7,1.96,1,1.06,9,0.38,47,0.22,7,1.06
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,43,,1304,,11923,,301,,51,,1054,,9901,,357,,94,,2358,,21824,,658,
