Route:- 3400,Date:- 10/25/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,1,3.7,27,1.61,308,1.74,8.6,3.7,1,3.7,13,0.79,124,0.72,8.6,3.7,2,3.7,40,1.2,432,1.24,17,3.66
07:00:01-08:00:00,3,11.11,147,8.74,1455,8.22,25.8,11.11,2,7.41,70,4.24,744,4.33,12.4,5.34,5,9.26,217,6.51,2199,6.3,38,8.19
08:00:01-09:00:00,1,3.7,75,4.46,910,5.14,8.6,3.7,2,7.41,285,17.26,2906,16.92,17.2,7.41,3,5.56,360,10.8,3816,10.94,26,5.6
09:00:01-10:00:00,4,14.81,101,6,1082,6.11,34.4,14.81,3,11.11,125,7.57,1114,6.49,7.2,3.1,7,12.96,226,6.78,2196,6.3,42,9.05
10:00:01-11:00:00,3,11.11,247,14.68,2839,16.03,12,5.17,0,0,20,1.21,182,1.06,0,0,3,5.56,267,8.01,3021,8.66,12,2.59
11:00:01-12:00:00,2,7.41,204,12.13,2185,12.34,17.2,7.41,4,14.81,183,11.08,2081,12.12,34.4,14.81,6,11.11,387,11.61,4266,12.23,52,11.21
12:00:01-13:00:00,2,7.41,98,5.83,939,5.3,8,3.45,2,7.41,288,17.44,2987,17.39,17.2,7.41,4,7.41,386,11.58,3926,11.25,25,5.39
13:00:01-14:00:00,3,11.11,36,2.14,235,1.33,25.8,11.11,2,7.41,37,2.24,367,2.14,8.6,3.7,5,9.26,73,2.19,602,1.73,34,7.33
14:00:01-15:00:00,1,3.7,92,5.47,1005,5.68,4,1.72,1,3.7,8,0.48,68,0.4,1.8,0.78,2,3.7,100,3,1073,3.08,6,1.29
15:00:01-16:00:00,1,3.7,140,8.32,1617,9.13,4.6,1.98,2,7.41,127,7.69,1268,7.38,17.2,7.41,3,5.56,267,8.01,2885,8.27,22,4.74
16:00:01-17:00:00,1,3.7,0,0,0,0,8.6,3.7,1,3.7,107,6.48,1254,7.3,4,1.72,2,3.7,107,3.21,1254,3.59,13,2.8
17:00:01-18:00:00,1,3.7,202,12.01,1866,10.54,4,1.72,2,7.41,23,1.39,228,1.33,17.2,7.41,3,5.56,225,6.75,2094,6,21,4.53
18:00:01-19:00:00,1,3.7,106,6.3,1166,6.58,3.6,1.55,0,0,89,5.39,957,5.57,0,0,1,1.85,195,5.85,2123,6.09,4,0.86
19:00:01-20:00:00,0,0,113,6.72,1128,6.37,0,0,2,7.41,122,7.39,1340,7.8,17.2,7.41,2,3.7,235,7.05,2468,7.08,17,3.66
20:00:01-21:00:00,1,3.7,20,1.19,194,1.1,8.6,3.7,1,3.7,67,4.06,660,3.84,4,1.72,2,3.7,87,2.61,854,2.45,13,2.8
21:00:01-22:00:00,0,0,74,4.4,780,4.4,0,0,1,3.7,24,1.45,236,1.37,6.8,2.93,1,1.85,98,2.94,1016,2.91,7,1.51
22:00:01-23:00:00,1,3.7,0,0,0,0,8.6,3.7,1,3.7,13,0.79,144,0.84,5.4,2.33,2,3.7,13,0.39,144,0.41,14,3.02
23:00:01-24:00:00,1,3.7,0,0,0,0,8.6,3.7,0,0,50,3.03,514,2.99,0,0,1,1.85,50,1.5,514,1.47,9,1.94
,27,,1682,,17709,,232.2,,27,,1651,,17174,,232.2,,54,,3333,,34883,,464,
