Route:- 3310,Date:- 10/25/2017,,,,,,,,Day:- Wednesday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,0,0,25,1.49,200,1.09,0,0,1,2.94,14,1.15,138,1,9,2.94,1,1.47,39,1.35,338,1.05,9,1.47
05:00:01-06:00:00,1,2.94,21,1.26,200,1.09,9,2.94,0,0,0,0,0,0,0,0,1,1.47,21,0.73,200,0.62,9,1.47
06:00:01-07:00:00,4,11.76,101,6.04,1294,7.08,30.4,9.93,3,8.82,64,5.26,684,4.94,27,8.82,7,10.29,165,5.71,1978,6.16,57,9.31
07:00:01-08:00:00,3,8.82,116,6.93,1396,7.64,27,8.82,3,8.82,89,7.31,906,6.54,27,8.82,6,8.82,205,7.09,2302,7.17,54,8.82
08:00:01-09:00:00,1,2.94,147,8.79,1625,8.89,5,1.63,2,5.88,123,10.11,1584,11.44,4.8,1.57,3,4.41,270,9.34,3209,9.99,10,1.63
09:00:01-10:00:00,2,5.88,127,7.59,1656,9.06,18,5.88,1,2.94,42,3.45,418,3.02,9,2.94,3,4.41,169,5.85,2074,6.46,27,4.41
10:00:01-11:00:00,2,5.88,16,0.96,176,0.96,18,5.88,1,2.94,19,1.56,228,1.65,5.8,1.9,3,4.41,35,1.21,404,1.26,24,3.92
11:00:01-12:00:00,1,2.94,95,5.68,1151,6.3,9,2.94,1,2.94,29,2.38,441,3.18,9,2.94,2,2.94,124,4.29,1592,4.96,18,2.94
12:00:01-13:00:00,1,2.94,81,4.84,818,4.48,1.1,0.36,2,5.88,23,1.89,248,1.79,8,2.61,3,4.41,104,3.6,1066,3.32,9,1.47
13:00:01-14:00:00,3,8.82,127,7.59,1413,7.73,13.2,4.31,2,5.88,83,6.82,1014,7.32,18,5.88,5,7.35,210,7.27,2427,7.56,31,5.07
14:00:01-15:00:00,3,8.82,62,3.71,663,3.63,12,3.92,3,8.82,106,8.71,1111,8.02,27,8.82,6,8.82,168,5.81,1774,5.52,39,6.37
15:00:01-16:00:00,2,5.88,154,9.21,1555,8.51,14.4,4.71,3,8.82,51,4.19,659,4.76,12,3.92,5,7.35,205,7.09,2214,6.89,26,4.25
16:00:01-17:00:00,1,2.94,45,2.69,386,2.11,2.8,0.92,2,5.88,132,10.85,1480,10.68,8,2.61,3,4.41,177,6.12,1866,5.81,11,1.8
17:00:01-18:00:00,2,5.88,77,4.6,776,4.25,18,5.88,1,2.94,98,8.05,958,6.92,3.9,1.27,3,4.41,175,6.06,1734,5.4,22,3.59
18:00:01-19:00:00,1,2.94,103,6.16,1052,5.76,4.6,1.5,1,2.94,84,6.9,945,6.82,9,2.94,2,2.94,187,6.47,1997,6.22,14,2.29
19:00:01-20:00:00,3,8.82,102,6.1,1018,5.57,27,8.82,2,5.88,40,3.29,502,3.62,3.6,1.18,5,7.35,142,4.91,1520,4.73,31,5.07
20:00:01-21:00:00,1,2.94,137,8.19,1398,7.65,2,0.65,2,5.88,74,6.08,758,5.47,18,5.88,3,4.41,211,7.3,2156,6.71,20,3.27
21:00:01-22:00:00,3,8.82,119,7.11,1332,7.29,27,8.82,2,5.88,73,6,956,6.9,8,2.61,5,7.35,192,6.64,2288,7.12,35,5.72
22:00:01-23:00:00,0,0,18,1.08,162,0.89,0,0,2,5.88,73,6,822,5.93,18,5.88,2,2.94,91,3.15,984,3.06,18,2.94
23:00:01-24:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
,34,,1673,,18271,,306,,34,,1217,,13852,,306,,68,,2890,,32123,,612,
