Route:- 3870,Date:- 10/16/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,1.02,2,0.07,18,0.07,3.6,1.02,2,2.02,35,1.19,226,0.82,7.2,2.02,3,1.52,37,0.63,244,0.45,11,1.55
06:00:01-07:00:00,3,3.06,12,0.4,98,0.37,10.8,3.06,5,5.05,47,1.59,274,0.99,12,3.37,8,4.06,59,1,372,0.68,23,3.24
07:00:01-08:00:00,8,8.16,35,1.18,248,0.93,28.8,8.16,9,9.09,167,5.67,1509,5.46,32.4,9.09,17,8.63,202,3.42,1757,3.24,61,8.6
08:00:01-09:00:00,7,7.14,73,2.46,628,2.35,22.4,6.35,9,9.09,298,10.11,3049,11.04,32.4,9.09,16,8.12,371,6.27,3677,6.77,55,7.76
09:00:01-10:00:00,8,8.16,164,5.53,1339,5.02,28.8,8.16,8,8.08,363,12.32,3853,13.95,28.8,8.08,16,8.12,527,8.91,5192,9.56,58,8.18
10:00:01-11:00:00,6,6.12,228,7.68,2000,7.5,21.6,6.12,8,8.08,243,8.25,2286,8.27,28.8,8.08,14,7.11,471,7.96,4286,7.89,50,7.05
11:00:01-12:00:00,7,7.14,143,4.82,1387,5.2,25.2,7.14,5,5.05,181,6.14,1984,7.18,18,5.05,12,6.09,324,5.48,3371,6.21,43,6.06
12:00:01-13:00:00,6,6.12,135,4.55,1233,4.62,21.6,6.12,7,7.07,152,5.16,1408,5.1,25.2,7.07,13,6.6,287,4.85,2641,4.86,47,6.63
13:00:01-14:00:00,4,4.08,199,6.7,1825,6.84,14.4,4.08,7,7.07,108,3.66,1004,3.63,25.2,7.07,11,5.58,307,5.19,2829,5.21,40,5.64
14:00:01-15:00:00,4,4.08,154,5.19,1357,5.09,14.4,4.08,2,2.02,108,3.66,944,3.42,7.2,2.02,6,3.05,262,4.43,2301,4.24,22,3.1
15:00:01-16:00:00,3,3.06,171,5.76,1578,5.91,10.8,3.06,5,5.05,149,5.06,1383,5.01,18,5.05,8,4.06,320,5.41,2961,5.45,29,4.09
16:00:01-17:00:00,6,6.12,137,4.62,1232,4.62,21.6,6.12,7,7.07,90,3.05,743,2.69,7.7,2.16,13,6.6,227,3.84,1975,3.64,29,4.09
17:00:01-18:00:00,6,6.12,223,7.51,2038,7.64,21.6,6.12,1,1.01,159,5.4,1420,5.14,3.6,1.01,7,3.55,382,6.46,3458,6.37,25,3.53
18:00:01-19:00:00,3,3.06,165,5.56,1530,5.73,7.5,2.13,3,3.03,276,9.37,2414,8.74,10.8,3.03,6,3.05,441,7.46,3944,7.26,18,2.54
19:00:01-20:00:00,5,5.1,284,9.57,2515,9.43,18,5.1,4,4.04,188,6.38,1723,6.24,14.4,4.04,9,4.57,472,7.98,4238,7.8,32,4.51
20:00:01-21:00:00,5,5.1,344,11.59,3245,12.16,18,5.1,4,4.04,153,5.19,1343,4.86,4.4,1.23,9,4.57,497,8.4,4588,8.45,22,3.1
21:00:01-22:00:00,7,7.14,270,9.1,2446,9.17,17.5,4.96,6,6.06,124,4.21,1089,3.94,21.6,6.06,13,6.6,394,6.66,3535,6.51,39,5.5
22:00:01-23:00:00,4,4.08,174,5.86,1506,5.64,10,2.83,3,3.03,99,3.36,914,3.31,10.8,3.03,7,3.55,273,4.62,2420,4.46,21,2.96
23:00:01-24:00:00,5,5.1,55,1.85,461,1.73,18,5.1,4,4.04,7,0.24,61,0.22,14.4,4.04,9,4.57,62,1.05,522,0.96,32,4.51
,98,,2968,,26684,,352.8,,99,,2947,,27627,,356.4,,197,,5915,,54311,,709,
