Route:- 3400,Date:- 10/16/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,2,6.9,37,1.71,388,1.67,17.2,6.9,1,3.33,1,0.05,14,0.07,8.6,3.33,3,5.08,38,0.92,402,0.9,26,5.13
07:00:01-08:00:00,4,13.79,124,5.71,1389,5.97,18.4,7.38,2,6.67,96,4.85,1042,4.9,9.2,3.57,6,10.17,220,5.3,2431,5.46,28,5.52
08:00:01-09:00:00,1,3.45,156,7.19,1800,7.74,4,1.6,3,10,196,9.91,1996,9.38,25.8,10,4,6.78,352,8.49,3796,8.52,30,5.92
09:00:01-10:00:00,3,10.34,200,9.22,2241,9.63,25.8,10.34,1,3.33,127,6.42,1370,6.44,4,1.55,4,6.78,327,7.88,3611,8.11,30,5.92
10:00:01-11:00:00,0,0,159,7.33,1954,8.4,0,0,1,3.33,177,8.95,1846,8.68,6.8,2.64,1,1.69,336,8.1,3800,8.53,7,1.38
11:00:01-12:00:00,2,6.9,241,11.11,2642,11.35,4,1.6,3,10,111,5.61,1132,5.32,25.8,10,5,8.47,352,8.49,3774,8.47,30,5.92
12:00:01-13:00:00,2,6.9,23,1.06,220,0.95,17.2,6.9,2,6.67,159,8.04,1825,8.58,8,3.1,4,6.78,182,4.39,2045,4.59,25,4.93
13:00:01-14:00:00,3,10.34,232,10.69,2535,10.89,25.8,10.34,1,3.33,33,1.67,278,1.31,8.6,3.33,4,6.78,265,6.39,2813,6.32,34,6.71
14:00:01-15:00:00,3,10.34,86,3.96,805,3.46,10.8,4.33,2,6.67,179,9.05,2031,9.55,4.8,1.86,5,8.47,265,6.39,2836,6.37,16,3.16
15:00:01-16:00:00,2,6.9,129,5.94,1577,6.78,4.4,1.76,2,6.67,75,3.79,657,3.09,9.2,3.57,4,6.78,204,4.92,2234,5.02,14,2.76
16:00:01-17:00:00,3,10.34,145,6.68,1447,6.22,25.8,10.34,2,6.67,128,6.47,1495,7.03,17.2,6.67,5,8.47,273,6.58,2942,6.61,43,8.48
17:00:01-18:00:00,2,6.9,241,11.11,2320,9.97,8,3.21,4,13.33,228,11.53,2438,11.46,34.4,13.33,6,10.17,469,11.31,4758,10.68,42,8.28
18:00:01-19:00:00,1,3.45,92,4.24,849,3.65,1.8,0.72,1,3.33,247,12.49,2590,12.18,4.6,1.78,2,3.39,339,8.17,3439,7.72,6,1.18
19:00:01-20:00:00,0,0,151,6.96,1579,6.79,0,0,0,0,21,1.06,195,0.92,0,0,0,0,172,4.15,1774,3.98,0,0
20:00:01-21:00:00,0,0,100,4.61,1038,4.46,0,0,1,3.33,44,2.22,548,2.58,8.6,3.33,1,1.69,144,3.47,1586,3.56,9,1.78
21:00:01-22:00:00,0,0,0,0,0,0,0,0,1,3.33,77,3.89,825,3.88,2.9,1.12,1,1.69,77,1.86,825,1.85,3,0.59
22:00:01-23:00:00,1,3.45,54,2.49,485,2.08,8.6,3.45,2,6.67,5,0.25,50,0.24,17.2,6.67,3,5.08,59,1.42,535,1.2,26,5.13
23:00:01-24:00:00,0,0,0,0,0,0,0,0,1,3.33,74,3.74,938,4.41,8.6,3.33,1,1.69,74,1.78,938,2.11,9,1.78
,29,,2170,,23269,,249.4,,30,,1978,,21270,,258,,59,,4148,,44539,,507,
