Route:- 6074,Date:- 10/16/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,5,6.85,22,0.6,214,0.62,27.5,6.85,0,0,0,0,0,0,0,0,5,6.85,22,0.6,214,0.62,28,6.97
06:00:01-07:00:00,8,10.96,137,3.72,876,2.55,21.6,5.38,0,0,0,0,0,0,0,0,8,10.96,137,3.72,876,2.55,22,5.47
07:00:01-08:00:00,7,9.59,267,7.24,2429,7.08,30.1,7.5,0,0,0,0,0,0,0,0,7,9.59,267,7.24,2429,7.08,30,7.46
08:00:01-09:00:00,7,9.59,363,9.85,3490,10.17,18.9,4.71,0,0,0,0,0,0,0,0,7,9.59,363,9.85,3490,10.17,19,4.73
09:00:01-10:00:00,4,5.48,331,8.98,3340,9.74,17.2,4.28,0,0,0,0,0,0,0,0,4,5.48,331,8.98,3340,9.74,17,4.23
10:00:01-11:00:00,5,6.85,224,6.08,1888,5.5,6,1.49,0,0,0,0,0,0,0,0,5,6.85,224,6.08,1888,5.5,6,1.49
11:00:01-12:00:00,3,4.11,200,5.42,2050,5.98,8.1,2.02,0,0,0,0,0,0,0,0,3,4.11,200,5.42,2050,5.98,8,1.99
12:00:01-13:00:00,5,6.85,177,4.8,1622,4.73,14,3.49,0,0,0,0,0,0,0,0,5,6.85,177,4.8,1622,4.73,14,3.48
13:00:01-14:00:00,3,4.11,114,3.09,1028,3,12.9,3.21,0,0,0,0,0,0,0,0,3,4.11,114,3.09,1028,3,13,3.23
14:00:01-15:00:00,2,2.74,147,3.99,1278,3.73,6.2,1.54,0,0,0,0,0,0,0,0,2,2.74,147,3.99,1278,3.73,6,1.49
15:00:01-16:00:00,3,4.11,122,3.31,1089,3.17,12.9,3.21,0,0,0,0,0,0,0,0,3,4.11,122,3.31,1089,3.17,13,3.23
16:00:01-17:00:00,2,2.74,143,3.88,1328,3.87,5.4,1.34,0,0,0,0,0,0,0,0,2,2.74,143,3.88,1328,3.87,5,1.24
17:00:01-18:00:00,2,2.74,179,4.85,1731,5.05,6.2,1.54,0,0,0,0,0,0,0,0,2,2.74,179,4.85,1731,5.05,6,1.49
18:00:01-19:00:00,5,6.85,260,7.05,2413,7.03,27.5,6.85,0,0,0,0,0,0,0,0,5,6.85,260,7.05,2413,7.03,28,6.97
19:00:01-20:00:00,2,2.74,253,6.86,2381,6.94,2.4,0.6,0,0,0,0,0,0,0,0,2,2.74,253,6.86,2381,6.94,2,0.5
20:00:01-21:00:00,3,4.11,262,7.11,2465,7.19,8.1,2.02,0,0,0,0,0,0,0,0,3,4.11,262,7.11,2465,7.19,8,1.99
21:00:01-22:00:00,3,4.11,196,5.32,1894,5.52,9.3,2.32,0,0,0,0,0,0,0,0,3,4.11,196,5.32,1894,5.52,9,2.24
22:00:01-23:00:00,2,2.74,207,5.61,1985,5.79,11,2.74,0,0,0,0,0,0,0,0,2,2.74,207,5.61,1985,5.79,11,2.74
23:00:01-24:00:00,2,2.74,83,2.25,806,2.35,5.4,1.34,0,0,0,0,0,0,0,0,2,2.74,83,2.25,806,2.35,5,1.24
,73,,3687,,34307,,401.5,,0,,0,,0,,0,,73,,3687,,34307,,402,
