Route:- 0071,Date:- 10/16/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,0,0,1,0.08,10,0.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,10,0.03,0,0
05:00:01-06:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
06:00:01-07:00:00,0,0,0,0,0,0,0,0,1,9.09,0,0,0,0,30.4,9.09,1,4.35,0,0,0,0,30,4.29
07:00:01-08:00:00,0,0,0,0,0,0,0,0,2,18.18,102,7.09,1572,8.13,60.8,18.18,2,8.7,102,3.7,1572,4.34,61,8.73
08:00:01-09:00:00,2,16.67,95,7.22,1590,9.44,60.8,16.67,0,0,109,7.57,1514,7.83,0,0,2,8.7,204,7.4,3104,8.58,61,8.73
09:00:01-10:00:00,1,8.33,99,7.52,1275,7.57,30.4,8.33,1,9.09,104,7.23,1499,7.75,4.9,1.47,2,8.7,203,7.37,2774,7.67,35,5.01
10:00:01-11:00:00,0,0,68,5.17,702,4.17,0,0,1,9.09,79,5.49,1128,5.83,30.4,9.09,1,4.35,147,5.34,1830,5.06,30,4.29
11:00:01-12:00:00,2,16.67,67,5.09,855,5.08,60.8,16.67,0,0,124,8.62,2031,10.5,0,0,2,8.7,191,6.93,2886,7.98,61,8.73
12:00:01-13:00:00,0,0,105,7.98,1598,9.49,0,0,0,0,63,4.38,704,3.64,0,0,0,0,168,6.1,2302,6.36,0,0
13:00:01-14:00:00,1,8.33,46,3.5,346,2.05,30.4,8.33,1,9.09,56,3.89,715,3.7,4.1,1.23,2,8.7,102,3.7,1061,2.93,34,4.86
14:00:01-15:00:00,0,0,97,7.37,1271,7.55,0,0,2,18.18,96,6.67,1347,6.96,7,2.09,2,8.7,193,7.01,2618,7.23,7,1
15:00:01-16:00:00,0,0,41,3.12,417,2.48,0,0,0,0,127,8.83,1857,9.6,0,0,0,0,168,6.1,2274,6.28,0,0
16:00:01-17:00:00,1,8.33,38,2.89,551,3.27,30.4,8.33,2,18.18,177,12.3,1987,10.27,60.8,18.18,3,13.04,215,7.8,2538,7.01,91,13.02
17:00:01-18:00:00,2,16.67,163,12.39,2017,11.97,13.2,3.62,0,0,182,12.65,2427,12.55,0,0,2,8.7,345,12.52,4444,12.28,13,1.86
18:00:01-19:00:00,0,0,173,13.15,2388,14.18,0,0,0,0,70,4.86,679,3.51,0,0,0,0,243,8.82,3067,8.48,0,0
19:00:01-20:00:00,1,8.33,143,10.87,1497,8.89,7.8,2.14,0,0,49,3.41,555,2.87,0,0,1,4.35,192,6.97,2052,5.67,8,1.14
20:00:01-21:00:00,1,8.33,91,6.91,1081,6.42,30.4,8.33,1,9.09,45,3.13,512,2.65,30.4,9.09,2,8.7,136,4.94,1593,4.4,61,8.73
21:00:01-22:00:00,0,0,44,3.34,673,4,0,0,0,0,56,3.89,814,4.21,0,0,0,0,100,3.63,1487,4.11,0,0
22:00:01-23:00:00,1,8.33,21,1.6,228,1.35,3.5,0.96,0,0,0,0,0,0,0,0,1,4.35,21,0.76,228,0.63,4,0.57
23:00:01-24:00:00,0,0,24,1.82,346,2.05,0,0,0,0,0,0,0,0,0,0,0,0,24,0.87,346,0.96,0,0
,12,,1316,,16845,,364.8,,11,,1439,,19341,,334.4,,23,,2755,,36186,,699,
