Route:- 6020,Date:- 10/16/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,3,2.36,1,0.02,8,0.02,15.6,2.36,0,0,0,0,0,0,0,0,3,1.19,1,0.01,8,0.01,16,1.22
06:00:01-07:00:00,6,4.72,277,5.68,2776,5.52,25.2,3.82,5,4,83,2.01,608,1.52,26,4,11,4.37,360,4,3384,3.74,51,3.89
07:00:01-08:00:00,11,8.66,373,7.65,3821,7.59,28.6,4.33,9,7.2,133,3.21,1073,2.68,46.8,7.2,20,7.94,506,5.62,4894,5.42,75,5.73
08:00:01-09:00:00,11,8.66,566,11.62,5800,11.52,57.2,8.66,9,7.2,120,2.9,958,2.39,37.8,5.82,20,7.94,686,7.61,6758,7.48,95,7.25
09:00:01-10:00:00,10,7.87,602,12.35,6626,13.16,52,7.87,10,8,140,3.38,1274,3.18,52,8,20,7.94,742,8.24,7900,8.74,104,7.94
10:00:01-11:00:00,9,7.09,485,9.95,5424,10.78,29.7,4.5,10,8,92,2.22,812,2.03,52,8,19,7.54,577,6.4,6236,6.9,82,6.26
11:00:01-12:00:00,7,5.51,328,6.73,3493,6.94,23.1,3.5,7,5.6,111,2.68,1150,2.87,36.4,5.6,14,5.56,439,4.87,4643,5.14,60,4.58
12:00:01-13:00:00,4,3.15,289,5.93,3208,6.37,15.6,2.36,6,4.8,108,2.61,982,2.45,31.2,4.8,10,3.97,397,4.41,4190,4.64,47,3.59
13:00:01-14:00:00,6,4.72,235,4.82,2518,5,31.2,4.72,5,4,146,3.53,1591,3.97,21,3.23,11,4.37,381,4.23,4109,4.55,52,3.97
14:00:01-15:00:00,5,3.94,219,4.49,2238,4.45,18,2.73,6,4.8,119,2.88,1162,2.9,15.6,2.4,11,4.37,338,3.75,3400,3.76,34,2.6
15:00:01-16:00:00,8,6.3,171,3.51,1637,3.25,24,3.63,5,4,190,4.59,1882,4.7,26,4,13,5.16,361,4.01,3519,3.89,50,3.82
16:00:01-17:00:00,6,4.72,156,3.2,1539,3.06,31.2,4.72,8,6.4,342,8.27,3276,8.18,41.6,6.4,14,5.56,498,5.53,4815,5.33,73,5.57
17:00:01-18:00:00,10,7.87,202,4.15,1906,3.79,52,7.87,11,8.8,447,10.8,4308,10.76,46.2,7.11,21,8.33,649,7.2,6214,6.88,98,7.48
18:00:01-19:00:00,9,7.09,193,3.96,1861,3.7,46.8,7.09,7,5.6,614,14.84,6254,15.62,29.4,4.52,16,6.35,807,8.96,8115,8.98,76,5.8
19:00:01-20:00:00,10,7.87,283,5.81,2720,5.4,52,7.87,10,8,486,11.75,4877,12.18,52,8,20,7.94,769,8.53,7597,8.41,104,7.94
20:00:01-21:00:00,6,4.72,229,4.7,2183,4.34,25.2,3.82,7,5.6,505,12.21,5020,12.54,29.4,4.52,13,5.16,734,8.15,7203,7.97,55,4.2
21:00:01-22:00:00,4,3.15,211,4.33,2050,4.07,20.8,3.15,6,4.8,286,6.91,2690,6.72,25.2,3.88,10,3.97,497,5.52,4740,5.24,46,3.51
22:00:01-23:00:00,2,1.57,53,1.09,524,1.04,10.4,1.57,4,3.2,170,4.11,1666,4.16,16.8,2.58,6,2.38,223,2.48,2190,2.42,27,2.06
23:00:01-24:00:00,0,0,0,0,0,0,0,0,0,0,45,1.09,458,1.14,0,0,0,0,45,0.5,458,0.51,0,0
,127,,4873,,50332,,660.4,,125,,4137,,40041,,650,,252,,9010,,90373,,1310,
