Route:- 6080,Date:- 10/16/2017,,,,,,,,Day:- Monday,,,,,,,,,,,,,,,
,UP,,,,,,,,DOWN,,,,,,,,TOTAL,,,,,,,
Time Slab,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,,Trips,,Passenger,,Revenue,,Run KM,
(HH:MM:SS),Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%,Total,%
00:00:01-05:00:00,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0
05:00:01-06:00:00,1,1.56,1,0.07,0,0,2.2,1.56,1,1.45,7,0.59,50,0.48,2.2,1.45,2,1.5,8,0.31,50,0.23,4,1.37
06:00:01-07:00:00,3,4.69,4,0.29,34,0.3,6.6,4.69,7,10.14,100,8.4,674,6.4,15.4,10.14,10,7.52,104,4.08,708,3.25,22,7.51
07:00:01-08:00:00,8,12.5,25,1.84,170,1.51,17.6,12.5,7,10.14,172,14.44,1633,15.51,15.4,10.14,15,11.28,197,7.73,1803,8.29,33,11.26
08:00:01-09:00:00,4,6.25,23,1.7,152,1.35,8.8,6.25,5,7.25,204,17.13,2060,19.57,11,7.25,9,6.77,227,8.91,2212,10.17,20,6.83
09:00:01-10:00:00,4,6.25,20,1.47,107,0.95,8.8,6.25,4,5.8,168,14.11,1611,15.3,8.8,5.8,8,6.02,188,7.38,1718,7.9,18,6.14
10:00:01-11:00:00,6,9.38,28,2.06,194,1.73,12,8.52,4,5.8,92,7.72,746,7.09,8.8,5.8,10,7.52,120,4.71,940,4.32,21,7.17
11:00:01-12:00:00,3,4.69,30,2.21,210,1.87,6.6,4.69,5,7.25,116,9.74,1142,10.85,11,7.25,8,6.02,146,5.73,1352,6.21,18,6.14
12:00:01-13:00:00,3,4.69,42,3.1,320,2.85,6.6,4.69,3,4.35,51,4.28,413,3.92,6.6,4.35,6,4.51,93,3.65,733,3.37,13,4.44
13:00:01-14:00:00,1,1.56,20,1.47,166,1.48,2,1.42,2,2.9,38,3.19,287,2.73,4.4,2.9,3,2.26,58,2.28,453,2.08,6,2.05
14:00:01-15:00:00,3,4.69,43,3.17,284,2.53,6.6,4.69,3,4.35,34,2.85,218,2.07,6.6,4.35,6,4.51,77,3.02,502,2.31,13,4.44
15:00:01-16:00:00,3,4.69,15,1.11,106,0.94,6.6,4.69,2,2.9,25,2.1,223,2.12,4,2.64,5,3.76,40,1.57,329,1.51,11,3.75
16:00:01-17:00:00,2,3.13,27,1.99,222,1.98,4.4,3.13,3,4.35,16,1.34,122,1.16,6.6,4.35,5,3.76,43,1.69,344,1.58,11,3.75
17:00:01-18:00:00,3,4.69,92,6.78,738,6.57,6.6,4.69,3,4.35,21,1.76,169,1.61,6.6,4.35,6,4.51,113,4.44,907,4.17,13,4.44
18:00:01-19:00:00,2,3.13,107,7.89,879,7.83,4,2.84,3,4.35,27,2.27,188,1.79,6.6,4.35,5,3.76,134,5.26,1067,4.9,11,3.75
19:00:01-20:00:00,5,7.81,115,8.48,990,8.82,11,7.81,1,1.45,12,1.01,96,0.91,2,1.32,6,4.51,127,4.99,1086,4.99,13,4.44
20:00:01-21:00:00,1,1.56,160,11.8,1347,11.99,2,1.42,4,5.8,18,1.51,148,1.41,8.8,5.8,5,3.76,178,6.99,1495,6.87,11,3.75
21:00:01-22:00:00,4,6.25,223,16.45,1947,17.34,8.8,6.25,4,5.8,39,3.27,322,3.06,8.8,5.8,8,6.02,262,10.29,2269,10.43,18,6.14
22:00:01-23:00:00,4,6.25,202,14.9,1786,15.9,8.8,6.25,4,5.8,44,3.69,366,3.48,8.8,5.8,8,6.02,246,9.66,2152,9.89,18,6.14
23:00:01-24:00:00,4,6.25,179,13.2,1578,14.05,8.8,6.25,4,5.8,7,0.59,58,0.55,4,2.64,8,6.02,186,7.3,1636,7.52,13,4.44
,64,,1356,,11230,,140.8,,69,,1191,,10526,,151.8,,133,,2547,,21756,,293,
